i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_0;pos:11490,55,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:cuboid_1;pos:-875,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_2;pos:-875,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_3;pos:875,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_4;pos:-875,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_5;pos:-875,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_6;pos:-875,0,-16625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_7;pos:9625,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_8;pos:11375,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_9;pos:11375,0,875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_10;pos:13125,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_11;pos:14875,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_12;pos:9625,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_13;pos:11375,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_14;pos:13125,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_15;pos:14875,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_16;pos:7875,0,-4375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_17;pos:9625,0,-4375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_18;pos:13125,0,-4375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_19;pos:14815.89,0,-4366.951;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_20;pos:7875,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_21;pos:9625,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_22;pos:11375,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_23;pos:13125,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_24;pos:4375,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_25;pos:6125,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_26;pos:7875,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_27;pos:9625,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_28;pos:11375,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_29;pos:13125,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_30;pos:875,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_31;pos:2625,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_32;pos:4375,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_33;pos:6125,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_34;pos:7875,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_35;pos:9625,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_36;pos:11375,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_37;pos:2625,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_38;pos:4375,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_39;pos:7875,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_40;pos:9625,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_41;pos:875,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_42;pos:2625,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_43;pos:4375,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_44;pos:6125,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_45;pos:7875,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_46;pos:11374.48,0,-11374.62;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_47;pos:875,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_48;pos:2625,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_49;pos:4375,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_50;pos:6125,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_51;pos:875,0,-16625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_606;pos:362.6229,57.37434,-16317.79;rot:0,320.3497,0;m:cuboid;scl:1,1,0.05;;
i:cuboid_607;pos:427.7604,80.78819,-16173.7;rot:0,134.3833,0;m:cuboid;scl:2.5,1,0.05;;
i:cuboid_608;pos:432.9628,69.59114,-16168.38;rot:0,134.3967,0;m:cuboid;scl:1,1.25,0.05;;
i:cuboid_609;pos:344.1242,60.00108,-16259.47;rot:0,134.3944,0;m:cuboid;scl:5,5,0.05;;
i:cuboid_610;pos:369.51,80.96328,-16232.95;rot:0,134.1417,0;m:cuboid;scl:2.5,1.5,0.05;;
i:cuboid_611;pos:364.9619,66.23204,-16238.08;rot:0,134.1556,0;m:cuboid;scl:1,1.5,0.05;;
i:cuboid_612;pos:599.8649,170,-15809.79;rot:0,0.2546475,0;m:cuboid;scl:5,25,20;;
i:cuboid_613;pos:565.5419,170,-15993.66;rot:0,20.81542,0;m:cuboid;scl:5,25,20;;
i:cuboid_614;pos:151.4411,170,-16399.21;rot:0,76.9604,0;m:cuboid;scl:5,25,20;;
i:cuboid_615;pos:599.8649,84.5,-15809.79;rot:0,0.2546475,0;m:cuboid;scl:5.5,8,20;;
i:cuboid_616;pos:565.5419,84.5,-15993.66;rot:0,20.81542,0;m:cuboid;scl:5.5,8,20;;
i:cuboid_617;pos:151.4411,84.5,-16399.21;rot:0,76.9604,0;m:cuboid;scl:5.5,8,20;;
i:cuboid_618;pos:-600,170,-15400;m:cuboid;scl:5,25,80;;
i:cuboid_619;pos:-600,84.5,-15400;m:cuboid;scl:5.5,8,80;;
i:cuboid_620;pos:-600,170,-15100;m:cuboid;scl:7,27,2;;
i:cuboid_621;pos:-600,170,-15300;m:cuboid;scl:7,27,2;;
i:cuboid_622;pos:-600,170,-15500;m:cuboid;scl:7,27,2;;
i:cuboid_623;pos:-600,170,-15700;m:cuboid;scl:7,27,2;;
i:cuboid_624;pos:-597.7205,170,-15899.95;rot:0,358.8426,0;m:cuboid;scl:7,27,2;;
i:cuboid_625;pos:-530.822,170,-16087.24;rot:0,341.4548,0;m:cuboid;scl:7,27,2;;
i:cuboid_626;pos:-409.6414,170,-16242.96;rot:0,313.8974,0;m:cuboid;scl:7,27,2;;
i:cuboid_627;pos:-245.4738,170,-16372.86;rot:0,300.2269,0;m:cuboid;scl:7,27,2;;
i:cuboid_628;pos:-61.04803,170,-16417.73;rot:0,283.0396,0;m:cuboid;scl:7,27,2;;
i:cuboid_629;pos:-599.8649,170,-15809.79;rot:0,359.7454,0;m:cuboid;scl:5,25,20;;
i:cuboid_630;pos:-565.5419,170,-15993.66;rot:0,339.1846,0;m:cuboid;scl:5,25,20;;
i:cuboid_631;pos:-467.9131,170,-16168;rot:0,322.7686,0;m:cuboid;scl:5,25,20;;
i:cuboid_632;pos:-328.6406,170,-16310.9;rot:0,307.893,0;m:cuboid;scl:5,25,20;;
i:cuboid_633;pos:-151.4411,170,-16399.21;rot:0,283.0396,0;m:cuboid;scl:5,25,20;;
i:cuboid_634;pos:-599.8649,84.5,-15809.79;rot:0,359.7454,0;m:cuboid;scl:5.5,8,20;;
i:cuboid_635;pos:-565.5419,84.5,-15993.66;rot:0,339.1846,0;m:cuboid;scl:5.5,8,20;;
i:cuboid_636;pos:-467.9131,84.5,-16168;rot:0,322.7686,0;m:cuboid;scl:5.5,8,20;;
i:cuboid_637;pos:-328.6406,84.5,-16310.9;rot:0,307.893,0;m:cuboid;scl:5.5,8,20;;
i:cuboid_638;pos:-151.4411,84.5,-16399.21;rot:0,283.0396,0;m:cuboid;scl:5.5,8,20;;
i:cuboid_639;pos:0,194,-16420;m:cuboid;scl:12,20,5;t:brick1;til:2.4,4;clr:127,191,127,255;;
i:cuboid_640;pos:0,231.35,-16422;m:cuboid;scl:5,12.5,5;t:brick1;til:1,2.5;clr:191,255,0,255;;
i:cuboid_641;pos:0,168,-16420;m:cuboid;scl:12,0.15,6.75;t:brick4;til:2,0.025;clr:255,255,255,255;;
i:cuboid_642;pos:0,168,-16420;m:cuboid;scl:12,0.17,6.73;t:brick4;til:2,1.125;clr:255,255,255,255;;
i:cuboid_643;pos:44,107.75,-16420;m:cuboid;scl:3,12,6.5;t:brick1;til:0.6,2.4;clr:127,191,127,255;;
i:cuboid_644;pos:-44,107.75,-16420;m:cuboid;scl:3,12,6.5;t:brick1;til:0.6,2.4;clr:127,191,127,255;;
i:cuboid_645;pos:44,128,-16420;m:cuboid;scl:4.025,0.15,8.025;t:brick4;til:0.67,0.025;clr:255,255,255,255;;
i:cuboid_646;pos:44,128,-16420;m:cuboid;scl:4,0.17,8;t:brick4;til:0.67,1.125;clr:255,255,255,255;;
i:cuboid_647;pos:-44,128,-16420;m:cuboid;scl:4.025,0.15,8.025;t:brick4;til:0.67,0.025;clr:255,255,255,255;;
i:cuboid_648;pos:-44,128,-16420;m:cuboid;scl:4,0.17,8;t:brick4;til:0.67,1.125;clr:255,255,255,255;;
i:cuboid_649;pos:44,88,-16420;m:cuboid;scl:4,8,8;t:brick1;til:0.8,1.6;clr:127,191,127,255;;
i:cuboid_650;pos:-44,88,-16420;m:cuboid;scl:4,8,8;t:brick1;til:0.8,1.6;clr:127,191,127,255;;
i:cuboid_651;pos:44,90,-16420;m:cuboid;scl:4.025,0.15,9.525;t:brick4;til:0.67,0.025;clr:255,255,255,255;;
i:cuboid_652;pos:44,90,-16420;m:cuboid;scl:4,0.17,9.5;t:brick4;til:0.67,1.125;clr:255,255,255,255;;
i:cuboid_653;pos:-44,90,-16420;m:cuboid;scl:4.025,0.15,9.525;t:brick4;til:0.67,0.025;clr:255,255,255,255;;
i:cuboid_654;pos:-44,90,-16420;m:cuboid;scl:4,0.17,9.5;t:brick4;til:0.67,1.125;clr:255,255,255,255;;
i:cuboid_655;pos:44,70,-16420;m:cuboid;scl:4.01,4,9.5;t:brick1;til:0.8,0.8;clr:127,191,127,255;;
i:cuboid_656;pos:-44,70,-16420;m:cuboid;scl:4.01,4,9.5;t:brick1;til:0.8,0.8;clr:127,191,127,255;;
i:capsule_657;pos:44,62.75,-16467.55;m:capsule;scl:2,2,0.01;t:wood2;til:1,0.025;clr:51,38,0,255;;
i:cuboid_658;pos:43.9,71.95,-16466.45;m:cuboid;scl:2,0.1,0.25;t:stone9;til:0.01,0.01;clr:140,127,127,255;;
i:cuboid_659;pos:43.9,59.55,-16466.45;m:cuboid;scl:2,0.1,0.25;t:stone9;til:0.01,0.01;clr:140,127,127,255;;
i:cuboid_660;pos:43.9,53.38,-16466.45;m:cuboid;scl:2,0.1,0.25;t:stone9;til:0.01,0.01;clr:140,127,127,255;;
i:capsule_661;pos:-44,62.75,-16467.55;m:capsule;scl:2,2,0.01;t:wood2;til:1,0.025;clr:51,38,0,255;;
i:cuboid_662;pos:-43.9,71.95,-16466.45;m:cuboid;scl:2,0.1,0.25;t:stone9;til:0.01,0.01;clr:140,127,127,255;;
i:cuboid_663;pos:-43.9,59.55,-16466.45;m:cuboid;scl:2,0.1,0.25;t:stone9;til:0.01,0.01;clr:140,127,127,255;;
i:cuboid_664;pos:-43.9,53.38,-16466.45;m:cuboid;scl:2,0.1,0.25;t:stone9;til:0.01,0.01;clr:140,127,127,255;;
i:capsule_665;pos:30.55,82.8,-16467.6;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_666;pos:31,114.8,-16460.1;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_667;pos:44,114.8,-16460.1;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_668;pos:57,114.8,-16460.1;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_669;pos:37.5,141.6,-16452.6;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_670;pos:50.5,141.6,-16452.6;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_671;pos:37.5,157,-16452.6;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_672;pos:50.5,157,-16452.6;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_673;pos:-30.55,82.8,-16467.6;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_674;pos:-31,114.8,-16460.1;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_675;pos:-44,114.8,-16460.1;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_676;pos:-57,114.8,-16460.1;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_677;pos:-37.5,141.6,-16452.6;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_678;pos:-50.5,141.6,-16452.6;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_679;pos:-37.5,157,-16452.6;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_680;pos:-50.5,157,-16452.6;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:cuboid_681;pos:0,100.5,-16448.2;m:cuboid;scl:4.75,4.5,0.6;t:brick1;til:1,0.9;clr:127,191,127,255;;
i:cuboid_682;pos:0,122.5,-16448.2;m:cuboid;scl:4.75,0.17,0.65;t:brick4;til:1.1625,0.02675;clr:255,255,255,255;;
i:plane_683;pos:12,144.5,-16448.25;rot:270,136.3972,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_684;pos:12,144.5,-16448.25;rot:270,223.6028,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_685;pos:12,144.5,-16448.25;rot:270,136.3972,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_686;pos:12,144.5,-16448.25;rot:270,223.6028,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_687;pos:12,144.5,-16448.25;rot:270,136.3972,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_688;pos:12,144.5,-16448.25;rot:270,223.6028,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_689;pos:-12,144.5,-16448.25;rot:270,136.3972,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_690;pos:-12,144.5,-16448.25;rot:270,223.6028,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_691;pos:-12,144.5,-16448.25;rot:270,136.3972,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_692;pos:-12,144.5,-16448.25;rot:270,223.6028,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_693;pos:-12,144.5,-16448.25;rot:270,136.3972,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_694;pos:-12,144.5,-16448.25;rot:270,223.6028,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:cuboid_695;pos:0,105,-16451.2;m:cuboid;scl:3,2,0.01;t:empty;til:3333,3333;clr:76,12,0,255;;
i:prism_696;pos:0.28,89.975,-16451.2;rot:270.0198,180,0;m:prism;scl:3,0.01,1.25;t:empty;til:3333,3333;clr:76,12,0,255;;
i:cuboid_697;pos:0,105,-16451.3;m:cuboid;scl:2.75,1.75,0.01;t:empty;til:3333,3333;clr:191,102,0,255;;
i:prism_698;pos:0.28,91.65,-16451.3;rot:270.0198,180,0;m:prism;scl:2.75,0.01,1.15;t:empty;til:3333,3333;clr:191,102,0,255;;
i:cuboid_699;pos:0,105,-16451.4;m:cuboid;scl:2.5,1.5,0.01;t:empty;til:3333,3333;clr:76,12,0,255;;
i:prism_700;pos:0.28,93.28,-16451.4;rot:270.0198,180,0;m:prism;scl:2.5,0.01,1.05;t:empty;til:3333,3333;clr:76,12,0,255;;
i:cuboid_701;pos:0.1,100.4,-16451.45;m:cuboid;scl:0.15,2.45,0.01;t:empty;til:3333,3333;clr:191,102,0,255;;
i:cuboid_702;pos:0,102.5,-16451.45;m:cuboid;scl:2.5,0.15,0.01;t:empty;til:3333,3333;clr:191,102,0,255;;
i:cuboid_703;pos:12,166.25,-16448.4;m:cuboid;scl:0.58,0.3,0.58;clr:20,12,12,255;;
i:cuboid_704;pos:12,165,-16448.4;m:cuboid;scl:0.45,0.55,0.45;clr:20,12,12,255;;
i:cuboid_705;pos:12,124.13,-16448.4;m:cuboid;scl:0.58,0.3,0.58;clr:20,12,12,255;;
i:cuboid_706;pos:12,125.68,-16448.4;m:cuboid;scl:0.45,0.55,0.45;clr:20,12,12,255;;
i:cuboid_707;pos:-12,166.25,-16448.4;m:cuboid;scl:0.58,0.3,0.58;clr:20,12,12,255;;
i:cuboid_708;pos:-12,165,-16448.4;m:cuboid;scl:0.45,0.55,0.45;clr:20,12,12,255;;
i:cuboid_709;pos:-12,124.13,-16448.4;m:cuboid;scl:0.58,0.3,0.58;clr:20,12,12,255;;
i:cuboid_710;pos:-12,125.68,-16448.4;m:cuboid;scl:0.45,0.55,0.45;clr:20,12,12,255;;
i:cuboid_711;pos:-379.75,84.5,-15000;m:cuboid;scl:64,8,5.5;;
i:cuboid_712;pos:-379.75,170,-15000;m:cuboid;scl:64,25,5;;
i:cuboid_713;pos:379.75,195,-15000;m:cuboid;scl:20,20,4.98;;
i:cuboid_714;pos:212.5,170,-15000;m:cuboid;scl:30.5,25,5;;
i:cuboid_715;pos:572.5,170,-15000;m:cuboid;scl:27.5,25,5;;
i:cuboid_716;pos:379.75,103.22,-15000;m:cuboid;scl:20,4.25,5.498;;
i:cuboid_717;pos:212.5,84.5,-15000;m:cuboid;scl:30.5,8,5.5;;
i:cuboid_718;pos:572.5,84.5,-15000;m:cuboid;scl:27.5,8,5.5;;
i:arc180_719;pos:399,70,-15001.2;rot:0,270,270;m:arc180;scl:4,12.5,4;clr:102,63,0,255;;
i:prism_720;pos:369.5,77.8,-14998.95;rot:30.30814,270,270;m:prism;scl:3,5.49,3;clr:255,255,255,255;;
i:prism_721;pos:436.5,77.8,-14998.95;rot:30.30814,270,270;m:prism;scl:3,5.49,3;clr:255,255,255,255;;
i:cuboid_722;pos:0,195,-15000;m:cuboid;scl:12,20,5;t:brick1;til:2.4,4;clr:127,191,127,255;;
i:cuboid_723;pos:0,231.35,-14998;m:cuboid;scl:5,12.5,5;t:brick1;til:1,2.5;clr:191,255,0,255;;
i:cuboid_724;pos:0,168,-15000;m:cuboid;scl:12,0.15,6.75;t:brick4;til:2,0.025;clr:255,255,255,255;;
i:cuboid_725;pos:0,168,-15000;m:cuboid;scl:12,0.17,6.73;t:brick4;til:2,1.125;clr:255,255,255,255;;
i:cuboid_726;pos:44,107.75,-15000;m:cuboid;scl:3,12,6.5;t:brick1;til:0.6,2.4;clr:127,191,127,255;;
i:cuboid_727;pos:-44,107.75,-15000;m:cuboid;scl:3,12,6.5;t:brick1;til:0.6,2.4;clr:127,191,127,255;;
i:cuboid_728;pos:44,128,-15000;m:cuboid;scl:4.025,0.15,8.025;t:brick4;til:0.67,0.025;clr:255,255,255,255;;
i:cuboid_729;pos:44,128,-15000;m:cuboid;scl:4,0.17,8;t:brick4;til:0.67,1.125;clr:255,255,255,255;;
i:cuboid_730;pos:-44,128,-15000;m:cuboid;scl:4.025,0.15,8.025;t:brick4;til:0.67,0.025;clr:255,255,255,255;;
i:cuboid_731;pos:-44,128,-15000;m:cuboid;scl:4,0.17,8;t:brick4;til:0.67,1.125;clr:255,255,255,255;;
i:cuboid_732;pos:44,88,-15000;m:cuboid;scl:4,8,8;t:brick1;til:0.8,1.6;clr:127,191,127,255;;
i:cuboid_733;pos:-44,88,-15000;m:cuboid;scl:4,8,8;t:brick1;til:0.8,1.6;clr:127,191,127,255;;
i:cuboid_734;pos:44,90,-15000;m:cuboid;scl:4.025,0.15,9.525;t:brick4;til:0.67,0.025;clr:255,255,255,255;;
i:cuboid_735;pos:44,90,-15000;m:cuboid;scl:4,0.17,9.5;t:brick4;til:0.67,1.125;clr:255,255,255,255;;
i:cuboid_736;pos:-44,90,-15000;m:cuboid;scl:4.025,0.15,9.525;t:brick4;til:0.67,0.025;clr:255,255,255,255;;
i:cuboid_737;pos:-44,90,-15000;m:cuboid;scl:4,0.17,9.5;t:brick4;til:0.67,1.125;clr:255,255,255,255;;
i:cuboid_738;pos:44,70,-15000;m:cuboid;scl:4.01,4,9.5;t:brick1;til:0.8,0.8;clr:127,191,127,255;;
i:cuboid_739;pos:-44,70,-15000;m:cuboid;scl:4.01,4,9.5;t:brick1;til:0.8,0.8;clr:127,191,127,255;;
i:capsule_740;pos:44,62.75,-14952.45;m:capsule;scl:2,2,0.01;t:wood2;til:1,0.025;clr:51,38,0,255;;
i:cuboid_741;pos:43.9,71.95,-14953.35;m:cuboid;scl:2,0.1,0.25;t:stone9;til:0.01,0.01;clr:140,127,127,255;;
i:cuboid_742;pos:43.9,59.55,-14953.35;m:cuboid;scl:2,0.1,0.25;t:stone9;til:0.01,0.01;clr:140,127,127,255;;
i:cuboid_743;pos:43.9,53.38,-14953.35;m:cuboid;scl:2,0.1,0.25;t:stone9;til:0.01,0.01;clr:140,127,127,255;;
i:capsule_744;pos:-44,62.75,-14952.45;m:capsule;scl:2,2,0.01;t:wood2;til:1,0.025;clr:51,38,0,255;;
i:cuboid_745;pos:-43.9,71.95,-14953.35;m:cuboid;scl:2,0.1,0.25;t:stone9;til:0.01,0.01;clr:140,127,127,255;;
i:cuboid_746;pos:-43.9,59.55,-14953.35;m:cuboid;scl:2,0.1,0.25;t:stone9;til:0.01,0.01;clr:140,127,127,255;;
i:cuboid_747;pos:-43.9,53.38,-14953.35;m:cuboid;scl:2,0.1,0.25;t:stone9;til:0.01,0.01;clr:140,127,127,255;;
i:capsule_748;pos:30.55,82.8,-14952.4;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_749;pos:31,114.8,-14959.95;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_750;pos:44,114.8,-14959.95;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_751;pos:57,114.8,-14959.95;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_752;pos:37.5,141.6,-14967.35;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_753;pos:50.5,141.6,-14967.35;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_754;pos:37.5,157,-14967.35;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_755;pos:50.5,157,-14967.35;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_756;pos:-30.55,82.8,-14952.4;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_757;pos:-31,114.8,-14959.95;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_758;pos:-44,114.8,-14959.95;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_759;pos:-57,114.8,-14959.95;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_760;pos:-37.5,141.6,-14967.35;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_761;pos:-50.5,141.6,-14967.35;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_762;pos:-37.5,157,-14967.35;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:capsule_763;pos:-50.5,157,-14967.35;m:capsule;scl:0.5,0.45,0.005;clr:0,0,0,255;;
i:cuboid_764;pos:0,100.5,-14970.75;m:cuboid;scl:4.75,4.5,0.6;t:brick1;til:1,0.9;clr:127,191,127,255;;
i:cuboid_765;pos:0,122.5,-14970.75;m:cuboid;scl:4.75,0.17,0.65;t:brick4;til:1.1625,0.02675;clr:255,255,255,255;;
i:plane_766;pos:12,144.5,-14970.75;rot:270,136.3972,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_767;pos:12,144.5,-14970.75;rot:270,223.6028,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_768;pos:12,144.5,-14970.75;rot:270,136.3972,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_769;pos:12,144.5,-14970.75;rot:270,223.6028,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_770;pos:12,144.5,-14970.75;rot:270,136.3972,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_771;pos:12,144.5,-14970.75;rot:270,223.6028,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_772;pos:-12,144.5,-14970.75;rot:270,136.3972,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_773;pos:-12,144.5,-14970.75;rot:270,223.6028,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_774;pos:-12,144.5,-14970.75;rot:270,136.3972,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_775;pos:-12,144.5,-14970.75;rot:270,223.6028,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_776;pos:-12,144.5,-14970.75;rot:270,136.3972,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:plane_777;pos:-12,144.5,-14970.75;rot:270,223.6028,0;m:plane;scl:0.5,4.75,4.75;mat:transparent;clr:12,12,12,200;;
i:cuboid_778;pos:12,166.25,-14970.75;m:cuboid;scl:0.58,0.3,0.58;clr:20,12,12,255;;
i:cuboid_779;pos:12,165,-14970.75;m:cuboid;scl:0.45,0.55,0.45;clr:20,12,12,255;;
i:cuboid_780;pos:12,124.13,-14970.75;m:cuboid;scl:0.58,0.3,0.58;clr:20,12,12,255;;
i:cuboid_781;pos:12,125.68,-14970.75;m:cuboid;scl:0.45,0.55,0.45;clr:20,12,12,255;;
