i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_0;pos:-440,56,-440;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:2, t:1;;
i:spawnhuman_1;pos:-440,56,-440;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawntitan_3;pos:-99999,-99999,-99999;rot:0,180,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:cuboid_647;pos:-263,112.5,0;rot:0,180,53.1301;m:cuboid;scl:1.1,5.1,80.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_648;pos:-215,90,-395;rot:0,180,0;m:cuboid;scl:3.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_649;pos:-265,90,-395;rot:0,180,0;m:cuboid;scl:3.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_650;pos:-240,60,-395;rot:0,180,0;m:cuboid;scl:2.1,4.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_651;pos:-240,120,-395;rot:0,180,0;m:cuboid;scl:2.1,4.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_652;pos:-215,90,395;rot:0,180,0;m:cuboid;scl:3.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_653;pos:-265,90,395;rot:0,180,0;m:cuboid;scl:3.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_654;pos:-240,60,395;rot:0,180,0;m:cuboid;scl:2.1,4.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_655;pos:-240,120,395;rot:0,180,0;m:cuboid;scl:2.1,4.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_656;pos:-265,90,-350;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_657;pos:-215,90,-325;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_658;pos:-265,90,-300;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_659;pos:-215,90,-275;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_660;pos:-265,90,-250;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_661;pos:-215,90,-225;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_662;pos:-265,90,125;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_663;pos:-215,90,170;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_664;pos:-240,90,220;rot:0,180,0;m:cuboid;scl:8.1,5.35,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_665;pos:-240,94,270;rot:0,180,0;m:cuboid;scl:5.1,4.1,3.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_666;pos:-240,90,320;rot:0,180,0;m:cuboid;scl:8.1,3.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_667;pos:-240,90,370;rot:0,180,0;m:cuboid;scl:3.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_668;pos:-140,135,370;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_669;pos:-140,125,360;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_670;pos:-140,115,350;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_671;pos:-140,105,340;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_672;pos:-140,95,330;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_673;pos:-140,85,320;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_674;pos:-140,75,310;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_675;pos:-140,65,300;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_676;pos:-140,75,290;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_677;pos:-140,85,280;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_678;pos:-140,95,270;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_679;pos:-140,105,260;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_680;pos:-140,115,250;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_681;pos:-140,125,240;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_682;pos:-140,135,230;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_683;pos:-140,50,260;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_684;pos:-140,60,250;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_685;pos:-140,70,240;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_686;pos:-140,80,230;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_687;pos:-140,90,220;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_688;pos:-140,100,210;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_689;pos:-140,110,200;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_690;pos:-140,120,190;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_691;pos:-140,110,180;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_692;pos:-140,100,170;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_693;pos:-140,90,160;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_694;pos:-140,80,150;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_695;pos:-140,70,140;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_696;pos:-140,60,130;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_697;pos:-140,50,120;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_698;pos:-140,135,150;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_699;pos:-140,125,140;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_700;pos:-140,115,130;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_701;pos:-140,105,120;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_702;pos:-140,95,110;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_703;pos:-140,85,100;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_704;pos:-140,75,90;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_705;pos:-140,65,80;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_706;pos:-140,75,70;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_707;pos:-140,85,60;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_708;pos:-140,95,50;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_709;pos:-140,105,40;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_710;pos:-140,115,30;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_711;pos:-140,125,20;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_712;pos:-140,135,10;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_713;pos:-140,50,40;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_714;pos:-140,60,30;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_715;pos:-140,70,20;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_716;pos:-140,80,10;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_717;pos:-140,90,0;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_718;pos:-140,100,-10;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_719;pos:-140,110,-20;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_720;pos:-140,120,-30;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_721;pos:-140,110,-40;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_722;pos:-140,100,-50;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_723;pos:-140,90,-60;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_724;pos:-140,80,-70;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_725;pos:-140,70,-80;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_726;pos:-140,60,-90;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_727;pos:-140,50,-100;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_728;pos:-140,135,-70;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_729;pos:-140,125,-80;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_730;pos:-140,115,-90;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_731;pos:-140,105,-100;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_732;pos:-140,95,-110;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_733;pos:-140,85,-120;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_734;pos:-140,75,-130;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_735;pos:-140,65,-140;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_736;pos:-140,75,-150;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_737;pos:-140,85,-160;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_738;pos:-140,95,-170;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_739;pos:-140,105,-180;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_740;pos:-140,115,-190;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_741;pos:-140,125,-200;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_742;pos:-140,135,-210;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_743;pos:-140,50,-180;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_744;pos:-140,60,-190;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_745;pos:-140,70,-200;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_746;pos:-140,80,-210;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_747;pos:-140,90,-220;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_748;pos:-140,100,-230;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_749;pos:-140,110,-240;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_750;pos:-140,120,-250;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_751;pos:-140,110,-260;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_752;pos:-140,100,-270;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_753;pos:-140,90,-280;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_754;pos:-140,80,-290;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_755;pos:-140,70,-300;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_756;pos:-140,60,-310;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_757;pos:-140,50,-320;rot:0,180,0;m:cuboid;scl:8.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_758;pos:-60,90,-320;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_759;pos:-20,90,-280;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_760;pos:-60,90,-240;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_761;pos:-20,90,-200;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_762;pos:-60,90,-160;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_763;pos:-20,90,-120;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_764;pos:-60,90,-80;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_765;pos:-20,90,-40;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_766;pos:-60,90,0;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_767;pos:-20,90,40;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_768;pos:-60,90,80;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_769;pos:-20,90,120;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_770;pos:-60,90,140;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_771;pos:-20,90,160;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_772;pos:-60,90,180;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_773;pos:-20,90,200;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_774;pos:-60,90,220;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_775;pos:-20,90,240;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_776;pos:-60,90,260;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_777;pos:-20,90,280;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_778;pos:-60,90,300;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_779;pos:-20,90,320;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_780;pos:-60,90,340;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_781;pos:-20,90,360;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_782;pos:-60,90,400;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_783;pos:60,90,380;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_784;pos:55,90,370;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_785;pos:65,90,370;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_786;pos:50,90,360;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_787;pos:70,90,360;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_788;pos:55,90,350;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_789;pos:65,90,350;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_790;pos:60,90,340;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_791;pos:35,90,330;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_792;pos:30,90,320;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_793;pos:40,90,320;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_794;pos:25,90,310;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_795;pos:45,90,310;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_796;pos:30,90,300;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_797;pos:40,90,300;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_798;pos:35,90,290;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_799;pos:85,90,330;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_800;pos:80,90,320;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_801;pos:90,90,320;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_802;pos:75,90,310;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_803;pos:95,90,310;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_804;pos:80,90,300;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_805;pos:90,90,300;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
