i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_1;pos:-7.494504,49.88862,4.807927;rot:0,180,0;m:cuboid;scl:135,10,135;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2;pos:-7.628267,139.7679,4.740594;rot:0,180,0;m:cuboid;scl:135,10,135;t:stone8;;
i:spawnhuman_3;pos:-10.00364,484.882,-9.938233;rot:0,180,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:spawnhuman_4;pos:-10.00503,484.0516,-9.949316;rot:0,180,0;m:spawnhuman;l:26;c:spawner, f:2, t:1;;
i:house2_2104;pos:-1170.261,307.5462,1060.003;rot:0,179.804,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2105;pos:-1170.023,307.5584,1003.258;rot:0,358.804,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2106;pos:-1141.939,307.5629,1031.647;rot:0,269.804,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2107;pos:-1197.881,307.5724,1032.046;rot:0,89.804,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2108;pos:-1190.544,307.5067,1011.411;rot:0,46.54886,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2109;pos:-1148.859,307.607,1052.925;rot:0,224.2972,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2110;pos:-1150.016,307.6597,1011.568;rot:0,316.2924,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2111;pos:-1190.005,307.5591,1052.317;rot:0,136.2525,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2112;pos:-1061.691,306.8668,1030.915;rot:0,89.04009,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2113;pos:-1004.63,307.6093,1032.183;rot:0,269.1201,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2114;pos:-1032.447,307.5857,1003.027;rot:0,359.0401,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2115;pos:-1032.99,307.5142,1061.255;rot:0,179.1601,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2116;pos:-1012.483,307.5803,1052.95;rot:0,224.0353,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2117;pos:-1052.305,307.6217,1011.757;rot:0,43.23538,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2118;pos:-1012.038,307.6652,1011.141;rot:0,314.7787,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2119;pos:-1051.98,307.5872,1050.309;rot:0,136.4988,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2120;pos:-1030.577,307.6741,1140.539;rot:0,0.1065164,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2121;pos:-1030.575,307.5606,1195.198;rot:0,180.0265,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2122;pos:-1002.152,307.508,1169.008;rot:0,269.0186,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2123;pos:-1059.258,307.585,1168.48;rot:0,88.97858,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2124;pos:-1050.767,307.5895,1187.977;rot:0,135.2575,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2125;pos:-1011.754,307.549,1149.52;rot:0,315.1375,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2126;pos:-1050.87,307.5329,1148.922;rot:0,45.00734,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2127;pos:-1011.127,307.4923,1187.141;rot:0,225.1273,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2128;pos:-1167.099,307.5275,1193.026;rot:0,180.5064,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2129;pos:-1167.453,307.607,1136.873;rot:0,0.3063961,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2130;pos:-1139.925,307.6253,1165.06;rot:0,269.7502,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2131;pos:-1195.447,307.664,1164.815;rot:0,90.35016,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2132;pos:-1186.881,307.5242,1145.571;rot:0,45.24643,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2133;pos:-1148.34,307.6848,1183.779;rot:0,224.6064,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2134;pos:-1148.095,307.5997,1144.999;rot:0,315.4898,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2135;pos:-1186.786,307.6814,1184.361;rot:0,134.6898,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2136;pos:-1070.25,307.5074,1185.623;rot:0,179.4874,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2137;pos:-1129.997,307.5071,1185.028;rot:0,179.4874,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2138;pos:-1090.015,307.5688,1185.549;rot:0,179.4874,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2139;pos:-1110.279,307.6077,1185.362;rot:0,179.4874,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2140;pos:-1129.291,307.5944,1149.163;rot:0,358.7328,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2141;pos:-1069.38,307.569,1151.038;rot:0,358.7328,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2142;pos:-1109.495,307.5698,1149.585;rot:0,358.7328,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2143;pos:-1089.739,307.5286,1150.285;rot:0,358.7328,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2144;pos:-1071.279,307.6855,1047.394;rot:0,178.2315,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2145;pos:-1129.306,307.5339,1045.656;rot:0,178.2315,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2146;pos:-1090.514,307.5346,1046.831;rot:0,178.2315,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2147;pos:-1109.813,307.5483,1046.111;rot:0,178.2315,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2148;pos:-1070.702,307.5223,1016.529;rot:0,358.9771,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2149;pos:-1089.42,307.5221,1015.884;rot:0,358.9771,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2150;pos:-1109.493,307.5205,1015.419;rot:0,358.9771,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2151;pos:-1128.192,307.5221,1015.365;rot:0,358.9771,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2152;pos:-1184.228,307.5032,1070.944;rot:0,89.22479,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2153;pos:-1185.286,307.503,1127.022;rot:0,89.22479,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2154;pos:-1184.595,307.5764,1089.718;rot:0,89.22479,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2155;pos:-1185.035,307.5782,1108.386;rot:0,89.22479,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2156;pos:-1048.677,307.5682,1130.193;rot:0,89.22479,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2157;pos:-1047.575,307.5275,1069.396;rot:0,89.22479,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2158;pos:-1047.95,307.5657,1089.537;rot:0,89.22479,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2159;pos:-1048.623,307.6072,1109.492;rot:0,89.22479,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2160;pos:-1014.836,307.7274,1071.468;rot:0,269.2176,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2161;pos:-1015.534,307.7277,1130.983;rot:0,269.2176,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2162;pos:-1015.143,307.6479,1111.032;rot:0,269.2176,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2163;pos:-1014.967,307.6077,1091.16;rot:0,269.2176,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2164;pos:-1152.458,307.5346,1071.618;rot:0,268.9632,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2165;pos:-1152.822,307.6151,1090.036;rot:0,268.9632,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2166;pos:-1153.05,307.5305,1108.289;rot:0,268.9632,0;m:house2;scl:0.4,0.2,0.4;;
i:house2_2167;pos:-1153.179,307.5302,1126.486;rot:0,268.9632,0;m:house2;scl:0.4,0.2,0.4;;
i:church1_2179;pos:-376.7861,355.3119,-364.219;rot:0,180,0;m:church1;scl:0.3,0.2,0.3;;
i:church1_2180;pos:-345.9725,355.2902,-364.3042;rot:0,180,0;m:church1;scl:0.3,0.2,0.3;;
i:church1_2181;pos:-314.4885,355.2502,-364.3369;rot:0,180,0;m:church1;scl:0.3,0.2,0.3;;
i:church1_2182;pos:-372.6644,355.2729,-231.6762;rot:0,359.9201,0;m:church1;scl:0.3,0.2,0.3;;
i:church1_2183;pos:-342.2699,355.2733,-231.7215;rot:0,359.9201,0;m:church1;scl:0.3,0.2,0.3;;
i:church1_2184;pos:-310.3876,355.2331,-231.7207;rot:0,0.04007523,0;m:church1;scl:0.3,0.2,0.3;;
i:cuboid_2185;pos:-341.2505,348.7922,-299.3708;rot:0,180,0;m:cuboid;scl:10,0.5,9;t:stone5;;
i:tower1_2186;pos:-290.6927,354.8784,-343.4265;rot:0,269.9993,0;m:tower1;scl:13,0.07,0.5;;
i:tower1_2187;pos:-290.7577,354.8018,-247.9083;rot:0,269.9993,0;m:tower1;scl:13.5,0.07,0.5;;
i:tower1_2188;pos:-346.6319,354.7957,-203.6707;rot:0,179.9986,0;m:tower1;scl:16,0.07,0.5;;
i:tower1_2189;pos:-290.6822,356.4327,-297.8013;rot:0,269.9973,0;m:tower1;scl:3,0.04,0.5;;
i:cuboid_2190;pos:-391.4088,360.2315,-297.9435;rot:0,269.9973,0;m:cuboid;scl:0.1,1,0.1;t:metal1;til:5,5;clr:255,255,0,255;;
i:cuboid_2191;pos:-391.3645,359.5704,-290.6537;rot:0,269.9973,0;m:cuboid;scl:0.07,0.5,0.1;t:metal1;til:5,5;clr:255,255,0,255;;
i:cuboid_2192;pos:-391.4034,359.5701,-305.2949;rot:0,269.9973,0;m:cuboid;scl:0.07,0.5,0.1;t:metal1;til:5,5;clr:255,255,0,255;;
i:cuboid_2193;pos:-391.3655,357.7704,-283.9339;rot:0,269.9973,0;m:cuboid;scl:0.04,0.3,0.1;t:metal1;til:5,5;clr:255,255,0,255;;
i:cuboid_2194;pos:-391.4017,357.8104,-312.4142;rot:0,269.9973,0;m:cuboid;scl:0.04,0.3,0.1;t:metal1;til:5,5;clr:255,255,0,255;;
i:cuboid_2195;pos:-391.3991,362.2109,-297.9324;rot:0,269.9973,0;m:cuboid;scl:0.5,0.1,0.1;t:metal1;til:5,5;clr:255,255,0,255;;
i:cuboid_2196;pos:-391.3281,360.5702,-290.6143;rot:0,269.9973,0;m:cuboid;scl:0.3,0.07,0.1;t:metal1;til:5,5;clr:255,255,0,255;;
i:cuboid_2197;pos:-391.4024,360.4902,-305.2142;rot:0,269.9973,0;m:cuboid;scl:0.3,0.07,0.1;t:metal1;til:5,5;clr:255,255,0,255;;
i:cuboid_2198;pos:-391.3969,358.4893,-283.9318;rot:0,269.9973,0;m:cuboid;scl:0.1,0.03,0.1;t:metal1;til:5,5;clr:255,255,0,255;;
i:cuboid_2199;pos:-391.4023,358.4104,-312.4146;rot:0,269.9973,0;m:cuboid;scl:0.1,0.03,0.1;t:metal1;til:5,5;clr:255,255,0,255;;
i:tower1_2200;pos:203.3471,362.1533,-35.27907;rot:0,180,0;m:tower1;scl:55,0.2,1.5;;
i:tower1_2201;pos:22.41333,362.1371,-233.6198;rot:0,89.9995,0;m:tower1;scl:50,0.2,1.5;;
i:tower1_2202;pos:22.41955,364.9442,-51.12074;rot:0,89.9995,0;m:tower1;scl:5,0.15,1.5;;
i:tower1_2203;pos:28.85344,357.1464,-49.67772;rot:359.9601,269.9995,180;m:tower1;scl:3,0.02,1.5;;
i:tower1_2204;pos:22.47233,354.0445,-50.1826;rot:0,89.9995,0;m:tower1;scl:0.6,0.1,1.5;;
i:tower1_2205;pos:22.36431,345.8301,-54.62255;rot:0,89.9995,0;m:tower1;scl:6,0.1,1.5;;
i:house13_2206;pos:356.7784,351.1267,-374.6402;rot:0,89.9995,0;m:house13;scl:0.6,0.3,0.8;;
i:house13_2207;pos:356.7341,351.1023,-358.4864;rot:0,89.9995,0;m:house13;scl:0.6,0.3,0.8;;
i:house13_2208;pos:356.696,351.1018,-342.0059;rot:0,89.9995,0;m:house13;scl:0.6,0.3,0.8;;
i:castle1_2209;pos:73.07118,352.2126,-371.1314;rot:0,269.9985,0;m:castle1;scl:0.3,0.3,0.3;;
i:castle1_2210;pos:105.8383,352.1315,-341.3361;rot:0,179.9985,0;m:castle1;scl:0.3,0.3,0.3;;
i:castle1_2211;pos:106.0785,352.0912,-322.9047;rot:0,179.9985,0;m:castle1;scl:0.3,0.3,0.3;;
i:castle1_2212;pos:105.8392,351.9712,-305.1489;rot:0,179.9985,0;m:castle1;scl:0.3,0.3,0.3;;
i:castle1_2213;pos:93.63991,352.2179,-363.0311;rot:0,225.1985,0;m:castle1;scl:0.3,0.3,0.3;;
i:castle1_2214;pos:40.48246,351.8117,-341.4381;rot:0,0.07848336,0;m:castle1;scl:0.3,0.3,0.3;;
i:castle1_2215;pos:50.98833,352.285,-361.7754;rot:0,315.0785,0;m:castle1;scl:0.3,0.3,0.3;;
i:castle1_2216;pos:40.2268,352.125,-322.3005;rot:0,-0.001550283,0;m:castle1;scl:0.3,0.3,0.3;;
i:castle1_2217;pos:40.27609,352.1252,-305.0593;rot:0,359.9584,0;m:castle1;scl:0.3,0.3,0.3;;
i:house6_2218;pos:328.3513,351.1929,-53.32679;rot:0,89.99948,0;m:house6;scl:0.4,0.2,2;;
i:house6_2219;pos:328.3802,351.2556,-82.52741;rot:0,89.99948,0;m:house6;scl:0.4,0.2,2;;
i:house6_2220;pos:328.5687,351.2303,-111.0863;rot:0,89.99948,0;m:house6;scl:0.4,0.2,2;;
i:house6_2221;pos:328.33,351.2483,-139.9666;rot:0,89.99948,0;m:house6;scl:0.4,0.2,2;;
i:house6_2222;pos:232.561,351.1946,-53.33837;rot:0,89.99948,0;m:house6;scl:0.4,0.2,2;;
i:house6_2223;pos:232.5676,351.2174,-82.5366;rot:0,89.99948,0;m:house6;scl:0.4,0.2,2;;
i:house6_2224;pos:232.637,351.2029,-111.0878;rot:0,89.99948,0;m:house6;scl:0.4,0.2,2;;
i:house6_2225;pos:232.6015,351.2008,-139.9894;rot:0,89.99948,0;m:house6;scl:0.4,0.2,2;;
i:dummy1_2226;pos:385.0559,351.2517,-155.3286;rot:0,269.9977,0;m:dummy1;scl:0.04,0.04,0.04;t:bark1;;
i:dummy1_2227;pos:385.0956,351.2517,-157.5838;rot:0,269.9977,0;m:dummy1;scl:0.04,0.04,0.04;t:bark1;;
i:dummy1_2228;pos:385.0956,351.2517,-159.9039;rot:0,269.9977,0;m:dummy1;scl:0.04,0.04,0.04;t:bark1;;
i:dummy1_2229;pos:385.0956,351.2517,-162.4416;rot:0,269.9977,0;m:dummy1;scl:0.04,0.04,0.04;t:bark1;;
i:dummy1_2230;pos:385.0956,351.2517,-164.8853;rot:0,269.9977,0;m:dummy1;scl:0.04,0.04,0.04;t:bark1;;
i:dummy1_2231;pos:383.3857,351.2517,-163.7437;rot:0,269.9977,0;m:dummy1;scl:0.04,0.04,0.04;t:bark1;;
i:dummy1_2232;pos:383.2664,351.2517,-161.2241;rot:0,269.9977,0;m:dummy1;scl:0.04,0.04,0.04;t:bark1;;
i:dummy1_2233;pos:383.2267,351.2517,-158.7508;rot:0,269.9977,0;m:dummy1;scl:0.04,0.04,0.04;t:bark1;;
i:dummy1_2234;pos:383.1472,351.2517,-156.4851;rot:0,269.9977,0;m:dummy1;scl:0.04,0.04,0.04;t:bark1;;
i:dummy1_2235;pos:385.1751,351.2517,-173.1109;rot:0,269.9977,0;m:dummy1;scl:0.04,0.04,0.04;t:bark1;;
i:dummy1_2236;pos:385.1747,351.2517,-176.3504;rot:0,269.9977,0;m:dummy1;scl:0.04,0.04,0.04;t:bark1;;
i:dummy1_2237;pos:385.1349,351.2517,-179.5836;rot:0,269.9977,0;m:dummy1;scl:0.04,0.04,0.04;t:bark1;;
i:dummy1_2238;pos:385.2145,351.2517,-182.7437;rot:0,269.9977,0;m:dummy1;scl:0.04,0.04,0.04;t:bark1;;
i:dummy1_2239;pos:385.135,351.2517,-186.0638;rot:0,269.9977,0;m:dummy1;scl:0.04,0.04,0.04;t:bark1;;
i:arc180_2240;pos:72.84149,350.0178,-351.8567;rot:0,267.4001,0;m:arc180;scl:2,0.5,2;t:stone3;til:3,3;;
i:arc180_2241;pos:72.68149,349.9737,-282.4937;rot:0,87.39996,0;m:arc180;scl:2,0.5,2;t:stone3;til:3,3;;
i:cuboid_2242;pos:90.70026,348.7675,-316.398;rot:0,180,0;m:cuboid;scl:0.4,0.5,5;t:stone3;til:3,3;;
i:cuboid_2243;pos:54.81919,348.7747,-317.8791;rot:0,180,0;m:cuboid;scl:0.4,0.5,5;t:stone3;til:3,3;;
i:cuboid_2244;pos:286.1776,348.7755,-274.8641;rot:0,180,0;m:cuboid;scl:1,0.5,25;t:stone3;til:3,3;;
i:cuboid_2245;pos:72.89451,348.7756,-164.9218;rot:0,180,0;m:cuboid;scl:1,0.5,22;t:stone3;til:3,3;;
i:cuboid_2246;pos:50.38101,348.7798,-49.61267;rot:0,89.99937,0;m:cuboid;scl:1.5,0.5,5.5;t:stone3;til:3,3;;
i:cuboid_2247;pos:178.1196,348.7615,-154.8968;rot:0,89.99937,0;m:cuboid;scl:1,0.5,22;t:stone3;til:3,3;;
i:cuboid_2248;pos:178.1229,348.7644,-268.169;rot:0,89.99937,0;m:cuboid;scl:1,0.5,22;t:stone3;til:3,3;;
i:cuboid_2249;pos:145.9538,351.9293,-92.18717;rot:0,89.99937,0;m:cuboid;scl:11,0.03,0.03;t:wood2;;
i:cuboid_2250;pos:81.67577,351.9293,-92.18716;rot:0,89.99937,0;m:cuboid;scl:11,0.03,0.03;t:wood2;;
i:cuboid_2251;pos:120.3179,351.3237,-147.0325;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2252;pos:145.9057,351.3237,-50.94687;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2253;pos:111.591,351.9293,-147.066;rot:0,89.99937,0;m:cuboid;scl:0.03,0.03,6;t:wood2;;
i:sphere_2254;pos:126.3727,351.0602,-70.64848;rot:0,-0.00113738,0;m:sphere;scl:0.5,0.1,0.5;t:grass2;;
i:cuboid_2255;pos:81.7082,351.3237,-147.0678;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2256;pos:145.9452,351.3237,-60.42733;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2257;pos:145.9453,351.3237,-78.10708;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2258;pos:81.70826,351.3237,-121.5483;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2259;pos:81.70823,351.3237,-60.42915;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2260;pos:81.70815,351.3237,-86.90861;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2261;pos:81.70739,351.3237,-50.94814;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2262;pos:141.42,351.3237,-147.0677;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2263;pos:81.70815,351.3237,-78.1093;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2264;pos:81.70821,351.3237,-113.0281;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2265;pos:145.9862,351.3237,-147.0276;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2266;pos:145.9463,351.3237,-121.5474;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2267;pos:145.9461,351.3237,-138.4679;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2268;pos:81.70815,351.3237,-95.66954;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2269;pos:81.70813,351.3237,-138.5077;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2270;pos:81.70811,351.3237,-104.3485;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2271;pos:81.70806,351.3237,-130.1084;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2272;pos:145.9466,351.3237,-130.0681;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2273;pos:145.9462,351.3237,-95.66808;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2274;pos:104.5456,351.3237,-147.0367;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2275;pos:145.946,351.3237,-113.0276;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2276;pos:81.70816,351.3237,-69.18948;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2277;pos:146.0249,351.3237,-69.18745;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2278;pos:145.9465,351.3237,-104.3481;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2279;pos:145.9456,351.3237,-86.94703;rot:0,89.99937,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:sphere_2280;pos:138.2533,350.9388,-99.70066;rot:0,-0.00113738,0;m:sphere;scl:0.5,0.1,0.5;t:grass2;;
i:cuboid_2281;pos:135.0105,351.317,-146.998;rot:0,89.99936,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2282;pos:89.37482,351.317,-146.9961;rot:0,89.99936,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2283;pos:97.04191,351.317,-147.0403;rot:0,89.99936,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2284;pos:128.3999,351.317,-147.0371;rot:0,89.99936,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:cuboid_2285;pos:112.3508,351.317,-146.9961;rot:0,89.99936,0;m:cuboid;scl:0.03,0.1,0.03;t:wood2;;
i:sphere_2286;pos:99.41145,350.8783,-126.7834;rot:0,-0.00113738,0;m:sphere;scl:0.5,0.1,0.5;t:grass2;;
i:sphere_2287;pos:101.7772,350.8217,-93.64167;rot:0,-0.00113738,0;m:sphere;scl:0.5,0.1,0.5;t:grass2;;
i:sphere_2288;pos:108.3719,350.8803,-77.14524;rot:0,-0.00113738,0;m:sphere;scl:0.5,0.1,0.5;t:grass2;;
i:cuboid_2289;pos:72.68243,350.7848,-322.9334;rot:0,-0.00113738,0;m:cuboid;scl:0.5,0.1,0.5;t:stone3;til:3,3;clr:255,0,0,255;;
i:statue1_2290;pos:72.52275,351.006,-322.9091;rot:0,-0.00113738,0;m:statue1;scl:0.2,0.2,0.2;t:stone3;til:3,3;clr:255,0,0,255;;
i:house8_2291;pos:880.3403,316.4199,655.6149;rot:0,90.03997,0;m:house8;scl:0.8,0.5,0.8;;
i:house8_2292;pos:880.3422,316.4839,681.5159;rot:0,90.03997,0;m:house8;scl:0.8,0.5,0.8;;
i:house8_2293;pos:880.3723,316.4503,707.4409;rot:0,89.9997,0;m:house8;scl:0.8,0.5,0.8;;
i:house8_2294;pos:880.3629,316.4183,733.39;rot:0,89.9997,0;m:house8;scl:0.8,0.5,0.8;;
i:house8_2295;pos:880.4012,316.4587,759.2097;rot:0,89.9997,0;m:house8;scl:0.8,0.5,0.8;;
i:house8_2296;pos:880.439,316.458,785.0968;rot:0,89.9997,0;m:house8;scl:0.8,0.5,0.8;;
i:house8_2297;pos:880.4637,316.4411,810.9849;rot:0,89.9997,0;m:house8;scl:0.8,0.5,0.8;;
i:house8_2298;pos:880.4,316.4981,836.8882;rot:0,89.9997,0;m:house8;scl:0.8,0.5,0.8;;
i:house8_2299;pos:880.3608,316.498,862.8261;rot:0,89.9997,0;m:house8;scl:0.8,0.5,0.8;;
i:house8_2300;pos:834.7755,316.4743,655.1811;rot:0,269.9998,0;m:house8;scl:0.8,0.5,0.8;;
i:house8_2301;pos:834.7037,316.492,681.0875;rot:0,269.9971,0;m:house8;scl:0.8,0.5,0.8;;
i:house8_2302;pos:834.7007,316.4924,706.9755;rot:0,269.9971,0;m:house8;scl:0.8,0.5,0.8;;
i:house8_2303;pos:834.679,316.5027,732.923;rot:0,269.9971,0;m:house8;scl:0.8,0.5,0.8;;
i:house8_2304;pos:834.601,316.5027,758.8426;rot:0,269.9971,0;m:house8;scl:0.8,0.5,0.8;;
i:house8_2305;pos:834.6006,316.5027,784.7748;rot:0,269.9971,0;m:house8;scl:0.8,0.5,0.8;;
i:house8_2306;pos:834.6358,316.4987,810.6708;rot:0,269.9971,0;m:house8;scl:0.8,0.5,0.8;;
i:house8_2307;pos:834.5841,316.5078,836.575;rot:0,269.9971,0;m:house8;scl:0.8,0.5,0.8;;
i:house8_2308;pos:834.5823,316.4071,862.4889;rot:0,269.9971,0;m:house8;scl:0.8,0.5,0.8;;
i:cuboid_2309;pos:847.549,306.9436,766.8976;rot:0,269.9971,0;m:cuboid;scl:27,0.2,12;t:metal4;;
i:cuboid_2310;pos:831.6471,328.141,755.5686;rot:0,269.9971,0;m:cuboid;scl:24,1,3;t:metal4;;
i:cuboid_2311;pos:883.3829,328.1533,755.5658;rot:0,269.9971,0;m:cuboid;scl:24,1,3;t:metal4;;
i:bridge1_2312;pos:857.5766,331.631,642.558;rot:0,-0.00556341,0;m:bridge1;scl:0.3,0.05,0.5;t:metal4;;
i:bridge1_2313;pos:857.5541,331.5872,862.1509;rot:0,-0.00556341,0;m:bridge1;scl:0.3,0.05,0.5;t:metal4;;
i:bridge1_2314;pos:857.533,331.6271,687.455;rot:0,-0.00556341,0;m:bridge1;scl:0.3,0.05,0.5;t:metal4;;
i:bridge1_2315;pos:857.5596,331.5871,803.5328;rot:0,-0.00556341,0;m:bridge1;scl:0.3,0.05,0.5;t:metal4;;
i:bridge1_2316;pos:857.5672,331.667,743.4858;rot:0,-0.00556341,0;m:bridge1;scl:0.3,0.05,0.5;t:metal4;;
i:house9_2317;pos:824.6313,337.1731,867.4528;rot:0,89.79442,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2318;pos:824.6401,337.159,851.6764;rot:0,90.03444,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2319;pos:824.6815,337.1519,835.711;rot:0,89.9899,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2320;pos:824.6852,337.1519,819.7391;rot:0,89.9899,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2321;pos:824.7633,337.1519,803.7978;rot:0,89.9899,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
