i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_2;pos:93.92388,2275.067,-48652.93;rot:0,-0.002979381,0;m:cuboid;scl:20000,10000,10;;
i:cuboid_3;pos:-13964.88,2362.414,-531.688;rot:0,88.94998,0;m:cuboid;scl:20000,10000,10;;
i:cuboid_4;pos:9694.482,42050.11,5063.59;rot:0,3.174615,0;m:cuboid;scl:20000,10,20000;;
i:cuboid_5;pos:8536.699,2332.699,48652.93;rot:0,180.7429,0;m:cuboid;scl:20000,10000,10;;
i:cuboid_6;pos:98656.41,2339.034,12205.49;rot:0,88.7573,0;m:cuboid;scl:20000,10000,10;;
i:cuboid_7;pos:-230.9507,9419.2,-7475;rot:0,270,0;m:cuboid;scl:4,1,4;;
i:spawnhuman_8;pos:-230.9507,9429.2,-7475;rot:0,270,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:spawnhuman_9;pos:-230.9507,9429.2,-7475;rot:0,270,0;m:spawnhuman;l:26;c:spawner, f:2, t:1;;
i:cuboid_10;pos:-465.9507,9429.2,-7433.75;rot:0,100.8877,0;m:cuboid;scl:5.75,10,2;mat:transparent;clr:0,0,255,175;c:trigger;c:start;;
i:cuboid_2000;pos:660.25,7490.9,2744.5;rot:9.335302,6.30615,34.2654;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2001;pos:660.25,7490.9,2744.5;rot:6.222303,170.6089,123.2384;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2002;pos:660.25,7490.9,2744.5;rot:27.51235,128.7858,110.3659;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2003;pos:660.25,7490.9,2744.5;rot:17.97839,29.05524,60.94476;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2004;pos:660.25,7490.9,2744.5;rot:6.222303,9.391117,56.76159;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2005;pos:660.25,7490.9,2744.5;rot:9.335298,124.2654,96.30616;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2006;pos:660.25,7490.9,2744.5;rot:6.222301,33.23841,80.60888;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2007;pos:660.25,7490.9,2744.5;rot:33.0175,187.4269,193.454;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2008;pos:660.25,7490.9,2744.5;rot:54.63617,343.7236,340.301;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2009;pos:660.25,7490.9,2744.5;rot:33.0175,352.5731,346.546;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2010;pos:660.25,7490.9,2744.5;rot:11.0311,357.7777,348.5354;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2011;pos:660.25,7490.9,2744.5;rot:9.335302,186.3061,214.2654;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2012;pos:660.25,7490.9,2744.5;rot:27.51235,200.3659,218.7858;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2013;pos:660.25,7490.9,2744.5;rot:43.73642,219.7425,230.2575;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2014;pos:660.25,7490.9,2744.5;rot:43.73642,320.2575,309.7425;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2015;pos:660.25,7490.9,2744.5;rot:27.51235,339.6341,321.2142;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2016;pos:660.25,7490.9,2744.5;rot:9.335302,353.6938,325.7346;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2017;pos:660.25,7490.9,2744.5;rot:17.97839,209.0552,240.9448;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2018;pos:660.25,7490.9,2744.5;rot:27.51235,308.7858,290.3659;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2019;pos:660.25,7490.9,2744.5;rot:17.97839,330.9448,299.0552;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2020;pos:660.25,7490.9,2744.5;rot:6.222303,350.6089,303.2384;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2021;pos:660.25,7490.9,2744.5;rot:2.181222,191.0392,258.9608;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2022;pos:660.25,7490.9,2744.5;rot:6.222301,213.2384,260.6089;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2023;pos:660.25,7490.9,2744.5;rot:9.335298,235.7346,263.6938;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2024;pos:660.25,7490.9,2744.5;rot:9.335298,304.2654,276.3062;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2025;pos:660.25,7490.9,2744.5;rot:6.222301,326.7616,279.3911;m:cuboid;scl:1,56.1,10.87776;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2026;pos:660.25,7490.9,2744.5;rot:0,180,180;m:cuboid;scl:10.47776,55.7,0.6;t:metal4;til:1.047776,5.57;;
i:cuboid_2027;pos:660.25,7490.9,2744.5;rot:0,180,157.5;m:cuboid;scl:10.47776,55.7,0.6;t:metal4;til:1.047776,5.57;;
i:cuboid_2028;pos:660.25,7490.9,2744.5;rot:0,180,90;m:cuboid;scl:10.47776,55.7,0.6;t:metal4;til:1.047776,5.57;;
i:cuboid_2029;pos:660.25,7490.9,2744.5;rot:0,180,45;m:cuboid;scl:10.47776,55.7,0.6;t:metal4;til:1.047776,5.57;;
i:cuboid_2030;pos:660.25,7490.9,2744.5;rot:0,180,22.5;m:cuboid;scl:10.47776,55.7,0.6;t:metal4;til:1.047776,5.57;;
i:cuboid_2031;pos:660.25,7490.9,2744.5;rot:15.69987,163.675,132.7342;m:cuboid;scl:9.649744,55.7,0.6;t:metal4;til:0.9649744,5.57;;
i:cuboid_2032;pos:660.25,7490.9,2744.5;rot:8.42105,159.059,110.941;m:cuboid;scl:9.649744,55.7,0.6;t:metal4;til:0.9649744,5.57;;
i:cuboid_2033;pos:660.25,7490.9,2744.5;rot:0,157.5,90;m:cuboid;scl:9.649744,55.7,0.6;t:metal4;til:0.9649744,5.57;;
i:cuboid_2034;pos:660.25,7490.9,2744.5;rot:351.5789,159.059,69.05898;m:cuboid;scl:9.649744,55.7,0.6;t:metal4;til:0.9649744,5.57;;
i:cuboid_2035;pos:660.25,7490.9,2744.5;rot:344.3001,163.675,47.26579;m:cuboid;scl:9.649744,55.7,0.6;t:metal4;til:0.9649744,5.57;;
i:cuboid_2036;pos:660.25,7490.9,2744.5;rot:339.2952,170.9928,24.14867;m:cuboid;scl:9.649744,55.7,0.6;t:metal4;til:0.9649744,5.57;;
i:cuboid_2037;pos:660.25,7490.9,2744.5;rot:45,180,180;m:cuboid;scl:7.291741,55.7,0.6;t:metal4;til:0.7291741,5.57;;
i:cuboid_2038;pos:660.25,7490.9,2744.5;rot:40.78948,159.059,149.6388;m:cuboid;scl:7.291741,55.7,0.6;t:metal4;til:0.7291741,5.57;;
i:cuboid_2039;pos:660.25,7490.9,2744.5;rot:15.69985,137.2658,106.325;m:cuboid;scl:7.291741,55.7,0.6;t:metal4;til:0.7291741,5.57;;
i:cuboid_2040;pos:660.25,7490.9,2744.5;rot:344.3001,137.2658,73.67505;m:cuboid;scl:7.291741,55.7,0.6;t:metal4;til:0.7291741,5.57;;
i:cuboid_2041;pos:660.25,7490.9,2744.5;rot:330,144.7356,54.73561;m:cuboid;scl:7.291741,55.7,0.6;t:metal4;til:0.7291741,5.57;;
i:cuboid_2042;pos:660.25,7490.9,2744.5;rot:319.2105,159.059,30.3612;m:cuboid;scl:7.291741,55.7,0.6;t:metal4;til:0.7291741,5.57;;
i:cuboid_2043;pos:660.25,7490.9,2744.5;rot:67.50002,180,180;m:cuboid;scl:3.76274,55.7,0.6;t:metal4;til:0.376274,5.57;;
i:cuboid_2044;pos:660.25,7490.9,2744.5;rot:58.6003,137.2658,132.7342;m:cuboid;scl:3.76274,55.7,0.6;t:metal4;til:0.376274,5.57;;
i:cuboid_2045;pos:660.25,7490.9,2744.5;rot:40.78948,120.3612,110.941;m:cuboid;scl:3.76274,55.7,0.6;t:metal4;til:0.376274,5.57;;
i:cuboid_2046;pos:660.25,7490.9,2744.5;rot:20.70482,114.1487,99.00716;m:cuboid;scl:3.76274,55.7,0.6;t:metal4;til:0.376274,5.57;;
i:cuboid_2047;pos:660.25,7490.9,2744.5;rot:339.2952,114.1487,80.99284;m:cuboid;scl:3.76274,55.7,0.6;t:metal4;til:0.376274,5.57;;
i:cuboid_2048;pos:660.25,7490.9,2744.5;rot:319.2105,120.3612,69.05897;m:cuboid;scl:3.76274,55.7,0.6;t:metal4;til:0.376274,5.57;;
i:cuboid_2049;pos:660.25,7490.9,2744.5;rot:301.3997,137.2658,47.26579;m:cuboid;scl:3.76274,55.7,0.6;t:metal4;til:0.376274,5.57;;
i:cuboid_2050;pos:660.25,7490.9,2744.5;rot:337.5,180,180;m:cuboid;scl:9.649744,55.7,0.6;t:metal4;til:0.9649744,5.57;;
i:cuboid_2051;pos:660.25,7490.9,2744.5;rot:339.2952,189.0072,155.8513;m:cuboid;scl:9.649744,55.7,0.6;t:metal4;til:0.9649744,5.57;;
i:cuboid_2052;pos:660.25,7490.9,2744.5;rot:351.5789,200.941,110.941;m:cuboid;scl:9.649744,55.7,0.6;t:metal4;til:0.9649744,5.57;;
i:cuboid_2053;pos:660.25,7490.9,2744.5;rot:8.42105,200.941,69.05898;m:cuboid;scl:9.649744,55.7,0.6;t:metal4;til:0.9649744,5.57;;
i:cuboid_2054;pos:660.25,7490.9,2744.5;rot:315,180,180;m:cuboid;scl:7.291741,55.7,0.6;t:metal4;til:0.7291741,5.57;;
i:cuboid_2055;pos:660.25,7490.9,2744.5;rot:319.2105,200.941,149.6388;m:cuboid;scl:7.291741,55.7,0.6;t:metal4;til:0.7291741,5.57;;
i:cuboid_2056;pos:660.25,7490.9,2744.5;rot:344.3001,222.7342,106.325;m:cuboid;scl:7.291741,55.7,0.6;t:metal4;til:0.7291741,5.57;;
i:cuboid_2057;pos:660.25,7490.9,2744.5;rot:15.69985,222.7342,73.67505;m:cuboid;scl:7.291741,55.7,0.6;t:metal4;til:0.7291741,5.57;;
i:cuboid_2058;pos:660.25,7490.9,2744.5;rot:292.5,180,180;m:cuboid;scl:3.76274,55.7,0.6;t:metal4;til:0.376274,5.57;;
i:cuboid_2059;pos:660.25,7490.9,2744.5;rot:301.3997,222.7342,132.7342;m:cuboid;scl:3.76274,55.7,0.6;t:metal4;til:0.376274,5.57;;
i:cuboid_2060;pos:660.25,7490.9,2744.5;rot:319.2105,239.6388,110.941;m:cuboid;scl:3.76274,55.7,0.6;t:metal4;til:0.376274,5.57;;
i:cuboid_2061;pos:660.25,7490.9,2744.5;rot:339.2952,245.8513,99.00716;m:cuboid;scl:3.76274,55.7,0.6;t:metal4;til:0.376274,5.57;;
i:cuboid_2062;pos:660.25,7490.9,2744.5;rot:0,247.5,90;m:cuboid;scl:3.76274,55.7,0.6;t:metal4;til:0.376274,5.57;;
i:cuboid_2063;pos:660.25,7490.9,2744.5;rot:40.78948,239.6388,69.05897;m:cuboid;scl:3.76274,55.7,0.6;t:metal4;til:0.376274,5.57;;
i:cuboid_2064;pos:660.25,7490.9,2744.5;rot:58.6003,222.7342,47.26579;m:cuboid;scl:3.76274,55.7,0.6;t:metal4;til:0.376274,5.57;;
i:cuboid_2065;pos:660.25,7490.9,2744.5;rot:11.0311,177.7777,168.5354;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2066;pos:660.25,7490.9,2744.5;rot:54.63617,16.2764,19.69904;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2067;pos:660.25,7490.9,2744.5;rot:33.0175,7.426917,13.45401;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2068;pos:660.25,7490.9,2744.5;rot:11.0311,2.222304,11.46462;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2069;pos:660.25,7490.9,2744.5;rot:27.51235,159.6341,141.2142;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2070;pos:660.25,7490.9,2744.5;rot:43.73642,39.74249,50.25751;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2071;pos:660.25,7490.9,2744.5;rot:27.51235,20.36594,38.78576;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2072;pos:660.25,7490.9,2744.5;rot:9.335302,6.30615,34.2654;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2073;pos:660.25,7490.9,2744.5;rot:6.222303,170.6089,123.2384;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2074;pos:660.25,7490.9,2744.5;rot:27.51235,128.7858,110.3659;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2075;pos:660.25,7490.9,2744.5;rot:17.97839,29.05524,60.94476;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2076;pos:660.25,7490.9,2744.5;rot:6.222303,9.391117,56.76159;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2077;pos:660.25,7490.9,2744.5;rot:9.335298,124.2654,96.30616;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2078;pos:660.25,7490.9,2744.5;rot:6.222301,33.23841,80.60888;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2079;pos:660.25,7490.9,2744.5;rot:33.0175,187.4269,193.454;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2080;pos:660.25,7490.9,2744.5;rot:54.63617,343.7236,340.301;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2081;pos:660.25,7490.9,2744.5;rot:33.0175,352.5731,346.546;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2082;pos:660.25,7490.9,2744.5;rot:11.0311,357.7777,348.5354;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2083;pos:660.25,7490.9,2744.5;rot:9.335302,186.3061,214.2654;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2084;pos:660.25,7490.9,2744.5;rot:27.51235,200.3659,218.7858;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2085;pos:660.25,7490.9,2744.5;rot:43.73642,219.7425,230.2575;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2086;pos:660.25,7490.9,2744.5;rot:43.73642,320.2575,309.7425;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2087;pos:660.25,7490.9,2744.5;rot:27.51235,339.6341,321.2142;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2088;pos:660.25,7490.9,2744.5;rot:9.335302,353.6938,325.7346;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2089;pos:660.25,7490.9,2744.5;rot:17.97839,209.0552,240.9448;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2090;pos:660.25,7490.9,2744.5;rot:27.51235,308.7858,290.3659;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2091;pos:660.25,7490.9,2744.5;rot:17.97839,330.9448,299.0552;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2092;pos:660.25,7490.9,2744.5;rot:6.222303,350.6089,303.2384;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2093;pos:660.25,7490.9,2744.5;rot:2.181222,191.0392,258.9608;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2094;pos:660.25,7490.9,2744.5;rot:6.222301,213.2384,260.6089;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2095;pos:660.25,7490.9,2744.5;rot:9.335298,235.7346,263.6938;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2096;pos:660.25,7490.9,2744.5;rot:9.335298,304.2654,276.3062;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2097;pos:660.25,7490.9,2744.5;rot:6.222301,326.7616,279.3911;m:cuboid;scl:0.6,55.7,10.47776;t:metal4;til:1.047776,5.57;;
i:cuboid_2098;pos:758.7921,7531.716,2554.295;rot:342.9422,62.82211,6.76731;m:cuboid;scl:6,6,6;t:metal4;til:0.6,0.6;;
i:cuboid_2099;pos:766.0523,7487.119,2936.317;rot:0,112.8558,0;m:cuboid;scl:6,6,6;t:metal4;til:0.6,0.6;;
i:cuboid_2100;pos:758.7921,7531.716,2554.295;rot:342.9422,62.82211,6.76731;m:cuboid;scl:6.4,6.4,6.4;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2101;pos:766.0523,7487.119,2936.317;rot:0,112.8558,0;m:cuboid;scl:6.4,6.4,6.4;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2102;pos:735.7426,7493.4,3922.396;rot:0,210,0;m:cuboid;scl:4.05789,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2103;pos:585.7426,7493.4,3922.396;rot:0,150,0;m:cuboid;scl:4.05789,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2104;pos:554.6765,7493.4,3898.559;rot:0,135,0;m:cuboid;scl:4.05789,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2105;pos:530.8387,7493.4,3867.492;rot:0,120,0;m:cuboid;scl:4.05789,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2106;pos:515.8536,7493.4,3831.315;rot:0,105,0;m:cuboid;scl:4.05789,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2107;pos:510.7425,7493.4,3792.492;rot:0,90,0;m:cuboid;scl:4.05789,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2108;pos:699.5654,7493.4,3047.604;rot:0,165,0;m:cuboid;scl:4.05789,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2109;pos:621.9197,7493.4,3047.604;rot:0,195,0;m:cuboid;scl:4.05789,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2110;pos:585.7426,7493.4,3062.589;rot:0,210,0;m:cuboid;scl:4.05789,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2111;pos:554.6765,7493.4,3086.427;rot:0,225,0;m:cuboid;scl:4.05789,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2112;pos:530.8387,7493.4,3117.492;rot:0,240,0;m:cuboid;scl:4.05789,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2113;pos:515.8536,7493.4,3153.67;rot:0,255,0;m:cuboid;scl:4.05789,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2114;pos:510.7425,7493.4,3192.492;rot:0,270,0;m:cuboid;scl:4.05789,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2115;pos:660.7426,7493.4,3892.492;rot:0,180,0;m:cuboid;scl:2.748893,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2116;pos:686.6245,7493.4,3889.085;rot:0,195,0;m:cuboid;scl:2.748893,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2117;pos:710.7426,7493.4,3879.095;rot:0,210,0;m:cuboid;scl:2.748893,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2118;pos:660.7426,7493.4,3892.492;rot:0,180,0;m:cuboid;scl:2.748893,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2119;pos:634.8607,7493.4,3889.085;rot:0,165,0;m:cuboid;scl:2.748893,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2120;pos:610.7426,7493.4,3879.095;rot:0,150,0;m:cuboid;scl:2.748893,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2121;pos:590.0319,7493.4,3863.203;rot:0,135,0;m:cuboid;scl:2.748893,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2122;pos:574.14,7493.4,3842.492;rot:0,120,0;m:cuboid;scl:2.748893,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2123;pos:564.15,7493.4,3818.375;rot:0,105,0;m:cuboid;scl:2.748893,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2124;pos:560.7426,7493.4,3792.492;rot:0,90,0;m:cuboid;scl:2.748893,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2125;pos:660.7426,7493.4,3092.492;rot:0,180,0;m:cuboid;scl:2.748893,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2126;pos:686.6245,7493.4,3095.9;rot:0,165,0;m:cuboid;scl:2.748893,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2127;pos:660.7426,7493.4,3092.492;rot:0,180,0;m:cuboid;scl:2.748893,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2128;pos:634.8607,7493.4,3095.9;rot:0,195,0;m:cuboid;scl:2.748893,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2129;pos:610.7426,7493.4,3105.89;rot:0,210,0;m:cuboid;scl:2.748893,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2130;pos:590.0319,7493.4,3121.782;rot:0,225,0;m:cuboid;scl:2.748893,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2131;pos:574.14,7493.4,3142.492;rot:0,240,0;m:cuboid;scl:2.748893,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2132;pos:564.15,7493.4,3166.611;rot:0,255,0;m:cuboid;scl:2.748893,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2133;pos:560.7426,7493.4,3192.492;rot:0,270,0;m:cuboid;scl:2.748893,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2134;pos:210.7425,7493.4,3492.492;rot:0,180,0;m:cuboid;scl:1,10,4.05789;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2135;pos:215.8537,7493.4,3531.315;rot:0,195,0;m:cuboid;scl:1,10,4.05789;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2136;pos:230.8387,7493.4,3567.492;rot:0,210,0;m:cuboid;scl:1,10,4.05789;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2137;pos:254.6765,7493.4,3598.559;rot:0,225,0;m:cuboid;scl:1,10,4.05789;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2138;pos:285.7425,7493.4,3622.396;rot:0,240,0;m:cuboid;scl:1,10,4.05789;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2139;pos:321.9197,7493.4,3637.381;rot:0,255,0;m:cuboid;scl:1,10,4.05789;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2140;pos:360.7425,7493.4,3642.492;rot:0,270,0;m:cuboid;scl:1,10,4.05789;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2141;pos:210.7425,7493.4,3492.492;rot:0,180,0;m:cuboid;scl:1,10,4.05789;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2142;pos:215.8537,7493.4,3453.67;rot:0,165,0;m:cuboid;scl:1,10,4.05789;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2143;pos:230.8387,7493.4,3417.492;rot:0,150,0;m:cuboid;scl:1,10,4.05789;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2144;pos:254.6765,7493.4,3386.427;rot:0,135,0;m:cuboid;scl:1,10,4.05789;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2145;pos:285.7425,7493.4,3362.589;rot:0,120,0;m:cuboid;scl:1,10,4.05789;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2146;pos:321.9197,7493.4,3347.604;rot:0,105,0;m:cuboid;scl:1,10,4.05789;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2147;pos:360.7425,7493.4,3342.492;rot:0,90,0;m:cuboid;scl:1,10,4.05789;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2148;pos:260.7425,7493.4,3492.492;rot:0,180,0;m:cuboid;scl:1,10,2.748893;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2149;pos:264.15,7493.4,3518.375;rot:0,195,0;m:cuboid;scl:1,10,2.748893;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
