i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_1;pos:0,200,0;rot:0,135.0001,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:cuboid_597;pos:-372.3402,200,217.7745;rot:0,150,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_598;pos:-353.0457,200,225.7665;rot:0,165,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_599;pos:-332.3402,200,228.4924;rot:0,179.9999,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_600;pos:-311.6347,200,225.7665;rot:0,195,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_601;pos:-292.3402,200,217.7745;rot:0,210,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_602;pos:-275.7716,200,205.061;rot:0,224.9999,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_603;pos:-205.061,200,275.7716;rot:0,224.9999,0;m:cuboid;scl:4.974188,22,2;t:metal4;til:0.04974188,0.22;;
i:cuboid_604;pos:-424.2641,300,240.4163;rot:0,135.0001,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_605;pos:-397.3402,300,261.0757;rot:0,150,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_606;pos:-365.9867,300,274.0628;rot:0,165,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_607;pos:-332.3402,300,278.4924;rot:0,179.9999,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_608;pos:-298.6937,300,274.0628;rot:0,195,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_609;pos:-267.3402,300,261.0757;rot:0,210,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_610;pos:-240.4163,300,240.4163;rot:0,224.9999,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_611;pos:-424.2641,100,240.4163;rot:0,135.0001,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_612;pos:-397.3402,100,261.0757;rot:0,150,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_613;pos:-365.9867,100,274.0628;rot:0,165,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_614;pos:-332.3402,100,278.4924;rot:0,179.9999,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_615;pos:-298.6937,100,274.0628;rot:0,195,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_616;pos:-267.3402,100,261.0757;rot:0,210,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_617;pos:-240.4163,100,240.4163;rot:0,224.9999,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_618;pos:275.7716,200,-205.061;rot:0,44.99994,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_619;pos:292.3402,200,-217.7745;rot:0,29.99999,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_620;pos:311.6347,200,-225.7665;rot:0,14.99998,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_621;pos:332.3402,200,-228.4924;rot:0,-0.0001145916,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_622;pos:353.0457,200,-225.7665;rot:0,345,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_623;pos:372.3402,200,-217.7745;rot:0,330,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_624;pos:388.9087,200,-205.061;rot:0,315.0001,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_625;pos:205.061,200,-275.7716;rot:0,44.99994,0;m:cuboid;scl:4.974188,22,2;t:metal4;til:0.04974188,0.22;;
i:cuboid_626;pos:240.4163,300,-240.4163;rot:0,44.99994,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_627;pos:267.3402,300,-261.0757;rot:0,29.99999,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_628;pos:298.6937,300,-274.0628;rot:0,14.99998,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_629;pos:332.3402,300,-278.4924;rot:0,-0.0001145916,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_630;pos:365.9867,300,-274.0628;rot:0,345,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_631;pos:397.3402,300,-261.0757;rot:0,330,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_632;pos:424.2641,300,-240.4163;rot:0,315.0001,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_633;pos:240.4163,100,-240.4163;rot:0,44.99994,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_634;pos:267.3402,100,-261.0757;rot:0,29.99999,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_635;pos:298.6937,100,-274.0628;rot:0,14.99998,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_636;pos:332.3402,100,-278.4924;rot:0,-0.0001145916,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_637;pos:365.9867,100,-274.0628;rot:0,345,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_638;pos:397.3402,100,-261.0757;rot:0,330,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_639;pos:424.2641,100,-240.4163;rot:0,315.0001,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_640;pos:205.061,200,-388.9087;rot:0,315.0001,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_641;pos:217.7745,200,-372.3402;rot:0,300,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_642;pos:225.7665,200,-353.0457;rot:0,285,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_643;pos:228.4924,200,-332.3402;rot:0,270.0001,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_644;pos:225.7665,200,-311.6347;rot:0,255,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_645;pos:217.7745,200,-292.3402;rot:0,240,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_646;pos:205.061,200,-275.7716;rot:0,224.9999,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_647;pos:275.7716,200,-205.061;rot:0,224.9999,0;m:cuboid;scl:4.974188,22,2;t:metal4;til:0.04974188,0.22;;
i:cuboid_648;pos:240.4163,300,-424.2641;rot:0,315.0001,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_649;pos:261.0757,300,-397.3402;rot:0,300,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_650;pos:274.0628,300,-365.9867;rot:0,285,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_651;pos:278.4924,300,-332.3402;rot:0,270.0001,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_652;pos:274.0628,300,-298.6937;rot:0,255,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_653;pos:261.0757,300,-267.3402;rot:0,240,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_654;pos:240.4163,300,-240.4163;rot:0,224.9999,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_655;pos:240.4163,100,-424.2641;rot:0,315.0001,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_656;pos:261.0757,100,-397.3402;rot:0,300,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_657;pos:274.0628,100,-365.9867;rot:0,285,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_658;pos:278.4924,100,-332.3402;rot:0,270.0001,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_659;pos:274.0628,100,-298.6937;rot:0,255,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_660;pos:261.0757,100,-267.3402;rot:0,240,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_661;pos:240.4163,100,-240.4163;rot:0,224.9999,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_662;pos:-56.56854,200,-127.2792;rot:0,135.0001,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_663;pos:-40,200,-114.5657;rot:0,150,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_664;pos:-20.70552,200,-106.5737;rot:0,165,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_665;pos:0,200,-103.8478;rot:0,180,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_666;pos:20.70552,200,-106.5737;rot:0,195,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_667;pos:40,200,-114.5657;rot:0,210,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_668;pos:56.56854,200,-127.2792;rot:0,224.9999,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_669;pos:-127.2792,200,-56.56854;rot:0,135.0001,0;m:cuboid;scl:4.974188,22,2;t:metal4;til:0.04974188,0.22;;
i:cuboid_670;pos:127.2792,200,-56.56854;rot:0,224.9999,0;m:cuboid;scl:4.974188,22,2;t:metal4;til:0.04974188,0.22;;
i:cuboid_671;pos:-91.92388,300,-91.92388;rot:0,135.0001,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_672;pos:-65,300,-71.26446;rot:0,150,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_673;pos:-33.64648,300,-58.2774;rot:0,165,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_674;pos:0,300,-53.84776;rot:0,180,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_675;pos:33.64648,300,-58.2774;rot:0,195,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_676;pos:65,300,-71.26446;rot:0,210,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_677;pos:91.92388,300,-91.92388;rot:0,224.9999,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_678;pos:-91.92388,100,-91.92388;rot:0,135.0001,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_679;pos:-65,100,-71.26446;rot:0,150,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_680;pos:-33.64648,100,-58.2774;rot:0,165,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_681;pos:0,100,-53.84776;rot:0,180,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_682;pos:33.64648,100,-58.2774;rot:0,195,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_683;pos:65,100,-71.26446;rot:0,210,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_684;pos:91.92388,100,-91.92388;rot:0,224.9999,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_685;pos:-127.2792,200,56.56854;rot:0,224.9999,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_686;pos:-114.5657,200,40;rot:0,240,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_687;pos:-106.5737,200,20.70552;rot:0,255,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_688;pos:-103.8478,200,0;rot:0,270,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_689;pos:-106.5737,200,-20.70552;rot:0,285,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_690;pos:-114.5657,200,-40;rot:0,300,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_691;pos:-127.2792,200,-56.56854;rot:0,315.0001,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_692;pos:-56.56854,200,127.2792;rot:0,224.9999,0;m:cuboid;scl:4.974188,22,2;t:metal4;til:0.04974188,0.22;;
i:cuboid_693;pos:-56.56854,200,-127.2792;rot:0,315.0001,0;m:cuboid;scl:4.974188,22,2;t:metal4;til:0.04974188,0.22;;
i:cuboid_694;pos:-91.92388,300,91.92388;rot:0,224.9999,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_695;pos:-71.26446,300,65;rot:0,240,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_696;pos:-58.2774,300,33.64648;rot:0,255,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_697;pos:-53.84776,300,0;rot:0,270,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_698;pos:-58.2774,300,-33.64648;rot:0,285,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_699;pos:-71.26446,300,-65;rot:0,300,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_700;pos:-91.92388,300,-91.92388;rot:0,315.0001,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_701;pos:-91.92388,100,91.92388;rot:0,224.9999,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_702;pos:-71.26446,100,65;rot:0,240,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_703;pos:-58.2774,100,33.64648;rot:0,255,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_704;pos:-53.84776,100,0;rot:0,270,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_705;pos:-58.2774,100,-33.64648;rot:0,285,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_706;pos:-71.26446,100,-65;rot:0,300,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_707;pos:-91.92388,100,-91.92388;rot:0,315.0001,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_708;pos:127.2792,200,56.56854;rot:0,135.0001,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_709;pos:114.5657,200,40;rot:0,120,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_710;pos:106.5737,200,20.70552;rot:0,105,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_711;pos:103.8478,200,0;rot:0,90,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_712;pos:106.5737,200,-20.70552;rot:0,74.99998,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_713;pos:114.5657,200,-40;rot:0,60.00003,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_714;pos:127.2792,200,-56.56854;rot:0,44.99994,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_715;pos:56.56854,200,127.2792;rot:0,135.0001,0;m:cuboid;scl:4.974188,22,2;t:metal4;til:0.04974188,0.22;;
i:cuboid_716;pos:56.56854,200,-127.2792;rot:0,44.99994,0;m:cuboid;scl:4.974188,22,2;t:metal4;til:0.04974188,0.22;;
i:cuboid_717;pos:91.92388,300,91.92388;rot:0,135.0001,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_718;pos:71.26446,300,65;rot:0,120,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_719;pos:58.2774,300,33.64648;rot:0,105,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_720;pos:53.84776,300,0;rot:0,90,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_721;pos:58.2774,300,-33.64648;rot:0,74.99998,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_722;pos:71.26446,300,-65;rot:0,60.00003,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_723;pos:91.92388,300,-91.92388;rot:0,44.99994,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_724;pos:91.92388,100,91.92388;rot:0,135.0001,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_725;pos:71.26446,100,65;rot:0,120,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_726;pos:58.2774,100,33.64648;rot:0,105,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_727;pos:53.84776,100,0;rot:0,90,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_728;pos:58.2774,100,-33.64648;rot:0,74.99998,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_729;pos:71.26446,100,-65;rot:0,60.00003,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_730;pos:91.92388,100,-91.92388;rot:0,44.99994,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_731;pos:-56.56854,200,127.2792;rot:0,44.99994,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_732;pos:-40,200,114.5657;rot:0,29.99999,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_733;pos:-20.70552,200,106.5737;rot:0,14.99998,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_734;pos:0,200,103.8478;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_735;pos:20.70552,200,106.5737;rot:0,345,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_736;pos:40,200,114.5657;rot:0,330,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_737;pos:56.56854,200,127.2792;rot:0,315.0001,0;m:cuboid;scl:2.356194,22,2;t:metal4;til:0.02356195,0.22;;
i:cuboid_738;pos:-127.2792,200,56.56854;rot:0,44.99994,0;m:cuboid;scl:4.974188,22,2;t:metal4;til:0.04974188,0.22;;
i:cuboid_739;pos:127.2792,200,56.56854;rot:0,315.0001,0;m:cuboid;scl:4.974188,22,2;t:metal4;til:0.04974188,0.22;;
i:cuboid_740;pos:-91.92388,300,91.92388;rot:0,44.99994,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_741;pos:-65,300,71.26446;rot:0,29.99999,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_742;pos:-33.64648,300,58.2774;rot:0,14.99998,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_743;pos:0,300,53.84776;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_744;pos:33.64648,300,58.2774;rot:0,345,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_745;pos:65,300,71.26446;rot:0,330,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_746;pos:91.92388,300,91.92388;rot:0,315.0001,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_747;pos:-91.92388,100,91.92388;rot:0,44.99994,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_748;pos:-65,100,71.26446;rot:0,29.99999,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_749;pos:-33.64648,100,58.2774;rot:0,14.99998,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_750;pos:0,100,53.84776;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_751;pos:33.64648,100,58.2774;rot:0,345,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_752;pos:65,100,71.26446;rot:0,330,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
i:cuboid_753;pos:91.92388,100,91.92388;rot:0,315.0001,0;m:cuboid;scl:4.974188,2,12;t:metal4;til:0.04974188,0.12;;
