i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cone_1;pos:-57.37149,-806.7556,-149.0134;rot:1.239974,206.4332,180;m:cone;scl:1,0.4,1;t:metal1;til:5,5;;
i:cuboid_2;pos:-2000,800,-6000;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_3;pos:-6000,1400,-8000;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_4;pos:-8000,3000,400;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_5;pos:6000,2000,6000;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_6;pos:8000,-800,0;rot:0,180,337.3801;m:cuboid;scl:160,0,160;mat:transparent;clr:255,255,255,200;;
i:cuboid_7;pos:-1530.734,-800,-3695.518;rot:0,22.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_8;pos:-1530.734,-800,3695.518;rot:0,157.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_9;pos:-2828.427,-800,-2828.427;rot:0,45,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_10;pos:-2828.427,-800,2828.427;rot:0,135,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_11;pos:-3695.518,-800,-1530.734;rot:0,67.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_12;pos:-3695.518,-800,1530.734;rot:0,112.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_13;pos:-4000,-800,0;rot:0,90,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_14;pos:0,-800,-4000;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_15;pos:0,-800,4000;rot:0,180,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_16;pos:1530.734,-800,-3695.518;rot:0,337.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_17;pos:1530.734,-800,3695.518;rot:0,202.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_18;pos:2828.427,-800,-2828.427;rot:0,315,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_19;pos:2828.427,-800,2828.427;rot:0,225,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_20;pos:3695.518,-800,-1530.734;rot:0,292.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_21;pos:3695.518,-800,1530.734;rot:0,247.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_22;pos:4000,-800,0;rot:0,270,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_1244;pos:-24.33175,-783.7421,-147.1178;rot:6.222262,9.391091,56.76157;m:cuboid;scl:2.481343,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1245;pos:-24.33175,-816.2579,-147.1178;rot:353.7777,9.391091,303.2384;m:cuboid;scl:2.481343,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1246;pos:-28.70126,-794.291,-147.1178;rot:2.181217,11.03914,78.96087;m:cuboid;scl:2.481343,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1247;pos:-28.70126,-805.709,-147.1178;rot:357.8188,11.03914,281.0391;m:cuboid;scl:2.481343,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1248;pos:-21.26075,-768.181,-92.38795;rot:18.55349,12.95959,35.87565;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1249;pos:-21.26075,-768.181,92.38795;rot:18.55349,167.0404,144.1244;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1250;pos:-21.26075,-831.819,-92.38795;rot:341.4465,12.95959,324.1244;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1251;pos:-21.26075,-831.819,92.38795;rot:341.4465,167.0404,215.8756;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1252;pos:-31.81897,-778.7393,-92.38795;rot:12.27517,19.00401,58.3123;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1253;pos:-31.81897,-778.7393,92.38795;rot:12.27517,160.996,121.6877;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1254;pos:-31.81897,-821.2607,-92.38795;rot:347.7248,19.00401,301.6877;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1255;pos:-31.81897,-821.2607,92.38795;rot:347.7248,160.996,238.3123;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1256;pos:-37.53303,-792.5342,-92.38795;rot:4.281563,22.10968,79.58694;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1257;pos:-37.53303,-792.5342,92.38795;rot:4.281563,157.8903,100.4131;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1258;pos:-37.53303,-807.4658,-92.38795;rot:355.7184,22.10968,280.4131;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1259;pos:-37.53303,-807.4658,92.38795;rot:355.7184,157.8903,259.5869;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1260;pos:-7.465783,-762.467,-92.38795;rot:22.04473,4.619959,12.15039;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1261;pos:-7.465783,-762.467,92.38795;rot:22.04473,175.38,167.8496;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1262;pos:-7.465783,-837.533,-92.38795;rot:337.9553,4.619959,347.8496;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1263;pos:-7.465783,-837.533,92.38795;rot:337.9553,175.38,192.1504;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1264;pos:21.26075,-768.181,-92.38795;rot:18.55349,347.0404,324.1244;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1265;pos:21.26075,-768.181,92.38795;rot:18.55349,192.9596,215.8756;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1266;pos:21.26075,-831.819,-92.38795;rot:341.4465,347.0404,35.87565;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1267;pos:21.26075,-831.819,92.38795;rot:341.4465,192.9596,144.1244;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1268;pos:31.81897,-778.7393,-92.38795;rot:12.27517,340.996,301.6877;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1269;pos:31.81897,-778.7393,92.38795;rot:12.27517,199.004,238.3123;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1270;pos:31.81897,-821.2607,-92.38795;rot:347.7248,340.996,58.3123;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1271;pos:31.81897,-821.2607,92.38795;rot:347.7248,199.004,121.6877;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1272;pos:37.53303,-792.5342,-92.38795;rot:4.281563,337.8903,280.4131;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1273;pos:37.53303,-792.5342,92.38795;rot:4.281563,202.1097,259.5869;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1274;pos:37.53303,-807.4658,-92.38795;rot:355.7184,337.8903,79.58694;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1275;pos:37.53303,-807.4658,92.38795;rot:355.7184,202.1097,100.4131;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1276;pos:7.465783,-762.467,-92.38795;rot:22.04473,355.38,347.8496;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1277;pos:7.465783,-762.467,92.38795;rot:22.04473,184.62,192.1504;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1278;pos:7.465783,-837.533,-92.38795;rot:337.9553,355.38,12.15039;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1279;pos:7.465783,-837.533,92.38795;rot:337.9553,184.62,167.8496;m:cuboid;scl:3.079099,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1280;pos:0,-800,-300;rot:0,0,11.24998;m:cuboid;scl:3.182994,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1281;pos:0,-800,-300;rot:0,0,33.75005;m:cuboid;scl:3.182994,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1282;pos:0,-800,-300;rot:0,0,56.25005;m:cuboid;scl:3.182994,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1283;pos:0,-800,-300;rot:0,0,78.75001;m:cuboid;scl:3.182994,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1284;pos:0,-800,-300;rot:0,0,348.75;m:cuboid;scl:3.182994,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1285;pos:0,-800,-300;rot:0,0,326.2499;m:cuboid;scl:3.182994,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1286;pos:0,-800,-300;rot:0,0,303.7499;m:cuboid;scl:3.182994,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1287;pos:0,-800,-300;rot:0,0,281.25;m:cuboid;scl:3.182994,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1288;pos:-27.09659,-759.4471,-245.1963;rot:9.33534,6.30619,34.26542;m:cuboid;scl:3.400685,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1289;pos:-27.09659,-840.5529,-245.1963;rot:350.6647,6.30619,325.7346;m:cuboid;scl:3.400685,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1290;pos:-40.55292,-772.9034,-245.1963;rot:6.222262,9.391091,56.76157;m:cuboid;scl:3.400685,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1291;pos:-40.55292,-827.0966,-245.1963;rot:353.7777,9.391091,303.2384;m:cuboid;scl:3.400685,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1292;pos:-9.515058,-752.1646,-245.1963;rot:11.03108,2.222251,11.46459;m:cuboid;scl:3.400685,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1293;pos:-9.515058,-847.8354,-245.1963;rot:348.9689,2.222251,348.5354;m:cuboid;scl:3.400685,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1294;pos:-9.515058,-847.8354,245.1963;rot:348.9689,177.7778,191.4646;m:cuboid;scl:3.400685,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1295;pos:27.09659,-759.4471,-245.1963;rot:9.33534,353.6938,325.7346;m:cuboid;scl:3.400685,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1296;pos:27.09659,-840.5529,-245.1963;rot:350.6647,353.6938,34.26542;m:cuboid;scl:3.400685,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1297;pos:40.55292,-772.9034,-245.1963;rot:6.222262,350.6089,303.2384;m:cuboid;scl:3.400685,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1298;pos:40.55292,-827.0966,-245.1963;rot:353.7777,350.6089,56.76157;m:cuboid;scl:3.400685,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1299;pos:47.83543,-790.4849,-245.1963;rot:2.181217,348.9609,281.0391;m:cuboid;scl:3.400685,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1300;pos:47.83543,-809.5151,-245.1963;rot:357.8188,348.9609,78.96087;m:cuboid;scl:3.400685,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1301;pos:9.515058,-752.1646,-245.1963;rot:11.03108,357.7777,348.5354;m:cuboid;scl:3.400685,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1302;pos:9.515058,-847.8354,-245.1963;rot:348.9689,357.7777,11.46459;m:cuboid;scl:3.400685,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1303;pos:0,-800,-400;rot:0,0,11.24998;m:cuboid;scl:3.954057,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1304;pos:0,-800,-400;rot:0,0,33.75005;m:cuboid;scl:3.954057,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1305;pos:0,-800,-400;rot:0,0,56.25005;m:cuboid;scl:3.954057,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1306;pos:0,-800,-400;rot:0,0,78.75001;m:cuboid;scl:3.954057,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1307;pos:0,-800,-400;rot:0,0,348.75;m:cuboid;scl:3.954057,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1308;pos:0,-800,-400;rot:0,0,326.2499;m:cuboid;scl:3.954057,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1309;pos:0,-800,-400;rot:0,0,303.7499;m:cuboid;scl:3.954057,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1310;pos:0,-800,-400;rot:0,0,281.25;m:cuboid;scl:3.954057,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1311;pos:-13.79497,-730.648,-70.71068;rot:43.90941,11.03926,15.71156;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1312;pos:-13.79497,-730.648,70.71068;rot:43.90941,168.9607,164.2884;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1313;pos:-13.79497,-869.352,-70.71068;rot:316.0906,11.03926,344.2885;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1314;pos:-13.79497,-869.352,70.71068;rot:316.0906,168.9607,195.7116;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1315;pos:-39.28475,-741.2062,-70.71068;rot:36.01079,29.0552,43.3786;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1316;pos:-39.28475,-741.2062,70.71068;rot:36.01079,150.9448,136.6214;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1317;pos:-39.28475,-858.7938,-70.71068;rot:323.9892,29.0552,316.6214;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1318;pos:-39.28475,-858.7938,70.71068;rot:323.9892,150.9448,223.3786;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1319;pos:-58.79378,-760.7153,-70.71068;rot:23.1318,39.74254,64.71054;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1320;pos:-58.79378,-760.7153,70.71068;rot:23.1318,140.2575,115.2895;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1321;pos:-58.79378,-839.2847,-70.71068;rot:336.8682,39.74254,295.2895;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1322;pos:-58.79378,-839.2847,70.71068;rot:336.8682,140.2575,244.7105;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1323;pos:-69.35199,-786.205,-70.71068;rot:7.929193,44.44419,81.99368;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1324;pos:-69.35199,-786.205,70.71068;rot:7.929193,135.5558,98.00632;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1325;pos:-69.35199,-813.795,-70.71068;rot:352.0708,44.44419,278.0063;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1326;pos:-69.35199,-813.795,70.71068;rot:352.0708,135.5558,261.9937;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1327;pos:13.79497,-730.648,-70.71068;rot:43.90941,348.9607,344.2885;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1328;pos:13.79497,-730.648,70.71068;rot:43.90941,191.0393,195.7116;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1329;pos:13.79497,-869.352,-70.71068;rot:316.0906,348.9607,15.71156;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1330;pos:13.79497,-869.352,70.71068;rot:316.0906,191.0393,164.2884;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1331;pos:39.28475,-741.2062,-70.71068;rot:36.01079,330.9448,316.6214;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1332;pos:39.28475,-741.2062,70.71068;rot:36.01079,209.0552,223.3786;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1333;pos:39.28475,-858.7938,-70.71068;rot:323.9892,330.9448,43.3786;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1334;pos:39.28475,-858.7938,70.71068;rot:323.9892,209.0552,136.6214;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1335;pos:58.79378,-760.7153,-70.71068;rot:23.1318,320.2574,295.2895;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1336;pos:58.79378,-760.7153,70.71068;rot:23.1318,219.7425,244.7105;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1337;pos:58.79378,-839.2847,-70.71068;rot:336.8682,320.2574,64.71054;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1338;pos:58.79378,-839.2847,70.71068;rot:336.8682,219.7425,115.2895;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1339;pos:69.35199,-786.205,-70.71068;rot:7.929193,315.5558,278.0063;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1340;pos:69.35199,-786.205,70.71068;rot:7.929193,224.4442,261.9937;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1341;pos:69.35199,-813.795,-70.71068;rot:352.0708,315.5558,81.99368;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1342;pos:69.35199,-813.795,70.71068;rot:352.0708,224.4442,98.00632;m:cuboid;scl:4.169247,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1343;pos:-13.32108,-733.0304,-343.2748;rot:11.03108,2.222251,11.46459;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1344;pos:-13.32108,-733.0304,343.2748;rot:11.03108,177.7778,168.5354;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1345;pos:-13.32108,-866.9696,-343.2748;rot:348.9689,2.222251,348.5354;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1346;pos:-13.32108,-866.9696,343.2748;rot:348.9689,177.7778,191.4646;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1347;pos:-37.93523,-743.2259,-343.2748;rot:9.33534,6.30619,34.26542;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1348;pos:-37.93523,-743.2259,343.2748;rot:9.33534,173.6938,145.7346;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1349;pos:-37.93523,-856.7741,-343.2748;rot:350.6647,6.30619,325.7346;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1350;pos:-37.93523,-856.7741,343.2748;rot:350.6647,173.6938,214.2654;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1351;pos:-56.77409,-762.0648,-343.2748;rot:6.222262,9.391091,56.76157;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1352;pos:-56.77409,-762.0648,343.2748;rot:6.222262,170.6089,123.2384;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1353;pos:-56.77409,-837.9352,-343.2748;rot:353.7777,9.391091,303.2384;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1354;pos:-66.9696,-786.6789,-343.2748;rot:2.181217,11.03914,78.96087;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1355;pos:-66.9696,-786.6789,343.2748;rot:2.181217,168.9609,101.0391;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1356;pos:-66.9696,-813.3211,-343.2748;rot:357.8188,11.03914,281.0391;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1357;pos:13.32108,-733.0304,-343.2748;rot:11.03108,357.7777,348.5354;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1358;pos:13.32108,-733.0304,343.2748;rot:11.03108,182.2222,191.4646;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1359;pos:13.32108,-866.9696,-343.2748;rot:348.9689,357.7777,11.46459;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1360;pos:13.32108,-866.9696,343.2748;rot:348.9689,182.2222,168.5354;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1361;pos:37.93523,-743.2259,343.2748;rot:9.33534,186.3062,214.2654;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1362;pos:37.93523,-856.7741,-343.2748;rot:350.6647,353.6938,34.26542;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1363;pos:37.93523,-856.7741,343.2748;rot:350.6647,186.3062,145.7346;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1364;pos:56.77409,-762.0648,343.2748;rot:6.222262,189.3911,236.7616;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1365;pos:56.77409,-837.9352,-343.2748;rot:353.7777,350.6089,56.76157;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1366;pos:56.77409,-837.9352,343.2748;rot:353.7777,189.3911,123.2384;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
