i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:barrier_1;pos:-700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_2;pos:0,745.795,-700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_3;pos:0,745.795,700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_4;pos:700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_5;pos:-2.22,1253.08,17.87;m:cuboid;scl:160,10,160;mat:transparent;clr:0,234,255,82;l:23;;
i:tower2_1;pos:486.0919,-12.29923,245.3208;m:tower2;;
i:cuboid_3;pos:486.0919,44.70077,268.0708;m:cuboid;scl:1.53,9.4,1.53;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_4;pos:486.0919,92.80077,268.0708;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_5;pos:486.0919,106.5658,268.0708;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_6;pos:486.0919,119.9908,268.0708;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_7;pos:480.4219,106.4008,262.3958;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_8;pos:491.7619,106.4008,262.3958;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_9;pos:480.4219,106.4008,273.7498;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_10;pos:491.7619,106.4008,273.7498;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_11;pos:486.0919,93.76077,268.0708;m:cuboid;scl:1.511,0.1,1.511;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_12;pos:486.0919,106.5208,268.0708;m:cuboid;scl:1.516,0.303,1.516;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_13;pos:486.0919,119.0408,268.0708;m:cuboid;scl:1.516,0.1,1.516;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:pyramid_14;pos:486.0919,133.2708,268.0708;m:pyramid;scl:0.37,0.272,0.37;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_15;pos:486.0919,141.2008,268.0708;m:cuboid;scl:0.0715,1.222,0.0715;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2537;pos:-116.4028,120.6136,-230.7178;rot:65.77733,90.00012,180.0001;m:prism;scl:0.4274937,0.003,0.600165;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2538;pos:-117.58,123.2302,-231.8186;rot:-4.413481E-05,180,245.7773;m:prism;scl:1.040509,0.003,0.2462379;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2539;pos:-117.5036,123.0605,-235.3509;rot:4.413481E-05,2.604543E-05,114.2227;m:prism;scl:1.040509,0.003,0.6292721;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2540;pos:-116.4028,120.6136,-238.3593;rot:65.77733,90.00012,180.0001;m:prism;scl:1.090924,0.003,0.600165;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2541;pos:-119.299,127.0512,-235.3163;rot:41.29487,23.27661,123.0986;m:prism;scl:0.4810883,0.003,0.26436;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2542;pos:-119.3234,127.1053,-237.0853;rot:39.00641,158.6293,238.1306;m:prism;scl:0.458882,0.003,0.2771809;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2543;pos:-118.3056,124.8431,-239.5676;rot:320.9936,338.6294,121.8694;m:prism;scl:0.458882,0.003,0.592406;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2544;pos:-117.1527,122.2806,-240.8013;rot:41.29487,23.27661,123.0986;m:prism;scl:1.027071,0.003,0.26436;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2546;pos:-130.9083,102.7726,-241.8839;rot:8.630058,4.193569,296.042;m:prism;scl:0.0845643,0.003,0.5107852;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2547;pos:-130.6705,102.279,-234.6131;rot:358.1118,180.9102,64.25954;m:prism;scl:0.0842497,0.003,1.313228;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2548;pos:-130.9472,102.8533,-235.832;rot:1.888596,0.9103411,295.7401;m:prism;scl:0.1159542,0.003,1.813362;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2549;pos:-130.9383,102.8348,-228.5045;rot:29.61617,164.1045,60.04755;m:prism;scl:0.1383948,0.003,0.1209069;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2550;pos:-130.9371,104.3652,-228.5175;rot:332.7065,162.9258,123.8153;m:prism;scl:0.1290649,0.003,0.1190541;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2551;pos:-130.9274,104.3821,-235.8549;rot:358.2702,0.9846441,240.3444;m:prism;scl:0.1098571,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2552;pos:-130.9084,102.7728,-243.7522;rot:36.02826,20.513,302.4604;m:prism;scl:0.1099169,0.003,0.1302178;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2553;pos:-130.6872,102.3136,-241.9156;rot:353.2543,183.267,64.08209;m:prism;scl:0.0999239,0.003,0.4342967;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2554;pos:-130.681,104.8153,-236.6344;rot:1.729882,180.9847,119.6557;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2555;pos:-130.9167,104.401,-243.7538;rot:331.0587,18.33985,235.5881;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2556;pos:-115.0345,102.8533,-230.3779;rot:6.745991,183.2672,295.9178;m:prism;scl:0.1168688,0.003,0.5086787;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2557;pos:-115.0435,102.8348,-237.8555;rot:2.487847,358.8005,64.24882;m:prism;scl:0.1160133,0.003,1.376483;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2558;pos:-115.0447,104.3652,-235.8542;rot:358.2701,359.0154,119.6556;m:prism;scl:0.1098573,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2559;pos:-115.0543,104.3821,-228.5054;rot:332.7069,197.074,236.1849;m:prism;scl:0.1290645,0.003,0.1190556;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2560;pos:-115.2732,102.3579,-238.3998;rot:357.5118,178.8004,295.7512;m:prism;scl:0.1106712,0.003,1.312581;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2561;pos:-115.057,102.8068,-243.7555;rot:31.99957,342.4786,59.2145;m:prism;scl:0.128144,0.003,0.124589;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2562;pos:-115.0562,104.3854,-243.7418;rot:331.0587,341.6603,124.4117;m:prism;scl:0.1218263,0.003,0.1215501;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2563;pos:-115.3101,104.8316,-236.6351;rot:1.72964,179.0155,240.3445;m:prism;scl:0.1058574,0.003,1.741992;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2564;pos:-117.2396,102.8533,-244.0856;rot:6.745773,273.2669,295.9192;m:prism;scl:0.1168659,0.003,0.5086777;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2565;pos:-124.7172,102.8348,-244.0767;rot:2.487729,88.8001,64.24738;m:prism;scl:0.1160104,0.003,1.376483;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2566;pos:-125.2611,102.3575,-243.8469;rot:357.5165,268.8007,295.7269;m:prism;scl:0.110823,0.003,1.312497;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2567;pos:-130.6165,102.8062,-244.0631;rot:32.00536,72.49097,59.24232;m:prism;scl:0.1283195,0.003,0.1247611;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2568;pos:-130.6026,104.3652,-244.0754;rot:332.7065,72.92591,123.8151;m:prism;scl:0.1290649,0.003,0.1190541;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2569;pos:-123.2652,104.3821,-244.0658;rot:358.2701,270.9847,240.3445;m:prism;scl:0.1098571,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2570;pos:-122.4857,104.8153,-243.8193;rot:1.72986,90.9847,119.6557;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2571;pos:-115.3663,104.401,-244.0551;rot:331.0587,288.3398,235.5881;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2572;pos:-130.6021,102.8533,-228.1729;rot:29.6164,105.8959,299.9529;m:prism;scl:0.1383948,0.003,0.1209069;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2573;pos:-123.2874,102.8348,-228.1818;rot:1.888264,269.0898,64.25969;m:prism;scl:0.1159542,0.003,1.813362;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2574;pos:-122.4842,102.3614,-228.4099;rot:358.1118,89.08987,295.7403;m:prism;scl:0.1119991,0.003,1.750972;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2575;pos:-115.3653,102.8135,-228.1921;rot:31.42684,252.8779,59.42428;m:prism;scl:0.1306434,0.003,0.1237274;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2576;pos:-115.3784,104.3854,-228.1945;rot:331.0585,251.6603,124.4115;m:prism;scl:0.1218268,0.003,0.1215513;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2577;pos:-122.485,104.8316,-228.4484;rot:1.729867,89.01533,240.3447;m:prism;scl:0.105858,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2578;pos:-123.2659,104.3652,-228.1831;rot:358.2704,269.0155,119.6555;m:prism;scl:0.1098567,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2579;pos:-130.6147,104.3821,-228.1927;rot:332.7065,107.0742,236.1849;m:prism;scl:0.129064,0.003,0.1190545;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2580;pos:-130.6267,116.3072,-228.178;rot:28.01432,106.7276,302.6136;m:prism;scl:0.1232368,0.003,0.1117346;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2581;pos:-123.2885,116.2909,-228.1868;rot:1.659802,269.1018,61.57425;m:prism;scl:0.104404,0.003,1.811875;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2582;pos:-122.482,115.8753,-228.4116;rot:358.3402,89.1018,298.4252;m:prism;scl:0.1009402,0.003,1.751193;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2583;pos:-115.3427,116.2738,-228.1961;rot:29.59882,252.1034,56.8235;m:prism;scl:0.1167959,0.003,0.1139986;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2584;pos:-123.2859,117.7633,-228.1792;rot:358.419,269.0926,119.8591;m:prism;scl:0.1008354,0.003,1.811114;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2585;pos:-130.6448,117.7787,-228.1881;rot:332.8264,107.1307,235.984;m:prism;scl:0.1183719,0.003,0.1094178;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2586;pos:-115.3474,117.7802,-228.189;rot:331.3204,251.7077,124.5596;m:prism;scl:0.1122831,0.003,0.111517;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2587;pos:-122.4812,118.1895,-228.4238;rot:1.580746,89.09275,240.1415;m:prism;scl:0.0974732,0.003,1.750136;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2588;pos:-130.9322,116.2889,-243.7658;rot:29.59887,17.89688,303.1769;m:prism;scl:0.1167954,0.003,0.1139974;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2589;pos:-130.7,115.8596,-236.6387;rot:358.3401,180.8982,61.57451;m:prism;scl:0.1009396,0.003,1.751192;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2590;pos:-130.9421,116.3072,-235.831;rot:1.65959,0.8980841,298.4255;m:prism;scl:0.1044031,0.003,1.811872;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2591;pos:-130.9333,116.2909,-228.4817;rot:28.01412,163.2728,57.38675;m:prism;scl:0.123235,0.003,0.1117352;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2592;pos:-130.9409,117.7633,-236.4242;rot:358.4189,179.0926,119.8586;m:prism;scl:0.1008338,0.003,1.811113;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2593;pos:-130.932,117.7788,-243.7832;rot:332.8267,17.13012,235.9846;m:prism;scl:0.1183696,0.003,0.1094172;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2594;pos:-130.9311,117.7802,-228.4857;rot:331.3205,161.7077,124.5598;m:prism;scl:0.1122836,0.003,0.1115181;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2595;pos:-130.6963,118.1895,-235.6196;rot:1.580774,359.0927,240.1413;m:prism;scl:0.0974737,0.003,1.750134;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2596;pos:-123.2891,116.3072,-244.0805;rot:1.659985,270.8983,298.4255;m:prism;scl:0.1044029,0.003,1.811874;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2597;pos:-130.6384,116.2909,-244.0717;rot:28.01411,73.27284,57.38676;m:prism;scl:0.1232354,0.003,0.1117337;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2598;pos:-122.6959,117.7633,-244.0792;rot:358.419,89.0926,119.8588;m:prism;scl:0.1008343,0.003,1.811113;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2599;pos:-115.337,117.7788,-244.0703;rot:332.8264,287.1304,235.9843;m:prism;scl:0.1183705,0.003,0.1094169;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2600;pos:-130.6344,117.7802,-244.0695;rot:331.3203,71.70741,124.56;m:prism;scl:0.1122831,0.003,0.111517;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2601;pos:-123.5006,118.1895,-243.8347;rot:1.580908,269.0927,240.1412;m:prism;scl:0.0974732,0.003,1.750135;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2602;pos:-117.2323,116.2367,-244.0424;rot:7.616154,274.1483,298.6886;m:prism;scl:0.0761891,0.003,0.5071488;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2603;pos:-124.5055,115.8029,-243.8077;rot:358.3403,90.89818,61.57458;m:prism;scl:0.0759558,0.003,1.313396;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2604;pos:-115.3462,116.242,-244.0452;rot:33.65521,291.1111,304.8638;m:prism;scl:0.099535,0.003,0.1192835;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2605;pos:-117.1985,115.8347,-243.8249;rot:354.0403,93.23751,61.41891;m:prism;scl:0.0905642,0.003,0.4349733;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2606;pos:-115.0749,116.242,-228.4846;rot:33.65505,201.111,304.8637;m:prism;scl:0.099535,0.003,0.1192835;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2607;pos:-115.2952,115.8347,-230.3368;rot:354.0404,3.237503,61.41899;m:prism;scl:0.0905642,0.003,0.4349733;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2608;pos:-115.0778,116.2367,-230.3707;rot:7.615817,184.1481,298.689;m:prism;scl:0.0761849,0.003,0.507149;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2609;pos:-115.3124,115.8029,-237.6439;rot:358.3403,0.8981866,61.57425;m:prism;scl:0.0759516,0.003,1.313393;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2610;pos:-115.0396,116.3072,-236.4275;rot:1.659749,180.8982,298.425;m:prism;scl:0.1044024,0.003,1.811872;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2611;pos:-115.0484,116.2909,-243.7768;rot:28.01426,343.2731,57.3873;m:prism;scl:0.1232345,0.003,0.1117341;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2612;pos:-115.0409,117.7633,-235.8342;rot:358.419,359.0926,119.8587;m:prism;scl:0.1008343,0.003,1.811113;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2613;pos:-115.0498,117.7787,-228.4753;rot:332.8264,197.1304,235.9844;m:prism;scl:0.1183705,0.003,0.1094169;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2614;pos:-115.0506,117.7802,-243.7727;rot:331.3202,341.7074,124.5599;m:prism;scl:0.1122821,0.003,0.1115173;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2615;pos:-115.2854,118.1895,-236.6389;rot:1.581219,179.0925,240.1414;m:prism;scl:0.0974726,0.003,1.750134;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2616;pos:-130.9363,89.05944,-243.7414;rot:31.42669,17.122,300.5757;m:prism;scl:0.1306425,0.003,0.1237277;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2617;pos:-130.7016,88.57236,-236.6367;rot:358.1117,180.9102,64.25969;m:prism;scl:0.1119986,0.003,1.750971;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2618;pos:-130.9472,89.0822,-235.832;rot:1.888167,0.9101005,295.7404;m:prism;scl:0.1159527,0.003,1.813362;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2619;pos:-130.9383,89.06368,-228.5045;rot:29.61616,164.1042,60.04707;m:prism;scl:0.1383926,0.003,0.1209064;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2620;pos:-130.9371,90.59402,-228.5175;rot:332.7067,162.9258,123.8154;m:prism;scl:0.1290654,0.003,0.1190553;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2621;pos:-130.9274,90.61095,-235.8549;rot:358.2702,0.9846943,240.3443;m:prism;scl:0.1098577,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2622;pos:-130.681,91.04412,-236.6344;rot:1.729833,180.9847,119.6559;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2623;pos:-130.9167,90.62986,-243.7538;rot:331.0588,18.33992,235.5879;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2624;pos:-115.3787,89.05944,-244.0746;rot:31.42691,287.1222,300.5757;m:prism;scl:0.1306434,0.003,0.1237274;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2625;pos:-122.4834,88.57236,-243.8399;rot:358.1117,90.91017,64.25969;m:prism;scl:0.1119991,0.003,1.750971;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2626;pos:-123.2881,89.0822,-244.0856;rot:1.888104,270.9101,295.7403;m:prism;scl:0.1159537,0.003,1.813361;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2627;pos:-130.6156,89.06369,-244.0767;rot:29.61634,74.10421,60.04715;m:prism;scl:0.138394,0.003,0.1209072;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2628;pos:-130.6026,90.59403,-244.0754;rot:332.7065,72.92569,123.8154;m:prism;scl:0.1290664,0.003,0.119055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2629;pos:-123.2652,90.61096,-244.0658;rot:358.2701,270.9847,240.3443;m:prism;scl:0.1098582,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2630;pos:-122.4857,91.04413,-243.8193;rot:1.729853,90.9847,119.6557;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2631;pos:-115.3663,90.62987,-244.0551;rot:331.0587,288.3398,235.5881;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2632;pos:-130.603,89.05943,-228.1839;rot:31.4267,107.1223,300.576;m:prism;scl:0.130642,0.003,0.1237265;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2633;pos:-123.4983,88.57236,-228.4186;rot:358.1118,270.9102,64.25943;m:prism;scl:0.111998,0.003,1.750972;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2634;pos:-122.6936,89.08218,-228.1729;rot:1.887938,90.91005,295.7406;m:prism;scl:0.1159527,0.003,1.813362;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2635;pos:-115.3662,89.0637,-228.1818;rot:29.61633,254.104,60.04681;m:prism;scl:0.1383926,0.003,0.1209064;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2636;pos:-123.2659,90.59403,-228.1831;rot:358.2703,269.0155,119.6553;m:prism;scl:0.1098577,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2637;pos:-130.6147,90.61093,-228.1927;rot:332.7065,107.0742,236.185;m:prism;scl:0.1290654,0.003,0.1190553;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2638;pos:-115.3784,90.61423,-228.1946;rot:331.0585,251.6602,124.4117;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2639;pos:-122.485,91.06042,-228.4485;rot:1.73001,89.01531,240.3445;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2640;pos:-115.0455,89.05943,-228.5171;rot:31.42677,197.1221,300.5757;m:prism;scl:0.130642,0.003,0.1237265;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2641;pos:-115.2802,88.57236,-235.6218;rot:358.1118,0.9101807,64.25964;m:prism;scl:0.111998,0.003,1.750971;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2642;pos:-115.0345,89.0822,-236.4265;rot:1.888127,180.9101,295.7401;m:prism;scl:0.1159537,0.003,1.813361;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2643;pos:-115.0435,89.06369,-243.754;rot:29.61638,344.1043,60.04735;m:prism;scl:0.138394,0.003,0.1209072;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2644;pos:-115.0447,90.59403,-235.8542;rot:358.2703,359.0154,119.6556;m:prism;scl:0.1098571,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2645;pos:-115.0543,90.61095,-228.5054;rot:332.7065,197.0743,236.1847;m:prism;scl:0.1290649,0.003,0.1190541;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2646;pos:-115.0562,90.61425,-243.7418;rot:331.0588,341.6602,124.412;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2647;pos:-115.3101,91.06042,-236.6351;rot:1.729809,179.0154,240.3442;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2648;pos:-115.3679,102.7728,-244.0468;rot:36.02834,290.5129,302.4601;m:prism;scl:0.1099169,0.003,0.1302178;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2649;pos:-117.2045,102.3136,-243.8255;rot:353.2543,93.26708,64.08238;m:prism;scl:0.0999239,0.003,0.4342967;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2650;pos:-115.0733,102.7728,-228.5063;rot:36.0281,200.5127,302.46;m:prism;scl:0.1099159,0.003,0.130218;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_2651;pos:-115.2946,102.3136,-230.3428;rot:353.2543,3.267071,64.08232;m:prism;scl:0.0999232,0.003,0.4342968;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tower2_2653;pos:-110.0922,-12.87715,527.8322;m:tower2;;
i:cuboid_2655;pos:-110.0922,44.12285,550.5822;m:cuboid;scl:1.53,9.4,1.53;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_2656;pos:-110.0922,92.22285,550.5822;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_2657;pos:-110.0922,105.9878,550.5822;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_2658;pos:-110.0922,119.4128,550.5822;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_2659;pos:-115.7622,105.8229,544.9072;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
