i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_1;pos:410,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_2;pos:400,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_3;pos:390,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_4;pos:380,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_5;pos:370,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_6;pos:360,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_7;pos:350,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:cuboid_8;pos:380,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_9;pos:370,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_10;pos:360,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_11;pos:350,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_12;pos:390,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_13;pos:400,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_14;pos:410,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_15;pos:0,120,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_16;pos:0,120,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_17;pos:-3500,120,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_18;pos:5300,120,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_19;pos:0,200,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_20;pos:0,200,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_21;pos:-3500,200,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_22;pos:5300,200,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_23;pos:0,280,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_24;pos:0,280,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_25;pos:-3500,280,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_26;pos:5300,280,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_27;pos:0,360,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_28;pos:0,360,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_29;pos:-3500,360,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_30;pos:5300,360,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_31;pos:380,160,100;rot:0,180,0;m:cuboid;scl:8,8,4;mat:transparent;clr:0,0,255,175;l:0;c:start;;
i:cuboid_32;pos:380,400,100;rot:0,180,0;m:cuboid;scl:8,8,4;mat:transparent;clr:255,255,0,175;l:0;c:trigger;c:finish;;
i:cuboid_33;pos:300,160,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_34;pos:300,240,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_35;pos:300,320,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_36;pos:300,400,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_478;pos:1391.2,280.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_479;pos:1390,280.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_480;pos:1394,280.2,-461.6;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.64;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_481;pos:1394,280.2,-450.4;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.64;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_482;pos:1392.8,280.2,-457.6;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_483;pos:1392.8,280.2,-454.4;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_484;pos:1380,280.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_485;pos:1378,280.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_486;pos:1374,280.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_487;pos:1376,280.2,-468;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_488;pos:1376,280.2,-484;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_489;pos:1382,280.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_490;pos:1386,280.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_491;pos:1384,280.2,-468;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_492;pos:1368,280.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_493;pos:1372,280.2,-472;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.96;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_494;pos:1370,280.2,-476;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_495;pos:1370,280.2,-468;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_496;pos:1390,280.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_497;pos:1390,280.2,-468;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_498;pos:1376,280.08,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_499;pos:1378,280.16,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_500;pos:1380,280.24,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_501;pos:1382,280.32,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_502;pos:1384,280.4,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_503;pos:1386,280.48,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_504;pos:1388,280.56,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_505;pos:1390,280.64,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_506;pos:380,280,-280;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_507;pos:380,280,-360;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_508;pos:380,280,-200;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_509;pos:380,280.2,-288;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_510;pos:380,280.2,-296;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_511;pos:380,280.2,-304;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_512;pos:378,280.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_513;pos:374,280.2,-296;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_514;pos:376,280.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_515;pos:372,280.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_516;pos:368,280.2,-288;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_517;pos:366,280.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_518;pos:368,280.2,-304;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_519;pos:386,280.2,-288;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_520;pos:384,280.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_521;pos:386,280.2,-304;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_522;pos:391.2,280.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_523;pos:390,280.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_524;pos:394,280.2,-301.6;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.64;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_525;pos:394,280.2,-290.4;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.64;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_526;pos:392.8,280.2,-297.6;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_527;pos:392.8,280.2,-294.4;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_528;pos:380,280.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_529;pos:378,280.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_530;pos:374,280.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_531;pos:376,280.2,-308;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_532;pos:376,280.2,-324;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_533;pos:382,280.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_534;pos:386,280.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_535;pos:384,280.2,-308;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_536;pos:368,280.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_537;pos:372,280.2,-312;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.96;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_538;pos:370,280.2,-316;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_539;pos:370,280.2,-308;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_540;pos:390,280.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_541;pos:390,280.2,-308;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_542;pos:376,280.08,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_543;pos:378,280.16,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_544;pos:380,280.24,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_545;pos:382,280.32,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_546;pos:384,280.4,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_547;pos:386,280.48,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_548;pos:388,280.56,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_549;pos:390,280.64,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_550;pos:380,280.08,-232;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_551;pos:380,280.16,-236;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_552;pos:380,280.24,-240;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_553;pos:380,280.32,-244;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_554;pos:380,280.4,-248;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_555;pos:380,280.48,-252;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_556;pos:380,280.56,-256;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_557;pos:380,280.64,-260;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_558;pos:1360,200,-440;rot:0,180,0;m:cuboid;scl:12,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_559;pos:1380,200,-520;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_560;pos:1380,200.2,-448;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_561;pos:1380,200.2,-456;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_562;pos:1380,200.2,-464;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_563;pos:1378,200.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_564;pos:1374,200.2,-456;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_565;pos:1376,200.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_566;pos:1372,200.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_567;pos:1368,200.2,-448;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_568;pos:1366,200.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_569;pos:1368,200.2,-464;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_570;pos:1386,200.2,-448;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_571;pos:1384,200.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_572;pos:1386,200.2,-464;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_573;pos:1391.2,200.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_574;pos:1390,200.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_575;pos:1394,200.2,-461.6;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.64;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_576;pos:1394,200.2,-450.4;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.64;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_577;pos:1392.8,200.2,-457.6;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_578;pos:1392.8,200.2,-454.4;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_579;pos:1380,200.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_580;pos:1378,200.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_581;pos:1374,200.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_582;pos:1376,200.2,-468;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_583;pos:1376,200.2,-484;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_584;pos:1382,200.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_585;pos:1386,200.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_586;pos:1384,200.2,-468;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_587;pos:1368,200.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_588;pos:1372,200.2,-472;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.96;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_589;pos:1370,200.2,-476;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_590;pos:1370,200.2,-468;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_591;pos:1390,200.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_592;pos:1390,200.2,-468;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_593;pos:1376,200.08,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_594;pos:1378,200.16,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_595;pos:1380,200.24,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_596;pos:1382,200.32,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_597;pos:1384,200.4,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_598;pos:1386,200.48,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_599;pos:1388,200.56,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_600;pos:1390,200.64,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_601;pos:380,200,-280;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_602;pos:380,200,-360;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_603;pos:380,200,-200;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_604;pos:380,200.2,-288;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_605;pos:380,200.2,-296;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_606;pos:380,200.2,-304;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_607;pos:378,200.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_608;pos:374,200.2,-296;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_609;pos:376,200.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_610;pos:372,200.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_611;pos:368,200.2,-288;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_612;pos:366,200.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_613;pos:368,200.2,-304;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_614;pos:386,200.2,-288;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_615;pos:384,200.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_616;pos:386,200.2,-304;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
