i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:barrier_1;pos:-700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_2;pos:0,745.795,-700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_3;pos:0,745.795,700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_4;pos:700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_5;pos:-2.22,1253.08,17.87;m:cuboid;scl:160,10,160;mat:transparent;clr:0,234,255,82;l:23;;
i:cuboid_0;pos:250,0,159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_1;pos:277.637,0,156.737;rot:0,190.0013,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_2;pos:304.4342,0,149.5567;rot:0,199.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_3;pos:329.5775,0,137.8322;rot:0,209.9947,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_4;pos:352.3029,0,121.9197;rot:0,220.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_5;pos:371.9197,0,102.3028;rot:0,229.9993,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_6;pos:387.8322,0,79.5775;rot:0,240.0043,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_7;pos:399.5568,0,54.4342;rot:0,249.9994,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_8;pos:406.7371,0,27.63695;rot:0,260,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_9;pos:409.1549,0,0;rot:0,270,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_10;pos:250,0,-159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_11;pos:277.637,0,-156.737;rot:0,169.9987,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_12;pos:304.4342,0,-149.5567;rot:0,160.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_13;pos:329.5775,0,-137.8322;rot:0,150.0053,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_14;pos:352.3029,0,-121.9197;rot:0,139.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_15;pos:371.9197,0,-102.3028;rot:0,130.0007,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_16;pos:387.8322,0,-79.5775;rot:0,119.9957,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_17;pos:399.5568,0,-54.4342;rot:0,110.0006,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_18;pos:406.7371,0,-27.63695;rot:0,99.99998,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_19;pos:409.1549,0,0;rot:0,90,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_20;pos:-250,0,159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_21;pos:-277.637,0,156.737;rot:0,169.9987,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_22;pos:-304.4342,0,149.5567;rot:0,160.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_23;pos:-329.5775,0,137.8322;rot:0,150.0053,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_24;pos:-352.3029,0,121.9197;rot:0,139.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_25;pos:-371.9197,0,102.3028;rot:0,130.0007,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_26;pos:-387.8322,0,79.5775;rot:0,119.9957,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_27;pos:-399.5568,0,54.4342;rot:0,110.0006,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_28;pos:-406.7371,0,27.63695;rot:0,99.99998,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_29;pos:-409.1549,0,0;rot:0,90,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_30;pos:-250,0,-159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_31;pos:-277.637,0,-156.737;rot:0,190.0013,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_32;pos:-304.4342,0,-149.5567;rot:0,199.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_33;pos:-329.5775,0,-137.8322;rot:0,209.9947,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_34;pos:-352.3029,0,-121.9197;rot:0,220.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_35;pos:-371.9197,0,-102.3028;rot:0,229.9993,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_36;pos:-387.8322,0,-79.5775;rot:0,240.0043,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_37;pos:-399.5568,0,-54.4342;rot:0,249.9994,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_38;pos:-406.7371,0,-27.63695;rot:0,260,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_39;pos:-409.1549,0,0;rot:0,270,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_40;pos:0,0,159.155;rot:0,180,0;m:cuboid;scl:50,0.5,5;t:grass2;til:10,1;;
i:cuboid_41;pos:0,0,-159.155;rot:0,180,0;m:cuboid;scl:50,0.5,5;t:grass2;til:10,1;;
i:cylinder_1499;pos:340,0,240;rot:0,180,0;m:cylinder;scl:0.04,1,0.04;t:metal2;;
i:cylinder_1500;pos:360,0,240;rot:0,180,0;m:cylinder;scl:0.04,1,0.04;t:metal2;;
i:cylinder_1501;pos:380,0,240;rot:0,180,0;m:cylinder;scl:0.04,1,0.04;t:metal2;;
i:cylinder_1502;pos:400,0,240;rot:0,180,0;m:cylinder;scl:0.04,1,0.04;t:metal2;;
i:cylinder_1503;pos:420,0,240;rot:0,180,0;m:cylinder;scl:0.04,1,0.04;t:metal2;;
i:cylinder_1504;pos:440,0,240;rot:0,180,0;m:cylinder;scl:0.04,1,0.04;t:metal2;;
i:cylinder_1505;pos:460,0,240;rot:0,180,0;m:cylinder;scl:0.04,1,0.04;t:metal2;;
i:cylinder_1506;pos:480,0,240;rot:0,180,0;m:cylinder;scl:0.04,1,0.04;t:metal2;;
i:cylinder_1507;pos:0,8,240;rot:0,180,90;m:cylinder;scl:0.04,49.5,0.04;t:metal2;;
i:leaf3_1508;pos:495,4,0;rot:0,180,90;m:leaf3;scl:0.16,1,9.6;mat:transparent;clr:0,0,0,200;;
i:leaf3_1509;pos:-495,4,0;rot:0,180,90;m:leaf3;scl:0.16,1,9.6;mat:transparent;clr:0,0,0,200;;
i:leaf3_1510;pos:0,4,240;rot:270.0198,180,0;m:leaf3;scl:19.8,1,0.16;mat:transparent;clr:0,0,0,200;;
i:cylinder_1511;pos:-460,50,-120;rot:0,180,0;m:cylinder;scl:0.1,5,0.1;t:metal4;til:0.1,6;;
i:cylinder_1512;pos:-460,10,-120;rot:0,180,0;m:cylinder;scl:0.2,1,0.2;t:metal4;til:0.1,6;;
i:cylinder_1513;pos:-460,1,-120;rot:0,180,0;m:cylinder;scl:0.4,0.1,0.4;t:metal4;til:0.1,6;;
i:cylinder_1514;pos:-460,70,-120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1515;pos:-460,80,-120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1516;pos:-460,90,-120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1517;pos:-460,75,-120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1518;pos:-460,85,-120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1519;pos:-460,87.5,-122.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1520;pos:-460,82.5,-122.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1521;pos:-460,77.5,-122.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1522;pos:-460,72.5,-122.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1523;pos:-460,87.5,-127.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1524;pos:-460,82.5,-127.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1525;pos:-460,77.5,-127.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1526;pos:-460,72.5,-127.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1527;pos:-460,87.5,-132.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1528;pos:-460,82.5,-132.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1529;pos:-460,77.5,-132.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1530;pos:-460,72.5,-132.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1531;pos:-460,87.5,-137.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1532;pos:-460,82.5,-137.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1533;pos:-460,77.5,-137.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1534;pos:-460,72.5,-137.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1535;pos:-460,87.5,-112.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1536;pos:-460,82.5,-112.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1537;pos:-460,77.5,-112.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1538;pos:-460,72.5,-112.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1539;pos:-460,87.5,-117.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1540;pos:-460,82.5,-117.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1541;pos:-460,77.5,-117.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1542;pos:-460,72.5,-117.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1543;pos:-460,87.5,-102.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1544;pos:-460,82.5,-102.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1545;pos:-460,77.5,-102.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1546;pos:-460,72.5,-102.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1547;pos:-460,87.5,-107.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1548;pos:-460,82.5,-107.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1549;pos:-460,77.5,-107.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1550;pos:-460,72.5,-107.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1551;pos:-460,87.5,-122.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1552;pos:-460,82.5,-122.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1553;pos:-460,77.5,-122.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1554;pos:-460,72.5,-122.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1555;pos:-460,87.5,-127.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1556;pos:-460,82.5,-127.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1557;pos:-460,77.5,-127.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1558;pos:-460,72.5,-127.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1559;pos:-460,87.5,-132.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1560;pos:-460,82.5,-132.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1561;pos:-460,77.5,-132.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1562;pos:-460,72.5,-132.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1563;pos:-460,87.5,-137.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1564;pos:-460,82.5,-137.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1565;pos:-460,77.5,-137.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1566;pos:-460,72.5,-137.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1567;pos:-460,87.5,-112.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1568;pos:-460,82.5,-112.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1569;pos:-460,77.5,-112.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1570;pos:-460,72.5,-112.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1571;pos:-460,87.5,-117.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1572;pos:-460,82.5,-117.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1573;pos:-460,77.5,-117.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1574;pos:-460,72.5,-117.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1575;pos:-460,87.5,-102.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1576;pos:-460,82.5,-102.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1577;pos:-460,77.5,-102.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1578;pos:-460,72.5,-102.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1579;pos:-460,87.5,-107.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1580;pos:-460,82.5,-107.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1581;pos:-460,77.5,-107.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1582;pos:-460,72.5,-107.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1583;pos:-460,50,120;rot:0,180,0;m:cylinder;scl:0.1,5,0.1;t:metal4;til:0.1,6;;
i:cylinder_1584;pos:-460,10,120;rot:0,180,0;m:cylinder;scl:0.2,1,0.2;t:metal4;til:0.1,6;;
i:cylinder_1585;pos:-460,1,120;rot:0,180,0;m:cylinder;scl:0.4,0.1,0.4;t:metal4;til:0.1,6;;
i:cylinder_1586;pos:-460,70,120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1587;pos:-460,80,120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1588;pos:-460,90,120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1589;pos:-460,75,120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1590;pos:-460,85,120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1591;pos:-460,87.5,122.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1592;pos:-460,82.5,122.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1593;pos:-460,77.5,122.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1594;pos:-460,72.5,122.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1595;pos:-460,87.5,127.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1596;pos:-460,82.5,127.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1597;pos:-460,77.5,127.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1598;pos:-460,72.5,127.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1599;pos:-460,87.5,132.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1600;pos:-460,82.5,132.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1601;pos:-460,77.5,132.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1602;pos:-460,72.5,132.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1603;pos:-460,87.5,137.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1604;pos:-460,82.5,137.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1605;pos:-460,77.5,137.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1606;pos:-460,72.5,137.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1607;pos:-460,87.5,112.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1608;pos:-460,82.5,112.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1609;pos:-460,77.5,112.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1610;pos:-460,72.5,112.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1611;pos:-460,87.5,117.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1612;pos:-460,82.5,117.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1613;pos:-460,77.5,117.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1614;pos:-460,72.5,117.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1615;pos:-460,87.5,102.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1616;pos:-460,82.5,102.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1617;pos:-460,77.5,102.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1618;pos:-460,72.5,102.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1619;pos:-460,87.5,107.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1620;pos:-460,82.5,107.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1621;pos:-460,77.5,107.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1622;pos:-460,72.5,107.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1623;pos:-460,87.5,122.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1624;pos:-460,82.5,122.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1625;pos:-460,77.5,122.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1626;pos:-460,72.5,122.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1627;pos:-460,87.5,127.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1628;pos:-460,82.5,127.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1629;pos:-460,77.5,127.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1630;pos:-460,72.5,127.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1631;pos:-460,87.5,132.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1632;pos:-460,82.5,132.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1633;pos:-460,77.5,132.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1634;pos:-460,72.5,132.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1635;pos:-460,87.5,137.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1636;pos:-460,82.5,137.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1637;pos:-460,77.5,137.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1638;pos:-460,72.5,137.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1639;pos:-460,87.5,112.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1640;pos:-460,82.5,112.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1641;pos:-460,77.5,112.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1642;pos:-460,72.5,112.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1643;pos:-460,87.5,117.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1644;pos:-460,82.5,117.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1645;pos:-460,77.5,117.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1646;pos:-460,72.5,117.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1647;pos:-460,87.5,102.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1648;pos:-460,82.5,102.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
