i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_1;pos:0,-24.29533,0;m:cuboid;scl:1100,5,1100;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_2;pos:0,-24.66419,0;m:cuboid;scl:1100,5,1100;t:earth2;til:600,600;clr:66,165,243,255;;
i:cylinder_6640;pos:-1584.573,1619.82,-4472.102;rot:0,139.547,0;m:cylinder;scl:0.2,3,0.2;t:crystal1;til:0.15,5;clr:255,110,255,255;;
i:cylinder_6641;pos:-1536.615,1619.787,-4480.186;rot:0,83.24483,0;m:cylinder;scl:0.2,3,0.2;t:crystal1;til:0.15,5;clr:255,110,255,255;;
i:cylinder_6642;pos:-1591.147,1630.034,-4511.572;rot:0,108.1428,0;m:cylinder;scl:0.2,3,0.2;t:crystal1;til:0.15,5;clr:255,110,255,255;;
i:cylinder_6643;pos:-1543.248,1628.606,-4519.689;rot:0,100.992,0;m:cylinder;scl:0.2,3,0.2;t:crystal1;til:0.15,5;clr:255,110,255,255;;
i:cylinder_6644;pos:-1571.751,1619.194,-4486.578;rot:0,155.9906,0;m:cylinder;scl:0.2,3,0.2;t:crystal1;til:0.15,5;clr:255,110,255,255;;
i:cylinder_6645;pos:-1553.425,1619.206,-4489.798;rot:0,191.9906,0;m:cylinder;scl:0.2,3,0.2;t:crystal1;til:0.15,5;clr:255,110,255,255;;
i:cylinder_6646;pos:-1555.636,1631.518,-4503.411;rot:0,185.2404,0;m:cylinder;scl:0.2,3,0.2;t:crystal1;til:0.15,5;clr:255,110,255,255;;
i:cylinder_6647;pos:-1574.238,1631.487,-4500.289;rot:0,357.9904,0;m:cylinder;scl:0.2,3,0.2;t:crystal1;til:0.15,5;clr:255,110,255,255;;
i:cylinder_6648;pos:-1557.919,1631.585,-4517.241;rot:0,180.4403,0;m:cylinder;scl:0.2,3,0.2;t:crystal1;til:0.15,5;clr:255,110,255,255;;
i:cylinder_6649;pos:-1576.751,1631.552,-4514.051;rot:0,192.1403,0;m:cylinder;scl:0.2,3,0.2;t:crystal1;til:0.15,5;clr:255,110,255,255;;
i:cylinder_6650;pos:-1567.997,1617.898,-4475.883;rot:0,41.13914,0;m:cylinder;scl:0.2,3,0.2;t:crystal1;til:0.15,5;clr:255,110,255,255;;
i:cylinder_6651;pos:-1554.131,1619.268,-4478.241;rot:0,166.2391,0;m:cylinder;scl:0.2,3,0.2;t:crystal1;til:0.15,5;clr:255,110,255,255;;
i:pyramid_6652;pos:-1563.37,1640.046,-4493.667;rot:64.20007,189.6439,9.808302E-06;m:pyramid;scl:0.75,1,0.1;t:metal2;til:1E-05,3;clr:255,130,255,255;;
i:pyramid_6653;pos:-1567.06,1629.489,-4512.762;rot:359.92,189.9675,180;m:pyramid;scl:0.3,0.2,0.3;t:crystal1;til:0.25,0.25;clr:255,118,255,255;;
i:cuboid_6654;pos:-1563.532,1640.481,-4494.822;rot:67.07987,189.6237,359.8105;m:cuboid;scl:0.5,2,0.1;t:metal2;til:1E-05,3;clr:255,130,255,255;;
i:cuboid_6655;pos:-1560.14,1646.157,-4506.983;rot:57.68001,99.54399,5.110052E-05;m:cuboid;scl:0.5,1,0.1;t:metal2;til:1E-05,1.5;clr:255,130,255,255;;
i:cuboid_6656;pos:-1571.124,1646.156,-4505.078;rot:302,99.54393,1.611139E-05;m:cuboid;scl:0.5,1,0.1;t:metal2;til:1E-05,1.5;clr:255,130,255,255;;
i:cuboid_6657;pos:-1563.539,1640.716,-4494.68;rot:67.07994,189.7067,359.8098;m:cuboid;scl:0.35,2,0.05;t:grass2;til:1,10;clr:255,0,0,255;;
i:cuboid_6658;pos:-1560.343,1646.358,-4506.917;rot:57.67991,99.58052,0.1282684;m:cuboid;scl:0.35,1,0.05;t:grass2;til:1,5;clr:255,0,0,255;;
i:cuboid_6659;pos:-1570.921,1646.342,-4505.02;rot:57.87965,279.6206,0.2548967;m:cuboid;scl:0.35,1,0.05;t:grass2;til:1,5;clr:255,0,0,255;;
i:cuboid_6660;pos:-1565.479,1644.337,-4506.077;rot:0,189.7075,0;m:cuboid;scl:0.5,0.1,0.5;t:grass2;til:2,2;clr:255,0,0,255;;
i:cuboid_6661;pos:-1581.934,1636.577,-4492.751;rot:0,189.5521,0;m:cuboid;scl:1.75,0.125,4;t:brick4;til:1,2;clr:139,95,255,255;;
i:cuboid_6662;pos:-1545.961,1636.562,-4498.907;rot:0,189.5205,0;m:cuboid;scl:1.75,0.125,4;t:brick4;til:1,2;clr:139,95,255,255;;
i:cuboid_6663;pos:-1561.526,1636.587,-4482.039;rot:0,189.5556,0;m:cuboid;scl:5,0.125,1.2;t:brick4;til:2.5,0.6;clr:139,95,255,255;;
i:pyramid_6664;pos:-1565.372,1628.529,-4502.285;rot:64.20007,189.6439,9.808302E-06;m:pyramid;scl:0.75,1,0.1;t:metal2;til:1E-05,3;clr:255,130,255,255;;
i:boulder1_6665;pos:-1570.085,1617.306,-4457.859;rot:0,317.4986,0;m:boulder1;scl:0.75,0.5,0.2;clr:101,52,0,255;;
i:cuboid_6666;pos:-1565.264,1628.205,-4501.747;rot:67.07987,189.6237,359.8105;m:cuboid;scl:0.5,2,0.1;t:metal2;til:1E-05,3;clr:255,130,255,255;;
i:cuboid_6667;pos:-1561.377,1634.117,-4513.983;rot:57.68001,99.54399,5.110052E-05;m:cuboid;scl:0.5,1,0.1;t:metal2;til:1E-05,1.5;clr:255,130,255,255;;
i:cuboid_6668;pos:-1572.469,1633.917,-4512.087;rot:304.6,99.54394,1.503536E-05;m:cuboid;scl:0.5,1,0.1;t:metal2;til:1E-05,1.5;clr:255,130,255,255;;
i:cuboid_6669;pos:-1565.198,1628.478,-4501.553;rot:67.07994,189.7067,359.8098;m:cuboid;scl:0.35,2,0.05;t:grass2;til:1,10;clr:255,0,0,255;;
i:cuboid_6670;pos:-1561.527,1634.321,-4513.965;rot:57.67962,99.73008,0.2546957;m:cuboid;scl:0.35,1,0.05;t:grass2;til:1,5;clr:255,0,0,255;;
i:cuboid_6671;pos:-1572.32,1634.142,-4512.077;rot:55.24,279.3197,2.99496E-05;m:cuboid;scl:0.35,1,0.05;t:grass2;til:1,5;clr:255,0,0,255;;
i:cuboid_6672;pos:-1567.178,1632.097,-4513;rot:0,189.7075,0;m:cuboid;scl:0.5,0.1,0.5;t:grass2;til:2,2;clr:255,0,0,255;;
i:cuboid_6673;pos:-1567.139,1631.755,-4512.993;rot:0,9.616426,0;m:cuboid;scl:0.5,0.15,0.5;t:crystal1;til:0.25,0.095;clr:255,118,255,255;;
i:sphere_6674;pos:-1565.38,1638.768,-4506.119;rot:0,189.7308,0;m:sphere;scl:0.25,0.25,0.25;mat:transparent;clr:255,136,255,200;;
i:sphere_6675;pos:-1565.38,1638.768,-4506.119;rot:0,189.7308,0;m:sphere;scl:0.25,0.25,0.25;mat:transparent;clr:255,136,255,200;;
i:sphere_6676;pos:-1565.38,1638.768,-4506.119;rot:0,189.7308,0;m:sphere;scl:0.25,0.25,0.25;mat:transparent;clr:255,136,255,200;;
i:sphere_6677;pos:-1565.38,1638.768,-4506.119;rot:0,189.7308,0;m:sphere;scl:0.25,0.25,0.25;mat:transparent;clr:255,136,255,200;;
i:sphere_6678;pos:-1565.38,1638.768,-4506.119;rot:0,189.7308,0;m:sphere;scl:0.25,0.25,0.25;mat:transparent;clr:255,136,255,200;;
i:sphere_6679;pos:-1565.38,1638.768,-4506.119;rot:0,189.7308,0;m:sphere;scl:0.25,0.25,0.25;mat:transparent;clr:255,136,255,200;;
i:leaf3_6680;pos:-1565.478,1639.052,-4506.02;rot:1.280661E-06,8.828843,36.2;m:leaf3;scl:0.125,0.125,0.125;mat:transparent;clr:255,136,255,200;;
i:leaf3_6681;pos:-1565.478,1639.012,-4506.02;rot:-1.067217E-06,8.828841,321.4;m:leaf3;scl:0.125,0.125,0.125;mat:transparent;clr:255,136,255,200;;
i:pyramid_6682;pos:-1565.377,1641.766,-4505.991;rot:359.92,189.9675,180;m:pyramid;scl:0.3,0.2,0.3;t:crystal1;til:0.25,0.25;clr:255,118,255,255;;
i:cuboid_6683;pos:-1565.466,1644.032,-4506.087;rot:0,9.616426,0;m:cuboid;scl:0.5,0.15,0.5;t:crystal1;til:0.25,0.095;clr:255,118,255,255;;
i:cuboid_6684;pos:-1581.907,1648.648,-4492.757;rot:0,189.5772,0;m:cuboid;scl:1.75,0.125,4;t:stone1;til:1,3.5;;
i:cuboid_6685;pos:-1545.996,1648.639,-4498.876;rot:0,189.5259,0;m:cuboid;scl:1.75,0.125,4;t:stone1;til:1,3.5;;
i:cuboid_6686;pos:-1561.551,1648.652,-4482.005;rot:0,189.6235,0;m:cuboid;scl:5,0.125,1.2;t:stone1;til:2.75,1;;
i:cylinder_6687;pos:-1596.963,1648.615,-4503.236;rot:0,191.3968,0;m:cylinder;scl:2,0.065,2;t:stone1;til:1.15,1.75;;
i:cylinder_6688;pos:-1535.598,1648.595,-4513.83;rot:0,189.2464,0;m:cylinder;scl:2,0.065,2;t:stone1;til:1.15,1.75;;
i:cuboid_6689;pos:-1560.612,1636.374,-4476.22;rot:0,189.6475,0;m:cuboid;scl:5.4,0.25,0.035;t:stone1;til:3,0.2;;
i:cuboid_6690;pos:-1560.612,1648.572,-4476.22;rot:0,189.6475,0;m:cuboid;scl:5.4,0.25,0.035;t:stone1;til:3,0.2;;
i:cuboid_6691;pos:-1589.045,1648.574,-4483.384;rot:0,99.57361,0;m:cuboid;scl:2.4,0.25,0.035;t:stone1;til:1.35,0.2;;
i:cuboid_6692;pos:-1536.114,1648.562,-4492.39;rot:0,279.5308,0;m:cuboid;scl:2.4,0.25,0.035;t:stone1;til:1.35,0.2;;
i:cuboid_6693;pos:-1590.443,1636.394,-4491.248;rot:0,99.54756,0;m:cuboid;scl:4,0.25,0.035;t:stone1;til:2.25,0.2;;
i:cuboid_6694;pos:-1537.426,1636.392,-4500.308;rot:0,279.5062,0;m:cuboid;scl:4,0.25,0.035;t:stone1;til:2.25,0.2;;
i:cuboid_6695;pos:-1549.206,1636.411,-4518.469;rot:0,9.494459,0;m:cuboid;scl:1.75,0.25,0.035;t:stone1;til:1,0.2;;
i:cuboid_6696;pos:-1585.24,1636.402,-4512.311;rot:0,9.56252,0;m:cuboid;scl:1.75,0.25,0.035;t:stone1;til:1,0.2;;
i:cuboid_6697;pos:-1583.839,1648.854,-4512.582;rot:0,9.489103,0;m:cuboid;scl:1.5,0.25,0.035;t:stone1;til:0.9,0.2;;
i:cuboid_6698;pos:-1550.547,1648.746,-4518.269;rot:0,9.556847,0;m:cuboid;scl:1.5,0.25,0.035;t:stone1;til:0.9,0.2;;
i:cuboid_6699;pos:-1567.755,1636.431,-4515.464;rot:0,9.501891,0;m:cuboid;scl:2,5,0.015;mat:transparent;clr:147,110,255,200;;
i:cuboid_6700;pos:-1560.571,1642.202,-4476.206;rot:0,189.6583,0;m:cuboid;scl:5.375,1.25,0.015;mat:transparent;clr:147,110,255,200;;
i:cuboid_6701;pos:-1590.454,1642.413,-4491.32;rot:0,99.548,0;m:cuboid;scl:4,1.25,0.015;mat:transparent;clr:147,110,255,200;;
i:cuboid_6702;pos:-1537.365,1642.81,-4500.312;rot:0,279.5263,0;m:cuboid;scl:4,1.25,0.015;mat:transparent;clr:147,110,255,200;;
i:cuboid_6703;pos:-1549.192,1642.893,-4518.537;rot:0,9.534032,0;m:cuboid;scl:1.75,1.25,0.015;mat:transparent;clr:147,110,255,200;;
i:cuboid_6704;pos:-1585.22,1642.484,-4512.361;rot:0,9.472414,0;m:cuboid;scl:1.75,1.25,0.015;mat:transparent;clr:147,110,255,200;;
i:cuboid_6705;pos:-1576.734,1630.203,-4473.633;rot:0,189.6997,0;m:cuboid;scl:1.75,1.25,0.015;mat:transparent;clr:147,110,255,200;;
i:cuboid_6706;pos:-1545.277,1629.948,-4478.854;rot:0,189.5892,0;m:cuboid;scl:1.75,1.25,0.015;mat:transparent;clr:147,110,255,200;;
i:cuboid_6707;pos:-1583.393,1634.396,-4512.659;rot:0,9.606824,0;m:cuboid;scl:1.4,0.35,0.015;mat:transparent;clr:147,110,255,200;;
i:cuboid_6708;pos:-1550.265,1630.691,-4518.351;rot:0,9.496593,0;m:cuboid;scl:1.4,1,0.015;mat:transparent;clr:147,110,255,200;;
i:cuboid_6709;pos:-1579.085,1630.491,-4513.385;rot:0,9.416595,0;m:cuboid;scl:0.3,1,0.015;mat:transparent;clr:147,110,255,200;;
i:cuboid_6710;pos:-1588.756,1630.772,-4511.785;rot:0,9.536592,0;m:cuboid;scl:0.3,1,0.015;mat:transparent;clr:147,110,255,200;;
i:cuboid_6711;pos:-1561.395,1634.867,-4476.815;rot:0,189.6517,0;m:cuboid;scl:1.35,0.45,0.015;mat:transparent;clr:147,110,255,200;;
i:cuboid_6712;pos:-1565.485,1631.179,-4476.065;rot:0,190.0805,0;m:cuboid;scl:0.35,1,0.015;mat:transparent;clr:147,110,255,200;;
i:cuboid_6713;pos:-1556.209,1631.138,-4477.708;rot:0,190.1405,0;m:cuboid;scl:0.35,1,0.015;mat:transparent;clr:147,110,255,200;;
i:arc180_6715;pos:-1600.852,1655.288,-4499.991;rot:0,37.69532,0;m:arc180;scl:1,3,1;mat:transparent;clr:26,159,255,200;;
i:arc90_6716;pos:-1596.096,1653.798,-4509.723;rot:0,307.8612,0;m:arc90;scl:1,3,1;mat:transparent;clr:26,159,255,200;;
i:cone_6717;pos:-1597.082,1666.166,-4504.601;rot:0,84.23634,0;m:cone;scl:0.5,0.25,0.5;mat:transparent;clr:26,159,255,200;;
i:cone_6718;pos:-1535.194,1665.976,-4512.59;rot:0,267.4829,0;m:cone;scl:0.5,0.25,0.5;mat:transparent;clr:255,170,255,200;;
i:arc180_6719;pos:-1531.106,1655.157,-4511.464;rot:0,150.1824,0;m:arc180;scl:1,3,1;mat:transparent;clr:255,170,255,200;;
i:arc90_6720;pos:-1537.183,1653.679,-4520.246;rot:0,329.2808,0;m:arc90;scl:1,3,1;mat:transparent;clr:255,170,255,200;;
i:cylinder_6721;pos:-1566.366,1660.94,-4508.893;rot:0,189.8718,0;m:cylinder;scl:3,0.065,3;t:stone1;til:1.5,2.25;;
i:cylinder_6722;pos:-1566.372,1667.918,-4508.905;rot:0,188.2903,0;m:cylinder;scl:3,0.75,3;mat:transparent;clr:133,110,255,200;;
i:cone_6723;pos:-1568.613,1681.441,-4507.891;rot:0,189.4666,0;m:cone;scl:1,0.5,1;mat:transparent;clr:133,110,255,200;;
i:sphere_6724;pos:-1566.401,1642.87,-4512.969;rot:0,190.9623,0;m:sphere;scl:0.55,0.3,0.55;t:crystal1;clr:255,124,255,255;;
i:cuboid_6725;pos:-1566.121,1644.602,-4510.64;rot:0,188.659,0;m:cuboid;scl:0.35,0.04,0.75;mat:transparent;clr:255,133,255,200;;
i:cuboid_6726;pos:-1566.149,1644.565,-4510.746;rot:0,188.8387,0;m:cuboid;scl:0.35,0.04,0.75;mat:transparent;clr:46,150,255,200;;
i:cuboid_6727;pos:-1566.13,1644.565,-4510.651;rot:0,188.7587,0;m:cuboid;scl:0.35,0.04,0.75;mat:transparent;clr:130,107,255,200;;
i:cuboid_6728;pos:-1566.121,1644.602,-4510.64;rot:0,188.659,0;m:cuboid;scl:0.35,0.04,0.75;mat:transparent;clr:255,133,255,200;;
i:cuboid_6729;pos:-1566.149,1644.565,-4510.746;rot:0,188.8387,0;m:cuboid;scl:0.35,0.04,0.75;mat:transparent;clr:46,150,255,200;;
i:cuboid_6730;pos:-1566.13,1644.565,-4510.651;rot:0,188.7587,0;m:cuboid;scl:0.35,0.04,0.75;mat:transparent;clr:130,107,255,200;;
i:cuboid_6731;pos:-1566.121,1644.602,-4510.64;rot:0,188.659,0;m:cuboid;scl:0.35,0.04,0.75;mat:transparent;clr:255,133,255,200;;
i:cuboid_6732;pos:-1566.149,1644.565,-4510.746;rot:0,188.8387,0;m:cuboid;scl:0.35,0.04,0.75;mat:transparent;clr:46,150,255,200;;
i:cuboid_6733;pos:-1566.13,1644.565,-4510.651;rot:0,188.7587,0;m:cuboid;scl:0.35,0.04,0.75;mat:transparent;clr:130,107,255,200;;
i:cuboid_6734;pos:-1566.121,1644.602,-4510.64;rot:0,188.659,0;m:cuboid;scl:0.35,0.04,0.75;mat:transparent;clr:255,133,255,200;;
i:cuboid_6735;pos:-1566.149,1644.565,-4510.746;rot:0,188.8387,0;m:cuboid;scl:0.35,0.04,0.75;mat:transparent;clr:46,150,255,200;;
i:cuboid_6736;pos:-1566.13,1644.565,-4510.651;rot:0,188.7587,0;m:cuboid;scl:0.35,0.04,0.75;mat:transparent;clr:130,107,255,200;;
i:cuboid_6737;pos:-1566.121,1644.602,-4510.64;rot:0,188.659,0;m:cuboid;scl:0.35,0.04,0.75;mat:transparent;clr:255,133,255,200;;
i:cuboid_6738;pos:-1566.149,1644.565,-4510.746;rot:0,188.8387,0;m:cuboid;scl:0.35,0.04,0.75;mat:transparent;clr:46,150,255,200;;
i:cuboid_6739;pos:-1566.13,1644.565,-4510.651;rot:0,188.7587,0;m:cuboid;scl:0.35,0.04,0.75;mat:transparent;clr:130,107,255,200;;
i:cuboid_6740;pos:-1566.121,1644.602,-4510.64;rot:0,188.659,0;m:cuboid;scl:0.35,0.04,0.75;mat:transparent;clr:255,133,255,200;;
i:cuboid_6741;pos:-1566.149,1644.565,-4510.746;rot:0,188.8387,0;m:cuboid;scl:0.35,0.04,0.75;mat:transparent;clr:46,150,255,200;;
i:cuboid_6742;pos:-1566.13,1644.565,-4510.651;rot:0,188.7587,0;m:cuboid;scl:0.35,0.04,0.75;mat:transparent;clr:130,107,255,200;;
i:boulder1_6743;pos:-1564.11,1645.628,-4508.445;rot:0,195.6991,0;m:boulder1;scl:0.035,0.1,0.035;t:empty;til:5000,5000;clr:130,107,255,255;;
i:boulder1_6744;pos:-1568.247,1644.876,-4513.957;rot:0,60.19888,0;m:boulder1;scl:0.035,0.1,0.035;t:empty;til:5000,5000;clr:130,107,255,255;;
i:boulder1_6745;pos:-1567.518,1645.415,-4507.788;rot:0,34.44706,0;m:boulder1;scl:0.035,0.1,0.035;t:empty;til:5000,5000;clr:255,107,255,255;;
i:boulder1_6746;pos:-1565.012,1645.083,-4513.913;rot:0,184.1967,0;m:boulder1;scl:0.035,0.1,0.035;t:empty;til:5000,5000;clr:23,170,255,255;;
i:cylinder_6747;pos:-1566.399,1664.593,-4512.519;rot:0,187.9461,0;m:cylinder;scl:0.1,2,0.1;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_6748;pos:-1535.238,1649.308,-4480.536;rot:0,190.3355,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6749;pos:-1540.555,1649.294,-4479.645;rot:0,189.6855,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6750;pos:-1545.729,1649.298,-4478.755;rot:0,189.6455,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6751;pos:-1586.058,1649.287,-4471.917;rot:0,189.6654,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6752;pos:-1560.724,1649.333,-4476.221;rot:0,189.6854,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6753;pos:-1555.819,1649.365,-4477.069;rot:0,190.7454,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6754;pos:-1550.758,1649.325,-4477.918;rot:0,189.5454,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6755;pos:-1565.866,1649.3,-4475.354;rot:0,189.2454,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6756;pos:-1570.895,1649.339,-4474.518;rot:0,189.4854,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6757;pos:-1575.929,1649.298,-4473.616;rot:0,189.7654,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6758;pos:-1581.023,1649.306,-4472.777;rot:0,189.2952,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6759;pos:-1536.608,1649.324,-4495.088;rot:0,279.5794,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6760;pos:-1535.007,1649.311,-4485.57;rot:0,279.3394,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6761;pos:-1535.781,1649.311,-4490.354;rot:0,279.5394,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6762;pos:-1537.359,1649.331,-4499.737;rot:0,279.488,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6763;pos:-1538.096,1649.92,-4504.074;rot:0,279.6378,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6764;pos:-1588.609,1649.267,-4481.193;rot:0,99.73586,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6765;pos:-1589.41,1649.284,-4485.914;rot:0,99.29587,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6766;pos:-1587.867,1649.313,-4476.525;rot:0,100.2856,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6767;pos:-1590.227,1649.33,-4490.597;rot:0,99.53502,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6768;pos:-1591.001,1649.892,-4495.288;rot:0,100.135,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6769;pos:-1550.614,1650.23,-4518.233;rot:0,9.934896,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6770;pos:-1546.228,1650.216,-4518.965;rot:0,9.464892,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6771;pos:-1555.008,1650.096,-4517.515;rot:0,9.584892,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6772;pos:-1583.911,1650.23,-4512.518;rot:0,9.634887,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6773;pos:-1579.527,1650.27,-4513.278;rot:0,9.834886,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6774;pos:-1588.537,1650.23,-4511.742;rot:0,10.03489,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6775;pos:-1595.467,1650.014,-4493.838;rot:0,188.2328,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6776;pos:-1600.396,1650.074,-4494.207;rot:0,156.7325,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6777;pos:-1604.389,1649.958,-4497.02;rot:0,124.2324,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6778;pos:-1606.551,1650.036,-4501.431;rot:0,88.12892,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6779;pos:-1606.424,1650.29,-4506.224;rot:0,68.52782,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6780;pos:-1604.079,1650.356,-4509.849;rot:0,43.47781,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6781;pos:-1600.542,1650.394,-4512.684;rot:0,16.3778,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6782;pos:-1596.359,1650.308,-4512.887;rot:0,354.9776,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6783;pos:-1592.46,1650.069,-4511.565;rot:0,339.9776,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6784;pos:-1565.001,1662.375,-4495.241;rot:0,183.5774,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6785;pos:-1569.355,1662.409,-4495.303;rot:0,164.2466,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6786;pos:-1560.815,1662.318,-4496.309;rot:0,198.7763,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6787;pos:-1554.496,1662.331,-4502.125;rot:0,233.4259,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6788;pos:-1552.931,1662.416,-4506.011;rot:0,253.0255,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6789;pos:-1552.695,1662.328,-4510.19;rot:0,270.925,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6790;pos:-1553.811,1662.288,-4514.338;rot:0,287.2747,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6791;pos:-1555.939,1662.34,-4517.953;rot:0,305.1221,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6792;pos:-1559.157,1662.299,-4520.796;rot:0,325.9217,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6793;pos:-1563.171,1662.305,-4522.428;rot:0,341.8705,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6794;pos:-1567.357,1662.392,-4522.792;rot:0,2.470482,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6795;pos:-1571.56,1662.43,-4521.703;rot:0,17.22049,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6796;pos:-1575.164,1662.259,-4519.37;rot:0,37.42045,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6797;pos:-1578.073,1662.341,-4516.199;rot:0,55.72042,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6798;pos:-1579.732,1662.382,-4512.193;rot:0,72.82037,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6799;pos:-1580.072,1662.204,-4507.765;rot:0,89.67027,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6800;pos:-1579.017,1662.364,-4503.591;rot:0,108.4799,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6801;pos:-1576.72,1662.275,-4499.855;rot:0,125.6698,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6802;pos:-1573.278,1662.305,-4497.016;rot:0,144.1195,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6803;pos:-1533.094,1649.874,-4505.307;rot:0,200.2188,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
