i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:tower1_0;pos:-17.7284,2808.497,-9.293605;rot:0,74.44827,0;m:tower1;scl:1,50,1;;
i:cuboid_1;pos:1288.475,6637.442,-419.4819;rot:0,83.42139,0;m:cuboid;scl:2500,10,2500;t:stone2;til:1500,1500;;
i:cuboid_572;pos:613.9243,6768.878,196.2847;rot:0,332.4262,0;m:cuboid;scl:1,24,25;t:stone2;til:7,2;;
i:cuboid_573;pos:756.0016,6768.955,575.969;rot:0,244.2151,0;m:cuboid;scl:1,24,25;t:stone2;til:7,2;;
i:cuboid_574;pos:888.9606,6769.558,88.05376;rot:0,251.1542,0;m:cuboid;scl:1,24,25;t:stone2;til:7,2;;
i:cuboid_575;pos:1042.559,6770.28,220.458;rot:0,203.4018,0;m:cuboid;scl:1,24,25;t:stone2;til:7,2;;
i:cuboid_576;pos:1041.991,6770.204,440.5556;rot:0,336.9636,0;m:cuboid;scl:1,24,25;t:stone2;til:7,2;;
i:prism_577;pos:277.3743,6682.784,-853.7136;rot:0,310.2825,0;m:prism;scl:2,1,2;clr:255,255,0,255;;
i:prism_578;pos:280.2045,6682.809,-832.3725;rot:0,312.1626,0;m:prism;scl:2,1,2;clr:255,255,0,255;;
i:dummy1_579;pos:828.5547,6685.869,179.7571;rot:0,215.1375,0;m:dummy1;scl:1,2,1;t:stone2;til:7,2;;
i:dummy1_580;pos:702.6494,6686.142,238.5295;rot:0,198.2763,0;m:dummy1;scl:1,2,1;t:stone2;til:7,2;;
i:cuboid_581;pos:871.1647,6724.602,380.8588;rot:0,301.7894,0;m:cuboid;scl:1,12,55;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_582;pos:993.8433,6841.146,301.8139;rot:0,301.3683,0;m:cuboid;scl:1,12,25;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_583;pos:751.5228,6841.026,457.0463;rot:0,301.3683,0;m:cuboid;scl:1,12,25;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_584;pos:871.2955,6860.902,380.3048;rot:0,302.528,0;m:cuboid;scl:1,8,8;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_585;pos:871.1647,6724.602,380.8588;rot:0,301.7894,0;m:cuboid;scl:1,12,55;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_586;pos:993.8433,6841.146,301.8139;rot:0,301.3683,0;m:cuboid;scl:1,12,25;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_587;pos:751.5228,6841.026,457.0463;rot:0,301.3683,0;m:cuboid;scl:1,12,25;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_588;pos:871.2955,6860.902,380.3048;rot:0,302.528,0;m:cuboid;scl:1,8,8;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_589;pos:871.1647,6724.602,380.8588;rot:0,301.7894,0;m:cuboid;scl:1,12,55;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_590;pos:993.8433,6841.146,301.8139;rot:0,301.3683,0;m:cuboid;scl:1,12,25;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_591;pos:751.5228,6841.026,457.0463;rot:0,301.3683,0;m:cuboid;scl:1,12,25;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_592;pos:871.2955,6860.902,380.3048;rot:0,302.528,0;m:cuboid;scl:1,8,8;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_593;pos:849.3611,6684.308,295.0305;rot:0,202.5096,0;m:cuboid;scl:55,1,55;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_594;pos:1154.163,6759.273,1034.533;rot:0,35.36119,0;m:cuboid;scl:1,26,100;t:stone2;til:7,2;;
i:cuboid_595;pos:1282.284,6760.875,957.1674;rot:0,35.36119,0;m:cuboid;scl:1,26,100;t:stone2;til:7,2;;
i:cuboid_596;pos:937.9636,6657.036,598.6979;rot:0,208.1534,0;m:cuboid;scl:33,12,12;t:stone2;til:7,2;;
i:cuboid_597;pos:1002.419,6758.628,714.0974;rot:0,306.9238,0;m:cuboid;scl:3,26,3;t:stone2;til:7,2;;
i:cuboid_598;pos:1088.172,6762.042,755.8229;rot:0,306.1538,0;m:cuboid;scl:3,26,3;t:stone2;til:7,2;;
i:cuboid_599;pos:1083.703,6761.35,862.1881;rot:0,305.2338,0;m:cuboid;scl:3,26,3;t:stone2;til:7,2;;
i:cuboid_600;pos:1218.759,6763.287,894.3553;rot:0,305.0897,0;m:cuboid;scl:3,26,3;t:stone2;til:7,2;;
i:cuboid_601;pos:1219.362,6758.521,1035.397;rot:0,39.79963,0;m:cuboid;scl:3,26,3;t:stone2;til:7,2;;
i:cuboid_602;pos:1334.101,6762.314,1098.938;rot:0,303.8896,0;m:cuboid;scl:3,26,3;t:stone2;til:7,2;;
i:cuboid_603;pos:1372.956,6759.553,1223.418;rot:0,307.9395,0;m:cuboid;scl:3,26,3;t:stone2;til:7,2;;
i:cuboid_604;pos:1415.697,6760.758,1375.071;rot:0,128.9855,0;m:cuboid;scl:3,26,3;t:stone2;til:7,2;;
i:cuboid_605;pos:1509.318,6759.917,1302.193;rot:0,125.1855,0;m:cuboid;scl:3,26,3;t:stone2;til:7,2;;
i:cuboid_606;pos:1463.475,6813.585,1337.242;rot:0,307.0354,0;m:cuboid;scl:3,20,12;t:stone2;til:7,2;;
i:cuboid_607;pos:303.4074,6783.629,-747.2096;rot:0,302.9644,0;m:cuboid;scl:3,4,12;t:stone2;til:7,2;;
i:cuboid_608;pos:235.1245,6767.449,-896.5593;rot:0,301.2603,0;m:cuboid;scl:33,2,33;t:stone2;til:7,2;;
i:cuboid_609;pos:580.2405,6811.817,-303.7185;rot:0,29.33891,0;m:cuboid;scl:45,2,80;t:stone2;til:8,8;;
i:cuboid_610;pos:478.3223,6811.871,-731.0766;rot:0,210.8874,0;m:cuboid;scl:66,2,66;t:stone2;til:8,8;;
i:prism_611;pos:353.6084,6718.066,-677.2166;rot:89.39997,33.72114,-0.0003261353;m:prism;scl:2,0.1,2;clr:255,255,0,255;;
i:prism_612;pos:353.4753,6699.688,-677.4162;rot:89.39997,33.72114,-0.0003261353;m:prism;scl:2,0.1,2;clr:255,255,0,255;;
i:cuboid_613;pos:1115.552,6865.737,698.1724;rot:0,34.39235,0;m:cuboid;scl:55,2,160;t:stone2;til:12,12;;
i:cylinder_614;pos:1574.595,6940.4,1361.21;rot:0,225.6499,0;m:cylinder;scl:4,30,4;t:stone2;til:12,12;;
i:cylinder_615;pos:1438.527,6940.997,1447.341;rot:0,190.1688,0;m:cylinder;scl:4,30,4;t:stone2;til:12,12;;
i:house14_616;pos:1768.467,6506.667,1143.201;rot:0,34.74551,0;m:house14;scl:8,8,8;t:stone2;til:8,8;;
i:house14_617;pos:1193.136,6522.459,1594.59;rot:0,38.14511,0;m:house14;scl:8,8,8;t:stone2;til:8,8;;
i:tower5_618;pos:1524.079,6872.359,1347.231;rot:0,212.8432,0;m:tower5;scl:4,4,4;t:stone2;til:8,8;;
i:tower5_619;pos:1450.099,6877.573,1404.727;rot:0,124.7431,0;m:tower5;scl:4,4,4;t:stone2;til:8,8;;
i:tower4_620;pos:1460.191,7082.713,1364.056;rot:0,129.3431,0;m:tower4;scl:4,4,4;t:stone2;til:8,8;;
i:cuboid_623;pos:1752.999,6681.941,1759.94;rot:0,212.9694,0;m:cuboid;scl:80,2,80;t:grass2;til:22,22;;
i:house7_628;pos:1540.673,6713.128,1695.389;rot:0,211.4783,0;m:house7;scl:2,2,2;t:stone2;til:22,22;;
i:house7_629;pos:1799.096,6712.323,1531.561;rot:0,32.87617,0;m:house7;scl:2,2,2;t:stone2;til:22,22;;
i:cylinder_630;pos:1743.551,6678.944,1733.528;rot:0,282.675,0;m:cylinder;scl:4,2,4;t:stone2;til:22,22;;
i:statue2_631;pos:1745.23,6697.14,1733.427;rot:0,212.755,0;m:statue2;t:stone2;til:22,22;clr:255,255,0,255;;
i:dummy1_632;pos:1814.31,6690.968,1716.439;rot:0,215.6449,0;m:dummy1;scl:2,3,2;t:stone2;til:22,22;;
i:dummy1_633;pos:1697.814,6691.485,1801.436;rot:0,210.6048,0;m:dummy1;scl:2,3,2;t:stone2;til:22,22;;
i:cylinder_634;pos:1718.821,6664.006,1694.822;rot:0,280.0653,0;m:cylinder;scl:3,3,3;t:stone2;til:22,22;;
i:sphere_635;pos:1720.601,6703.096,1698.504;rot:0,32.31533,0;m:sphere;scl:2,2,2;mat:transparent;clr:255,255,0,175;c:trigger;c:finish;;
i:cuboid_636;pos:1747.773,6847.373,1754.906;rot:0,215.1061,0;m:cuboid;scl:88,2,88;mat:transparent;clr:0,234,255,82;l:0;c:barrier;;
i:prism_637;pos:566.9397,6811.271,370.1302;rot:298.9462,47.9305,60.93241;m:prism;scl:2,0.1,2;clr:255,255,0,255;;
i:prism_638;pos:557.968,6811.271,350.0284;rot:298.9462,47.9305,60.93241;m:prism;scl:2,0.1,2;clr:255,255,0,255;;
i:cuboid_639;pos:1629.275,6687.203,1656.639;rot:0,31.1,0;m:cuboid;scl:1,1,5;clr:255,255,0,255;;
i:cuboid_640;pos:1657.701,6687.041,1664.069;rot:0,300.6299,0;m:cuboid;scl:1,1,5;clr:255,255,0,255;;
i:cuboid_641;pos:1646.281,6687.319,1646.185;rot:0,32.23995,0;m:cuboid;scl:1,1,5;clr:255,255,0,255;;
i:cuboid_642;pos:1663.584,6687.721,1635.382;rot:0,30.15994,0;m:cuboid;scl:1,1,5;clr:255,255,0,255;;
i:cuboid_643;pos:1680.143,6687.284,1626.976;rot:0,30.88327,0;m:cuboid;scl:1,1,5;clr:255,255,0,255;;
i:cuboid_644;pos:1679.849,6687.237,1604.153;rot:0,302.1932,0;m:cuboid;scl:1,1,3;clr:255,255,0,255;;
i:cuboid_645;pos:1690.754,6687.073,1621.836;rot:0,302.4733,0;m:cuboid;scl:1,1,3;clr:255,255,0,255;;
i:cuboid_646;pos:1693.774,6687.071,1607.659;rot:0,31.51333,0;m:cuboid;scl:1,1,3;clr:255,255,0,255;;
i:cuboid_647;pos:1712.432,6687.835,1607.451;rot:0,32.1032,0;m:cuboid;scl:1,1,5;clr:255,255,0,255;;
i:cuboid_648;pos:1743.715,6687.102,1613.624;rot:0,120.1032,0;m:cuboid;scl:1,1,3;clr:255,255,0,255;;
i:cuboid_649;pos:1746.49,6687.526,1599.195;rot:0,30.94319,0;m:cuboid;scl:1,1,3;clr:255,255,0,255;;
i:cuboid_650;pos:1732.269,6687.262,1595.996;rot:0,118.9432,0;m:cuboid;scl:1,1,3;clr:255,255,0,255;;
i:cuboid_651;pos:1718.92,6687.25,1591.782;rot:0,29.82316,0;m:cuboid;scl:1,1,3;clr:255,255,0,255;;
i:cuboid_652;pos:1723.65,6687.167,1577.566;rot:0,119.0631,0;m:cuboid;scl:1,1,3;clr:255,255,0,255;;
i:cuboid_653;pos:-11802.55,7191.735,11018.97;rot:0,351.7269,0;m:cuboid;scl:10000,25000,4;t:bark1;til:222,222;;
i:cuboid_654;pos:-12122.31,6825.35,5098.916;rot:0,261.4634,0;m:cuboid;scl:10000,25000,4;t:bark1;til:222,222;;
i:cuboid_655;pos:-8322.618,7134.25,-14403.02;rot:0,171.701,0;m:cuboid;scl:10000,25000,4;t:bark1;til:222,222;;
i:cuboid_656;pos:11951.89,7151.127,-11788.58;rot:0,172.6942,0;m:cuboid;scl:10000,25000,4;t:bark1;til:222,222;;
i:cuboid_657;pos:15262.47,6929.055,-10288.21;rot:0,81.74282,0;m:cuboid;scl:10000,25000,4;t:bark1;til:222,222;;
i:spawnhuman_661;pos:0,-10185,-185;m:spawnhuman;l:26;c:spawner, f:2, t:1;;
i:cuboid_662;pos:0,-10077.5,-110;rot:0,180,0;m:cuboid;scl:14,1.5,20;mat:transparent;clr:0,234,255,82;l:0;c:barrier;;
i:cuboid_663;pos:0,-10192.5,-110;rot:0,180,0;m:cuboid;scl:14,1.5,20;t:metal4;til:1.4,2;clr:255,0,255,255;;
i:cuboid_664;pos:-62.5,-10135,-110;rot:0,90,0;m:cuboid;scl:20,13,1.5;t:metal4;til:2,1.3;;
i:cuboid_665;pos:62.5,-10135,-110;rot:0,90,0;m:cuboid;scl:20,13,1.5;t:metal4;til:2,1.3;;
i:cuboid_666;pos:0,-10135,-202.5;rot:0,180,0;m:cuboid;scl:14,13,1.5;t:metal4;til:1.4,1.3;;
i:cuboid_667;pos:0,-10135,-17.5;rot:0,180,0;m:cuboid;scl:14,13,1.5;mat:transparent;clr:255,255,255,200;;
i:cuboid_670;pos:0,-10155,-95;m:cuboid;scl:3.5,0.5,0.5;t:metal4;til:0.35,0.05;;
i:cuboid_671;pos:-15,-10155,-80;rot:0,90,0;m:cuboid;scl:3.5,0.5,0.5;t:metal4;til:0.35,0.05;;
i:cuboid_672;pos:0,-10155,-65;rot:0,180,0;m:cuboid;scl:3.5,0.5,0.5;t:metal4;til:0.35,0.05;;
i:cuboid_673;pos:15,-10155,-80;rot:0,90,0;m:cuboid;scl:3.5,0.5,0.5;t:metal4;til:0.35,0.05;;
i:cuboid_676;pos:0,-10077.5,92.5;rot:0,180,0;m:cuboid;scl:38,1.5,22.5;mat:transparent;clr:0,234,255,82;l:0;c:barrier;;
i:cuboid_677;pos:0,-10192.5,92.5;rot:0,180,0;m:cuboid;scl:38,1.5,22.5;t:metal4;til:3.8,2.25;clr:255,0,255,255;;
i:cuboid_678;pos:-115,-10135,-17.5;rot:0,180,0;m:cuboid;scl:11.9,13,1.6;t:metal4;til:1.19,1.3;;
i:cuboid_679;pos:115,-10135,-17.5;rot:0,180,0;m:cuboid;scl:11.9,13,1.6;t:metal4;til:1.19,1.3;;
i:cuboid_680;pos:-180,-10135,27.5;rot:0,180,0;m:cuboid;scl:4.5,13,10.5;t:metal4;til:1.05,1.3;;
i:cuboid_681;pos:-150,-10135,87.5;rot:0,180,0;m:cuboid;scl:4.5,13,4.5;t:metal4;til:0.45,1.3;;
i:cuboid_682;pos:-120,-10135,117.5;rot:0,180,0;m:cuboid;scl:4.5,13,4.5;t:metal4;til:0.45,1.3;;
i:cuboid_683;pos:-90,-10135,147.5;rot:0,180,0;m:cuboid;scl:4.5,13,4.5;t:metal4;til:0.45,1.3;;
i:cuboid_684;pos:-60,-10135,177.5;rot:0,180,0;m:cuboid;scl:4.5,13,4.5;t:metal4;til:0.45,1.3;;
i:cuboid_685;pos:0,-10135,207.5;rot:0,180,0;m:cuboid;scl:10.5,13,4.5;t:metal4;til:1.05,1.3;;
i:cuboid_686;pos:0,-10135,177.5;rot:0,180,0;m:cuboid;scl:1.5,13,1.5;t:metal4;til:0.15,1.3;;
i:cuboid_687;pos:180,-10135,27.5;rot:0,180,0;m:cuboid;scl:4.5,13,10.5;t:metal4;til:1.05,1.3;;
i:cuboid_688;pos:150,-10135,87.5;rot:0,180,0;m:cuboid;scl:4.5,13,4.5;t:metal4;til:0.45,1.3;;
i:cuboid_689;pos:120,-10135,117.5;rot:0,180,0;m:cuboid;scl:4.5,13,4.5;t:metal4;til:0.45,1.3;;
i:cuboid_690;pos:90,-10135,147.5;rot:0,180,0;m:cuboid;scl:4.5,13,4.5;t:metal4;til:0.45,1.3;;
i:cuboid_691;pos:60,-10135,177.5;rot:0,180,0;m:cuboid;scl:4.5,13,4.5;t:metal4;til:0.45,1.3;;
i:cuboid_692;pos:0,-10170,15;rot:0,180,0;m:cuboid;scl:1.5,6,1.5;t:metal4;til:0.15,0.6;clr:255,0,255,255;;
i:cuboid_693;pos:0,-10142.5,15;rot:0,180,0;m:cuboid;scl:1.5,1.5,1.5;t:metal4;til:0.15,0.15;clr:255,0,255,255;;
