i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:barrier_1;pos:-700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_2;pos:0,745.795,-700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_3;pos:0,745.795,700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_4;pos:700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_5;pos:-2.22,1253.08,17.87;m:cuboid;scl:160,10,160;mat:transparent;clr:0,234,255,82;l:23;;
i:cuboid_673;pos:31.58494,744.7239,5905.817;rot:0,81.3166,0;m:cuboid;scl:0.5,0.05,0.02;clr:141,144,144,255;;
i:cuboid_674;pos:31.58081,745.2072,5905.824;rot:0,81.3166,0;m:cuboid;scl:0.5,0.05,0.02;clr:81,84,86,255;;
i:cuboid_675;pos:-405.0291,805.2498,5515.682;rot:0,81.27827,0;m:cuboid;scl:0.5,0.04,0.02;clr:191,78,130,255;;
i:cuboid_676;pos:-405.0356,804.4514,5515.673;rot:0,81.27827,0;m:cuboid;scl:0.5,0.04,0.02;clr:191,78,130,255;;
i:cuboid_677;pos:-405.032,804.8504,5515.665;rot:0,81.27827,0;m:cuboid;scl:0.5,0.04,0.02;;
i:cuboid_678;pos:-405.0407,804.0549,5515.677;rot:0,81.27827,0;m:cuboid;scl:0.5,0.04,0.02;clr:57,147,255,255;;
i:cuboid_679;pos:-405.0259,805.6523,5515.695;rot:0,81.27827,0;m:cuboid;scl:0.5,0.04,0.02;clr:57,147,255,255;;
i:cuboid_680;pos:396.2276,757.5862,5451.914;rot:0,80.74491,0;m:cuboid;scl:0.5,0.05,0.02;clr:255,255,0,255;;
i:cuboid_681;pos:396.212,757.1074,5451.923;rot:0,80.74491,0;m:cuboid;scl:0.5,0.05,0.02;;
i:cuboid_682;pos:396.199,756.6275,5451.9;rot:0,80.74491,0;m:cuboid;scl:0.5,0.05,0.02;clr:107,0,113,255;;
i:cuboid_683;pos:396.1864,756.1494,5451.893;rot:0,80.74491,0;m:cuboid;scl:0.5,0.05,0.02;clr:0,0,0,255;;
i:cuboid_684;pos:-20.57977,788.8889,5248.029;rot:0,76.48797,0;m:cuboid;scl:0.5,0.07,0.02;clr:115,0,127,255;;
i:cuboid_685;pos:-20.57025,788.1693,5248.04;rot:0,76.48797,0;m:cuboid;scl:0.5,0.07,0.02;;
i:cuboid_686;pos:-20.56534,787.4893,5248.025;rot:0,76.48797,0;m:cuboid;scl:0.5,0.07,0.02;clr:0,118,0,255;;
i:cylinder_687;pos:297.5455,763.3088,5358.682;rot:0,43.21368,0;m:cylinder;scl:0.05,1,0.05;t:wood3;;
i:cylinder_688;pos:316.592,729.1434,5568.712;rot:0,1.707646,0;m:cylinder;scl:0.05,1,0.05;t:wood3;;
i:cylinder_689;pos:142.4,745.2612,5827.473;rot:0,177.4454,0;m:cylinder;scl:0.05,1,0.05;t:wood3;;
i:cylinder_690;pos:-82.29397,752.5357,5830.198;rot:0,223.4431,0;m:cylinder;scl:0.05,1,0.05;t:wood3;;
i:cylinder_691;pos:-323.6368,780.0441,5630.923;rot:0,161.1905,0;m:cylinder;scl:0.05,1,0.05;t:wood3;;
i:cylinder_692;pos:-327.3306,816.5926,5404.158;rot:0,85.18832,0;m:cylinder;scl:0.05,1,0.05;t:wood3;;
i:cylinder_693;pos:-134.4202,780.1511,5172.812;rot:0,74.43773,0;m:cylinder;scl:0.05,1,0.05;t:wood3;;
i:cylinder_694;pos:92.90427,787.635,5329.334;rot:0,35.68629,0;m:cylinder;scl:0.05,1,0.05;t:wood3;;
i:cuboid_695;pos:-134.0616,787.8444,5170.206;rot:0,81.10758,0;m:cuboid;scl:0.5,0.3,0.02;clr:255,255,0,255;;
i:tube_696;pos:-134.0804,787.8149,5170.294;rot:89.76097,263.1537,1.712491;m:tube;scl:0.15,0.035,0.15;clr:113,0,124,255;;
i:cuboid_697;pos:297.8715,771.4661,5356.08;rot:0,81.87526,0;m:cuboid;scl:0.5,0.04,0.02;clr:63,255,72,255;;
i:cuboid_698;pos:93.42433,795.7574,5326.697;rot:0,79.14467,0;m:cuboid;scl:0.5,0.05,0.02;;
i:cuboid_699;pos:93.42808,796.2372,5326.711;rot:0,79.14467,0;m:cuboid;scl:0.5,0.05,0.02;clr:255,49,165,255;;
i:cuboid_700;pos:93.41534,794.7985,5326.729;rot:0,79.14467,0;m:cuboid;scl:0.5,0.05,0.02;clr:0,0,0,255;;
i:cuboid_701;pos:93.41421,794.3202,5326.705;rot:0,79.14467,0;m:cuboid;scl:0.5,0.05,0.02;clr:43,0,199,255;;
i:cuboid_702;pos:93.42679,795.2902,5326.715;rot:0,79.14554,0;m:cuboid;scl:0.5,0.05,0.02;clr:136,0,150,255;;
i:cuboid_703;pos:297.8693,771.8661,5356.062;rot:0,81.87526,0;m:cuboid;scl:0.5,0.04,0.02;;
i:cuboid_704;pos:297.8792,771.0663,5356.091;rot:0,81.87526,0;m:cuboid;scl:0.5,0.04,0.02;;
i:cuboid_705;pos:297.8739,772.2656,5356.054;rot:0,81.87526,0;m:cuboid;scl:0.5,0.04,0.02;clr:98,101,101,255;;
i:cuboid_706;pos:297.8748,770.7472,5356.082;rot:0,81.87526,0;m:cuboid;scl:0.5,0.04,0.02;clr:98,101,101,255;;
i:cuboid_707;pos:297.8699,770.3481,5356.073;rot:0,81.87526,0;m:cuboid;scl:0.5,0.04,0.02;clr:0,0,0,255;;
i:cuboid_708;pos:297.8627,772.6654,5356.055;rot:0,81.87526,0;m:cuboid;scl:0.5,0.04,0.02;clr:0,0,0,255;;
i:cuboid_709;pos:317.1523,737.8975,5566.091;rot:0,78.11396,0;m:cuboid;scl:0.5,0.04,0.02;clr:255,255,69,255;;
i:cuboid_710;pos:317.1427,735.499,5566.131;rot:0,78.11396,0;m:cuboid;scl:0.5,0.04,0.02;clr:255,255,69,255;;
i:cuboid_711;pos:317.1532,737.0977,5566.087;rot:0,78.11396,0;m:cuboid;scl:0.5,0.04,0.02;clr:255,127,133,255;;
i:cuboid_712;pos:317.1482,736.2981,5566.099;rot:0,78.11396,0;m:cuboid;scl:0.5,0.04,0.02;clr:255,127,133,255;;
i:cuboid_713;pos:317.1465,735.8987,5566.117;rot:0,78.11396,0;m:cuboid;scl:0.5,0.04,0.02;clr:255,173,133,255;;
i:cuboid_714;pos:317.1519,737.4972,5566.104;rot:0,78.11396,0;m:cuboid;scl:0.5,0.04,0.02;clr:255,173,133,255;;
i:cuboid_715;pos:317.1511,736.6945,5566.088;rot:0,78.10383,0;m:cuboid;scl:0.5,0.04,0.02;;
i:cuboid_716;pos:142.993,753.3567,5824.924;rot:0,77.0918,0;m:cuboid;scl:0.5,0.04,0.02;clr:255,113,255,255;;
i:cuboid_717;pos:142.9914,754.5508,5824.902;rot:0,77.0918,0;m:cuboid;scl:0.5,0.04,0.02;clr:188,92,223,255;;
i:cuboid_718;pos:142.996,752.5944,5824.919;rot:0,77.0918,0;m:cuboid;scl:0.5,0.04,0.02;clr:188,92,223,255;;
i:cuboid_719;pos:142.9882,754.1517,5824.9;rot:0,77.0918,0;m:cuboid;scl:0.5,0.04,0.02;;
i:cuboid_720;pos:142.9986,752.9539,5824.942;rot:0,77.0918,0;m:cuboid;scl:0.5,0.04,0.02;;
i:cuboid_721;pos:142.9983,753.7529,5824.901;rot:0,77.0918,0;m:cuboid;scl:0.5,0.04,0.02;clr:104,110,255,255;;
i:cuboid_722;pos:-81.89042,760.4646,5827.635;rot:0,81.8361,0;m:cuboid;scl:0.5,0.3,0.02;;
i:cuboid_723;pos:-82.92501,-340.6025,5486.879;rot:0,272.5689,0;m:cuboid;scl:0.5,0.3,0.02;clr:255,0,0,255;;
i:cuboid_724;pos:-82.87422,-340.5586,5486.88;rot:0,272.5103,0;m:cuboid;scl:0.5,0.05,0.02;clr:0,0,255,255;;
i:cuboid_725;pos:-82.90562,-340.5986,5486.066;rot:0,272.5103,0;m:cuboid;scl:0.05,0.3,0.02;clr:0,0,255,255;;
i:cuboid_726;pos:-82.93001,-340.5918,5486.074;rot:0,272.5352,0;m:cuboid;scl:0.07,0.3,0.02;;
i:cuboid_727;pos:-82.90984,-340.5691,5486.859;rot:0,272.7541,0;m:cuboid;scl:0.5,0.07,0.02;;
i:statue1_728;pos:-23.40628,652.4335,5485.505;rot:0,40.64975,0;m:statue1;scl:0.075,0.075,0.075;clr:0,0,0,255;;
i:statue1_729;pos:-82.86557,-341.4071,5490.492;rot:270.1583,87.59957,183.3087;m:statue1;scl:0.05,0.05,0.05;clr:0,0,0,255;;
i:tower2_730;pos:-284.4682,709.8054,5524.356;rot:0,225.978,0;m:tower2;scl:0.5,0.5,0.5;;
i:pyramid_731;pos:-292.7193,780.4692,5516.496;rot:0,315.976,0;m:pyramid;scl:0.5,0.5,0.5;t:wood3;;
i:tower2_732;pos:50.51897,658.9481,5729.437;rot:0,45.81844,0;m:tower2;scl:0.5,0.5,0.5;;
i:pyramid_733;pos:58.72633,729.5385,5737.343;rot:0,45.84116,0;m:pyramid;scl:0.5,0.5,0.5;t:wood3;;
i:tower2_734;pos:184.3925,674.5292,5383.267;rot:0,135.7948,0;m:tower2;scl:0.5,0.5,0.5;;
i:pyramid_735;pos:192.3242,745.0612,5375.098;rot:0,135.783,0;m:pyramid;scl:0.5,0.5,0.5;t:wood3;;
i:tower1_736;pos:-84.24445,605.2652,5405.716;rot:90,217.3462,0;m:tower1;scl:0.5,1,0.5;;
i:tower1_737;pos:73.99894,603.9384,5481.661;rot:0.05261829,0.9914857,269.9182;m:tower1;scl:0.5,1,0.5;;
i:tower1_738;pos:-58.70448,604.2131,5571.73;rot:359.5601,248.0426,269.9977;m:tower1;scl:0.5,1,0.5;;
i:tower1_739;pos:-96.43378,581.8653,5389.719;rot:90,217.3462,0;m:tower1;scl:0.5,1,0.5;;
i:tower1_740;pos:30.04617,650.9018,5482.416;rot:0.05261829,0.9914857,269.9182;m:tower1;scl:0.5,1,0.5;;
i:tower1_741;pos:-43.52362,650.9406,5535.098;rot:359.5601,248.0426,269.9977;m:tower1;scl:0.5,1,0.5;;
i:tower1_742;pos:-57.06503,652.0206,5441.276;rot:90,217.3462,0;m:tower1;scl:0.5,1,0.5;;
i:tower1_743;pos:54.16491,627.5122,5481.982;rot:0.05261829,0.9914857,269.9182;m:tower1;scl:0.5,1,0.5;;
i:tower1_744;pos:-51.61612,627.5415,5554.593;rot:359.5601,248.0426,269.9977;m:tower1;scl:0.5,1,0.5;;
i:tower1_745;pos:-71.9995,628.7051,5421.771;rot:90,217.3462,0;m:tower1;scl:0.5,1,0.5;;
i:tower1_746;pos:14.15966,607.6213,5482.614;rot:0.05261752,0.9914863,220.2782;m:tower1;scl:0.5,1,0.5;;
i:tower1_747;pos:-37.32204,606.3297,5518.767;rot:359.5602,248.0426,218.2776;m:tower1;scl:0.5,1,0.5;;
i:tower1_748;pos:-48.27149,608.6195,5452.841;rot:40.76007,37.34625,180.0001;m:tower1;scl:0.5,1,0.5;;
