i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:arch1_2168;pos:34.76033,238.4678,9.346477;rot:359.96,270.7373,180;m:arch1;scl:1.05,1.05,0.185;;
i:tower1_2169;pos:30.58318,239.5554,4.425038;rot:0,90.84377,0;m:tower1;scl:0.1,0.05,2;;
i:tower1_2170;pos:28.27926,239.5036,15.63755;rot:1.667527E-09,181.1322,359.08;m:tower1;scl:0.1,0.05,2;;
i:tower1_2171;pos:41.62577,239.4421,6.720981;rot:0,0.7309052,0;m:tower1;scl:0.1,0.05,2;;
i:tower1_2172;pos:39.33847,239.4601,17.74213;rot:0,271.5509,0;m:tower1;scl:0.1,0.05,2;;
i:house1_2173;pos:34.92429,139.8521,126.1453;rot:0,0.4824857,0;m:house1;;
i:house5_2174;pos:-244.7321,99.57245,125.116;rot:0,2.00281,0;m:house5;;
i:cuboid_2175;pos:-182.8171,76.21023,162.0252;rot:290.7318,359.4914,181.4908;m:cuboid;scl:5,5,3;t:stone1;;
i:cuboid_2176;pos:-182.7154,59.93856,171.4775;rot:287.813,181.5226,359.1257;m:cuboid;scl:5,5,3;t:stone1;;
i:house5_2177;pos:-113.3467,110.2564,175.2638;rot:0,271.6654,0;m:house5;;
i:house1_2178;pos:-222.185,107.2667,123.5183;rot:0,182.5944,0;m:house1;;
i:house1_2179;pos:-145.2468,127.5811,-50.67005;rot:0,1.641447,0;m:house1;;
i:tree3_2180;pos:-202.2649,148.4383,-115.3557;rot:0,311.39,0;m:tree3;scl:0.2,0.2,0.2;;
i:field2_2181;pos:-201.584,134.0382,-116.2225;rot:0,311.39,0;m:field2;scl:0.2,0.2,0.2;;
i:tree3_2182;pos:78.49165,151.6361,-30.38826;rot:0,255.638,0;m:tree3;scl:0.2,0.2,0.2;;
i:field2_2183;pos:79.89481,134.4358,-29.82251;rot:0,255.638,0;m:field2;scl:0.2,0.2,0.2;;
i:tree3_2184;pos:271.454,82.32674,-413.4884;rot:0,246.1366,0;m:tree3;scl:0.2,0.2,0.2;;
i:field2_2185;pos:272.0879,65.52674,-412.9894;rot:0,246.1366,0;m:field2;scl:0.2,0.2,0.2;;
i:house1_2186;pos:285.6312,81.17236,-345.6709;rot:0,337.3857,0;m:house1;;
i:house1_2187;pos:330.377,75.05649,-359.7182;rot:0,273.885,0;m:house1;;
i:house5_2188;pos:474.238,75.77863,-353.3987;rot:0,91.02647,0;m:house5;;
i:house1_2189;pos:375.7562,68.15228,-344.207;rot:0,0.6319705,0;m:house1;;
i:house1_2190;pos:396.7667,69.95228,-343.4022;rot:0,1.231967,0;m:house1;;
i:house5_2191;pos:56.95177,99.90221,-151.5952;rot:0,76.94684,0;m:house5;;
i:tower4_2192;pos:212.2875,92.98386,269.0274;rot:0,271.9949,0;m:tower4;;
i:tower4_2193;pos:-40.80879,133.27,162.8395;rot:0,269.494,0;m:tower4;;
i:tower4_2194;pos:-44.93787,92.26309,-310.3425;rot:0,315.7922,0;m:tower4;;
i:tower4_2195;pos:273.9246,104.8016,-249.2642;rot:0,311.5916,0;m:tower4;;
i:tower4_2196;pos:-63.62341,131.2432,267.7615;rot:0,131.8399,0;m:tower4;;
i:tower4_2197;pos:-245.4414,123.7088,-18.97112;rot:0,92.68838,0;m:tower4;;
i:tower4_2198;pos:234.8925,107.3747,36.04621;rot:0,90.93102,0;m:tower4;;
i:boulder1_2199;pos:134.5168,89.51472,203.5713;rot:0,111.2246,0;m:boulder1;t:stone1;;
i:boulder3_2200;pos:169.0239,81.11475,230.0764;rot:0,111.2246,0;m:boulder3;t:stone1;;
i:boulder4_2201;pos:66.23987,94.62334,230.2845;rot:0,124.224,0;m:boulder4;t:stone1;;
i:cuboid_2202;pos:274.4547,51.40404,248.4184;rot:353.2854,181.8321,359.692;m:cuboid;scl:5,1,48;t:stone1;;
i:cuboid_2203;pos:185.2987,101.6003,-18.55889;rot:337.1442,272.1365,359.7207;m:cuboid;scl:6,1,15;t:stone1;;
i:cuboid_2204;pos:491.861,53.8021,-25.73379;rot:352.12,271.307,-8.619123E-07;m:cuboid;scl:5,1,40;t:stone1;;
i:cylinder_2205;pos:-71.22318,196.3494,34.73278;rot:0,181.9989,0;m:cylinder;scl:0.1,0.5,0.1;t:brick4;;
i:cylinder_2206;pos:-79.29625,196.2935,35.50956;rot:0,91.49849,0;m:cylinder;scl:0.1,0.5,0.1;t:brick4;;
i:cylinder_2207;pos:-75.40516,200.5096,35.21415;rot:0.4897807,185.186,269.7806;m:cylinder;scl:0.1,0.5,0.1;t:brick4;;
i:pillar1_2208;pos:-75.70665,193.9756,34.92643;rot:0,181.748,0;m:pillar1;scl:0.3,0.1,0.3;t:stone1;;
i:cuboid_2209;pos:234.5863,81.11394,-19.22178;rot:0,271.3696,0;m:cuboid;scl:6,1,12;t:stone1;;
i:cuboid_2210;pos:249.7193,80.76217,-95.95249;rot:0,200.9841,0;m:cuboid;scl:6,1,12;t:stone1;;
i:cuboid_2211;pos:182.1086,80.80147,-142.539;rot:0,231.4863,0;m:cuboid;scl:6,1,12;t:stone1;;
i:cuboid_2212;pos:84.2622,80.81266,-199.0691;rot:0,247.5118,0;m:cuboid;scl:6,1,12;t:stone1;;
i:cuboid_2213;pos:-22.26682,80.81738,-188.9955;rot:0,268.7742,0;m:cuboid;scl:6,1,12;t:stone1;;
i:cuboid_2214;pos:-77.47708,80.83073,-246.3886;rot:0,178.5998,0;m:cuboid;scl:6,1,12;t:stone1;;
i:cuboid_2215;pos:-96.28385,60.71765,-292.2906;rot:0,271.327,0;m:cuboid;scl:5,5,8;t:stone1;;
i:cuboid_2216;pos:-122.5423,130.1607,-106.8013;rot:0,91.59361,0;m:cuboid;scl:6,1,12;t:stone1;;
i:cuboid_2217;pos:-17.16662,130.2972,-114.6531;rot:0,90.51659,0;m:cuboid;scl:6,1,12;t:stone1;;
i:cuboid_2218;pos:-156.1138,46.14189,-330.3459;rot:335.8526,0.467687,359.9178;m:cuboid;scl:6,6,6;t:stone1;;
i:cuboid_2219;pos:-282.9887,15.13267,219.6991;rot:336.7105,90.18356,359.9355;m:cuboid;scl:6,6,20;t:stone1;;
i:cuboid_2220;pos:-448.9209,60.65009,-128.0529;rot:0,179.7007,0;m:cuboid;scl:0.3,0.3,120;t:stone3;til:3,3;;
i:cuboid_2221;pos:-512.1195,60.53703,-197.2584;rot:0,179.5365,0;m:cuboid;scl:0.3,0.3,120;t:stone3;til:3,3;;
i:tower1_2222;pos:-545.6194,38.52091,1768.319;rot:88.01929,276.5376,276.5557;m:tower1;scl:3,20,3;;
i:tower1_2223;pos:-434.9565,30.46358,2055.407;rot:89.91377,359.5537,0;m:tower1;scl:3,20,3;;
i:cuboid_2224;pos:-160.6873,26.78102,379.9259;rot:341.9376,182.2236,0.8627691;m:cuboid;scl:5,5,20;t:stone1;;
i:arch1_2225;pos:-133.4977,104.588,309.3138;rot:0,92.19534,0;m:arch1;;
i:tree3_2226;pos:-105.3574,106.8729,275.1286;rot:0,124.944,0;m:tree3;scl:0.3,0.3,0.3;;
i:field2_2227;pos:-107.8751,84.47295,277.376;rot:0,124.944,0;m:field2;scl:0.3,0.3,0.3;;
i:house1_2228;pos:-216.2556,125.9551,21.45559;rot:0,0.9951293,0;m:house1;;
i:house5_2229;pos:196.0914,94.51222,143.9114;rot:0,270.5923,0;m:house5;;
i:house5_2230;pos:440.3765,53.12394,167.7759;rot:0,275.8917,0;m:house5;;
i:house5_2231;pos:494.85,78.74334,-119.2217;rot:0,183.491,0;m:house5;;
i:pillar1_2232;pos:274.6813,28.61024,519.5194;rot:0,68.39705,0;m:pillar1;scl:0.1,0.5,0.1;t:stone2;clr:202,255,255,255;;
i:pillar1_2233;pos:-368.226,30.65767,241.3882;rot:0,90.44598,0;m:pillar1;scl:0.1,0.5,0.1;t:stone2;clr:202,255,255,255;;
i:pillar1_2234;pos:18.84919,135.6678,-130.1425;rot:0,94.94543,0;m:pillar1;scl:0.1,0.5,0.1;t:stone2;clr:202,255,255,255;;
i:pillar1_2235;pos:-142.6451,60.93047,-400.6605;rot:0,180.1945,0;m:pillar1;scl:0.1,0.5,0.1;t:stone2;clr:202,255,255,255;;
i:pillar1_2236;pos:155.7151,81.85811,-324.8199;rot:0,340.9919,0;m:pillar1;scl:0.1,0.5,0.1;t:stone2;clr:202,255,255,255;;
i:pillar1_2237;pos:359.0749,65.28061,-379.1657;rot:0,2.740879,0;m:pillar1;scl:0.1,0.5,0.1;t:stone2;clr:202,255,255,255;;
i:pillar1_2238;pos:229.3741,81.98672,-263.7461;rot:0,64.93951,0;m:pillar1;scl:0.1,0.5,0.1;t:stone2;clr:202,255,255,255;;
i:house5_2239;pos:-110.3325,102.3027,-225.1998;rot:0,0.08811533,0;m:house5;;
i:arch1_2240;pos:-207.3161,131.1613,17.7405;rot:0,359.5139,0;m:arch1;;
i:arch1_2241;pos:-62.12352,118.2507,192.9518;rot:0,271.3832,0;m:arch1;;
i:house5_2242;pos:49.48754,119.2284,258.9151;rot:0,91.18291,0;m:house5;;
i:cuboid_2243;pos:-164.8857,55.89936,-285.4716;rot:0,0.8974264,0;m:cuboid;scl:6,6,6;t:stone1;;
i:house1_2244;pos:-120.7714,134.9904,-166.167;rot:0,183.2365,0;m:house1;;
i:house1_2245;pos:-191.5976,116.7643,-248.4546;rot:0,1.633528,0;m:house1;;
i:house1_2246;pos:-196.8503,99.9643,-312.5756;rot:0,1.833527,0;m:house1;;
i:tower2_2247;pos:-134.3072,-1.698328,-224.4995;rot:0,88.73267,0;m:tower2;;
i:house5_2248;pos:194.4907,97.17873,-185.4202;rot:0,238.4058,0;m:house5;;
i:house1_2249;pos:-229.5846,131.4376,-135.2022;rot:0,269.5186,0;m:house1;;
i:house5_2250;pos:-243.8853,135.7728,-108.8094;rot:0,271.4386,0;m:house5;;
i:pillar2_2251;pos:-205.236,117.8381,-20.02892;rot:0,269.9674,0;m:pillar2;scl:0.1,0.2,0.1;;
i:pillar2_2252;pos:-205.563,119.438,-9.031398;rot:0,269.9674,0;m:pillar2;scl:0.1,0.2,0.1;;
i:pillar2_2253;pos:-204.9907,118.8381,2.380503;rot:0,269.9674,0;m:pillar2;scl:0.1,0.2,0.1;;
i:pillar2_2254;pos:-205.0139,119.2381,12.20625;rot:0,269.9674,0;m:pillar2;scl:0.1,0.2,0.1;;
i:pillar2_2255;pos:-204.7853,119.3673,23.42832;rot:0,270.2112,0;m:pillar2;scl:0.1,0.2,0.1;;
i:pillar2_2256;pos:-203.8237,118.5276,35.06492;rot:0,270.2112,0;m:pillar2;scl:0.1,0.2,0.1;;
i:pillar2_2257;pos:-203.5928,118.0474,47.82405;rot:0,270.2112,0;m:pillar2;scl:0.1,0.2,0.1;;
i:pillar2_2258;pos:-60.8398,99.13764,194.8253;rot:0,180.209,0;m:pillar2;scl:0.1,0.3,0.1;;
i:pillar2_2259;pos:-27.2854,98.63492,195.3354;rot:0,179.7087,0;m:pillar2;scl:0.1,0.3,0.1;;
i:pillar2_2260;pos:-37.88681,96.83493,195.5888;rot:0,179.7087,0;m:pillar2;scl:0.1,0.3,0.1;;
i:pillar2_2261;pos:-49.88585,98.43486,195.3739;rot:0,179.7087,0;m:pillar2;scl:0.1,0.3,0.1;;
i:pillar2_2262;pos:-71.73398,98.89536,195.7717;rot:0,180.9587,0;m:pillar2;scl:0.1,0.3,0.1;;
i:pillar2_2263;pos:-84.54243,99.80911,196.6227;rot:0,178.9586,0;m:pillar2;scl:0.1,0.3,0.1;;
i:house1_2264;pos:-219.4279,141.5868,-18.62839;rot:0,359.9069,0;m:house1;;
i:house1_2265;pos:-218.3747,141.7083,50.37365;rot:0,0.5561392,0;m:house1;;
i:house1_2266;pos:-217.73,131.1265,107.2242;rot:0,1.252038,0;m:house1;;
i:house1_2267;pos:-177.4119,85.29173,344.4547;rot:0,0.4978088,0;m:house1;;
i:house5_2268;pos:188.0917,85.71635,164.4645;rot:0,271.4185,0;m:house5;;
i:house5_2269;pos:314.2437,92.75333,50.95325;rot:0,181.5049,0;m:house5;;
i:house1_2270;pos:-194.2539,129.462,-240.3961;rot:0,1.025661,0;m:house1;;
i:cuboid_2271;pos:-20.77863,24.21513,595.9142;rot:0,274.5534,0;m:cuboid;scl:1,1,5;t:grass1;;
i:cuboid_2272;pos:243.7772,57.16874,194.6244;rot:355.2,181.9276,3.346791E-08;m:cuboid;scl:1,1,3;t:stone1;;
i:cuboid_2273;pos:-54.07675,24.38594,571.7498;rot:0,131.9169,0;m:cuboid;scl:1,1,5;t:grass1;;
i:cuboid_2274;pos:247.7397,55.01898,210.9859;rot:355.6395,178.8524,359.4814;m:cuboid;scl:1,1,3;t:stone1;;
i:cuboid_2275;pos:244.8844,56.32668,192.2711;rot:355.8,181.428,-2.340823E-08;m:cuboid;scl:1,1,3;t:stone1;;
i:cuboid_2276;pos:43.77651,178.606,16.85026;rot:0,358.753,0;m:cuboid;scl:0.5,0.3,0.07;t:bark2;;
i:cuboid_2277;pos:43.83482,178.6262,16.83113;rot:0,358.7603,0;m:cuboid;scl:0.4,0.25,0.07;t:grass1;clr:75,133,69,255;;
i:cuboid_2278;pos:40.24815,175.3125,10.45458;rot:0,357.2584,0;m:cuboid;scl:0.1,0.1,0.1;t:wood4;;
i:cuboid_2279;pos:42.1555,175.2441,10.48003;rot:0,358.2382,0;m:cuboid;scl:0.1,0.1,0.1;t:wood4;;
i:cuboid_2280;pos:45.15415,175.2436,10.57222;rot:0,358.3182,0;m:cuboid;scl:0.1,0.1,0.1;t:wood4;;
i:cuboid_2281;pos:46.86917,175.324,10.75999;rot:0,358.2382,0;m:cuboid;scl:0.1,0.1,0.1;t:wood4;;
i:cuboid_2282;pos:45.16131,175.2841,7.737305;rot:0,358.6382,0;m:cuboid;scl:0.1,0.1,0.1;t:wood4;;
i:cuboid_2283;pos:42.19812,175.2964,7.615929;rot:0,358.9878,0;m:cuboid;scl:0.1,0.1,0.1;t:wood4;;
i:cuboid_2284;pos:46.71524,175.3763,7.819237;rot:0,358.9878,0;m:cuboid;scl:0.1,0.1,0.1;t:wood4;;
i:cuboid_2285;pos:40.35562,175.3358,7.73774;rot:0,358.9878,0;m:cuboid;scl:0.1,0.1,0.1;t:wood4;;
i:cylinder_2286;pos:45.17126,174.9061,6.788159;rot:0,358.4873,0;m:cylinder;scl:0.05,0.05,0.05;t:stone2;;
i:cylinder_2287;pos:46.72993,174.9062,6.860735;rot:0,358.4873,0;m:cylinder;scl:0.05,0.05,0.05;t:stone2;;
i:cylinder_2288;pos:42.17313,174.9062,6.677561;rot:0,358.4873,0;m:cylinder;scl:0.05,0.05,0.05;t:stone2;;
i:cylinder_2289;pos:40.33503,174.8947,6.760918;rot:0,359.4873,0;m:cylinder;scl:0.05,0.05,0.05;t:stone2;;
i:cylinder_2290;pos:45.25626,174.9125,9.671619;rot:0,359.9867,0;m:cylinder;scl:0.05,0.05,0.05;t:stone2;;
i:cylinder_2291;pos:46.89627,174.9928,9.821129;rot:0,359.9867,0;m:cylinder;scl:0.05,0.05,0.05;t:stone2;;
i:cylinder_2292;pos:42.17635,174.8728,9.372648;rot:0,359.9867,0;m:cylinder;scl:0.05,0.05,0.05;t:stone2;;
i:cylinder_2293;pos:40.29634,174.8728,9.372213;rot:0,359.9867,0;m:cylinder;scl:0.05,0.05,0.05;t:stone2;;
i:cuboid_2294;pos:45.17609,175.6327,10.6036;rot:0,359.9867,0;m:cuboid;scl:0.035,0.035,0.05;t:ice1;;
i:cuboid_2295;pos:46.89602,175.7127,10.7904;rot:0,359.9867,0;m:cuboid;scl:0.035,0.035,0.05;t:ice1;;
i:cuboid_2296;pos:42.13611,175.5926,10.49105;rot:0,359.9867,0;m:cuboid;scl:0.035,0.035,0.05;t:ice1;;
i:cuboid_2297;pos:40.29612,175.7127,10.37878;rot:0,359.9867,0;m:cuboid;scl:0.035,0.035,0.05;t:ice1;;
i:cuboid_2298;pos:45.1767,175.6727,7.770302;rot:0,359.9867,0;m:cuboid;scl:0.035,0.035,0.05;t:ice1;;
i:cuboid_2299;pos:46.73672,175.7926,7.807942;rot:0,359.9867,0;m:cuboid;scl:0.035,0.035,0.05;t:ice1;;
i:cuboid_2300;pos:42.25678,175.6726,7.620486;rot:0,359.9867,0;m:cuboid;scl:0.035,0.035,0.05;t:ice1;;
i:cuboid_2301;pos:40.33668,175.7527,7.69461;rot:0,359.9867,0;m:cuboid;scl:0.035,0.035,0.05;t:ice1;;
i:cuboid_2302;pos:43.67278,175.2271,9.868813;rot:0,359.228,0;m:cuboid;scl:0.15,0.035,0.7;t:grass1;clr:75,0,0,255;;
i:tree3_2303;pos:-400.7219,39.59275,-67.19463;rot:0,1.487264,0;m:tree3;scl:0.1,0.1,0.1;;
i:tree3_2304;pos:-399.9291,37.78876,-321.121;rot:0,1.487264,0;m:tree3;scl:0.1,0.1,0.1;;
i:tree3_2305;pos:-403.0459,38.246,-454.4806;rot:0,86.98688,0;m:tree3;scl:0.1,0.1,0.1;;
i:tree3_2306;pos:-392.7853,38.64055,-600.6473;rot:0,96.2366,0;m:tree3;scl:0.1,0.1,0.1;;
i:tree3_2307;pos:-405.0435,38.82151,177.3105;rot:0,270.9845,0;m:tree3;scl:0.1,0.1,0.1;;
i:tree3_2308;pos:-406.965,38.4215,281.0878;rot:0,270.7345,0;m:tree3;scl:0.1,0.1,0.1;;
i:tree2_2309;pos:-368.7986,36.31421,450.9032;rot:0,270.7345,0;m:tree2;scl:0.1,0.1,0.1;;
i:tree5_2310;pos:-362.5408,34.34536,486.7121;rot:0,180.9841,0;m:tree5;scl:0.1,0.1,0.1;;
i:house5_2311;pos:-392.3149,35.72505,436.561;rot:0,180.6838,0;m:house5;scl:0.5,0.5,0.5;;
i:house1_2312;pos:-392.6572,42.37503,435.6977;rot:0,180.3838,0;m:house1;scl:0.5,0.5,0.5;;
i:house1_2313;pos:-392.1787,48.74901,435.9659;rot:0,180.0836,0;m:house1;scl:0.6,0.1,0.6;;
i:house5_2314;pos:-390.7795,49.34866,435.5389;rot:0,180.3336,0;m:house5;scl:0.3,0.3,0.3;;
i:tree2_2315;pos:-401.2369,48.53877,393.6086;rot:0,98.48325,0;m:tree2;scl:0.3,0.3,0.3;;
i:field2_2316;pos:-401.7605,28.10452,392.9376;rot:0,58.23314,0;m:field2;scl:0.3,0.3,0.3;;
i:field2_2317;pos:-399.9246,29.07203,-66.90108;rot:0,157.2321,0;m:field2;scl:0.3,0.3,0.3;;
i:field2_2318;pos:-400.137,28.02587,-321.8542;rot:0,178.7316,0;m:field2;scl:0.3,0.3,0.3;;
i:field2_2319;pos:-403.2942,28.13221,-451.8129;rot:0,179.4815,0;m:field2;scl:0.3,0.3,0.3;;
i:field2_2320;pos:-393.992,30.3456,-600.223;rot:0,112.4802,0;m:field2;scl:0.3,0.3,0.3;;
i:field2_2321;pos:-404.9902,29.04956,176.6464;rot:0,47.22965,0;m:field2;scl:0.3,0.3,0.3;;
i:field2_2322;pos:-407.0503,29.27372,280.0215;rot:0,84.72958,0;m:field2;scl:0.3,0.3,0.3;;
i:field2_2323;pos:-363.2345,29.94194,486.664;rot:0,103.4793,0;m:field2;scl:0.1,0.1,0.1;;
i:field2_2324;pos:-369.1293,29.40479,450.8032;rot:0,244.7292,0;m:field2;scl:0.1,0.1,0.1;;
i:house5_2325;pos:-398.9605,34.50273,38.41096;rot:0,180.0253,0;m:house5;scl:0.3,0.3,1;;
i:house1_2326;pos:-401.8435,30.22604,-108.4425;rot:0,179.9735,0;m:house1;scl:0.3,0.3,1;;
i:house6_2327;pos:-400.8223,27.47055,-255.3125;rot:0,180.373,0;m:house6;scl:0.3,0.3,1;;
i:house5_2328;pos:-397.2198,34.37948,-510.0019;rot:0,179.6226,0;m:house5;scl:0.3,0.3,1;;
i:arch1_2329;pos:-496.8132,6.74878,168.8975;rot:0,179.3543,0;m:arch1;scl:8,1,8;t:rock2;;
i:arch1_2330;pos:-492.5614,6.643947,-348.5571;rot:0,179.9509,0;m:arch1;scl:8,1,8;t:rock2;;
i:cuboid_2331;pos:-23.15678,23.96889,1693.5;rot:0,359.3058,0;m:cuboid;scl:4,1,200;t:grass2;;
i:cuboid_2332;pos:-367.887,25.46635,-54.83584;rot:0,180.1465,0;m:cuboid;scl:10,1,100;t:stone1;;
i:tree3_2333;pos:249.9265,102.8337,-188.2276;rot:0,148.6683,0;m:tree3;scl:0.2,0.2,0.2;;
i:tree3_2334;pos:353.0507,101.5549,-122.8828;rot:0,161.1676,0;m:tree3;scl:0.2,0.2,0.2;;
i:field2_2335;pos:352.9048,85.75497,-121.216;rot:0,147.9676,0;m:field2;scl:0.2,0.2,0.2;;
i:field2_2336;pos:250.0273,86.08914,-189.1169;rot:0,340.1667,0;m:field2;scl:0.2,0.2,0.2;;
i:cuboid_2337;pos:-79.92321,24.42636,613.6706;rot:0,354.4192,0;m:cuboid;scl:1,1,5;t:grass1;;
i:cuboid_2338;pos:-55.41489,24.53395,580.8578;rot:0,137.4176,0;m:cuboid;scl:1,1,5;t:grass1;;
i:tower2_2339;pos:-85.63041,105.3305,230.192;rot:0,180.1251,0;m:tower2;scl:4,0.3,4;;
i:tower2_2340;pos:-264.2253,44.06506,229.927;rot:0,2.423441,0;m:tower2;scl:4,0.3,4;;
i:cuboid_2341;pos:-10.07866,100.7227,635.9811;rot:0.02094088,89.71893,359.0002;m:cuboid;scl:0.5,2,3;t:wood1;;
i:cuboid_2342;pos:-10.71567,27.52201,665.3897;rot:0,179.4726,0;m:cuboid;scl:4,0.4,7;t:stone6;clr:89,95,92,255;;
i:cuboid_2343;pos:-9.7088,104.226,641.2518;rot:0,359.0209,0;m:cuboid;scl:6,6,1;t:stone2;;
i:cuboid_2344;pos:-9.713459,105.3202,685.348;rot:348.7213,178.5762,359.8319;m:cuboid;scl:6,3,1;t:stone2;;
i:cuboid_2345;pos:-19.3262,129.4249,635.2901;rot:0,359.5674,0;m:cuboid;scl:0.1,0.1,0.6;t:metal3;til:5,5;;
i:cuboid_2346;pos:-0.07727122,129.3844,635.4008;rot:0,359.9174,0;m:cuboid;scl:0.1,0.1,0.6;t:metal3;til:5,5;;
i:cuboid_2347;pos:-19.24301,114.0095,633.2938;rot:0,0.9590659,0;m:cuboid;scl:0.01,3,0.01;t:stone1;;
i:cuboid_2348;pos:-0.06698613,114.6639,633.8506;rot:0,352.2136,0;m:cuboid;scl:0.01,3,0.01;t:stone1;;
i:cuboid_2349;pos:98.47108,24.71188,438.8887;rot:0,150.3482,0;m:cuboid;scl:20,1,20;t:stone1;;
i:cuboid_2350;pos:-165.9013,24.74691,519.0403;rot:0,240.328,0;m:cuboid;scl:20,1,20;t:stone1;;
i:cuboid_2351;pos:36.20636,178.4089,-5.53415;rot:0,181.1104,0;m:cuboid;scl:2,2,0.03;t:wood3;;
i:cuboid_2352;pos:51.45744,183.2951,7.081672;rot:0,89.37888,0;m:cuboid;scl:2,2,0.03;t:wood3;;
i:cuboid_2353;pos:51.36705,185.5016,20.65928;rot:0,88.9875,0;m:cuboid;scl:2,2,0.03;t:wood3;;
i:house1_2354;pos:-296.8798,52.90091,-101.744;rot:0,92.783,0;m:house1;;
i:house1_2355;pos:-377.972,20.33863,-46.05461;rot:0,180.6762,0;m:house1;;
i:arch1_2356;pos:-324.6248,44.91203,125.5244;rot:0,181.7748,0;m:arch1;;
i:pillar1_2357;pos:-365.0954,29.6786,-88.98021;rot:0,180.7227,0;m:pillar1;scl:0.1,0.2,0.1;t:stone10;;
i:pillar2_2358;pos:-326.9427,32.92547,159.9442;rot:0,91.72243,0;m:pillar2;scl:0.1,0.2,0.1;;
i:pillar2_2359;pos:-326.6172,33.52533,150.0118;rot:0,91.72243,0;m:pillar2;scl:0.1,0.2,0.1;;
i:pillar2_2360;pos:-327.0116,33.64539,141.0431;rot:0,91.72243,0;m:pillar2;scl:0.1,0.2,0.1;;
i:pillar2_2361;pos:-327.1797,33.44533,131.3185;rot:0,91.72243,0;m:pillar2;scl:0.1,0.2,0.1;;
i:pillar2_2362;pos:-327.6883,33.25014,122.5474;rot:0,92.22242,0;m:pillar2;scl:0.1,0.2,0.1;;
i:pillar2_2363;pos:-328.7851,33.04406,89.4567;rot:0,92.22242,0;m:pillar2;scl:0.1,0.2,0.1;;
i:pillar2_2364;pos:-327.9157,33.28411,112.6757;rot:0,92.22242,0;m:pillar2;scl:0.1,0.2,0.1;;
i:pillar2_2365;pos:-327.8354,33.28412,101.8244;rot:0,92.22242,0;m:pillar2;scl:0.1,0.2,0.1;;
i:cuboid_2366;pos:-328.68,29.6307,45.01895;rot:0,180.9921,0;m:cuboid;scl:0.1,0.2,30;;
i:cuboid_2367;pos:-335.4188,29.79941,-257.8338;rot:0,181.2704,0;m:cuboid;scl:0.1,0.2,30;;
i:cuboid_2368;pos:-363.9288,29.56949,-109.6592;rot:0,180.7397,0;m:cuboid;scl:0.1,0.2,60;;
i:tree3_2369;pos:-339.9973,39.20219,-330.5085;rot:0,135.968,0;m:tree3;scl:0.1,0.1,0.1;;
i:field2_2370;pos:-340.2245,30.00221,-329.9856;rot:0,135.968,0;m:field2;scl:0.1,0.1,0.1;;
i:house6_2371;pos:-368.7907,30.29161,-312.3836;rot:0,1.917169,0;m:house6;scl:0.1,0.1,0.1;;
i:arch1_2372;pos:-345.1372,60.34563,-231.2764;rot:0,88.31353,0;m:arch1;;
i:arch1_2373;pos:-367.2867,60.28118,-230.4294;rot:0,358.2622,0;m:arch1;scl:0.1,1,0.1;;
i:arch1_2374;pos:-361.2441,60.42479,-229.9766;rot:0,0.3610945,0;m:arch1;scl:0.1,1,0.1;;
i:arch1_2375;pos:-336.4353,60.77942,-229.2131;rot:0,0.490795,0;m:arch1;scl:0.1,1,0.1;;
i:arch1_2376;pos:-355.5461,60.636,-229.7647;rot:0,358.1592,0;m:arch1;scl:0.1,1,0.1;;
i:arch1_2377;pos:-349.7565,60.75602,-229.4773;rot:0,358.7592,0;m:arch1;scl:0.1,1,0.1;;
i:arch1_2378;pos:-342.8419,60.79602,-229.1913;rot:0,359.8792,0;m:arch1;scl:0.1,1,0.1;;
i:house5_2379;pos:267.9358,69.24072,238.8353;rot:0,118.0935,0;m:house5;scl:0.5,1,1;;
i:house1_2380;pos:267.5846,93.60937,-53.25245;rot:0,269.6801,0;m:house1;;
i:house5_2381;pos:283.9349,116.8333,-55.26486;rot:0,267.8801,0;m:house5;scl:0.3,0.3,0.3;;
i:house5_2382;pos:254.5926,117.0733,-55.76949;rot:0,268.8801,0;m:house5;scl:0.3,0.3,0.3;;
i:tower1_2383;pos:267.1014,89.21042,-44.64182;rot:0,179.9799,0;m:tower1;scl:0.3,0.5,0.3;;
i:tower1_2384;pos:267.8689,87.97971,-67.50146;rot:0,359.3169,0;m:tower1;scl:0.3,0.5,0.3;;
i:tower1_2385;pos:237.073,88.92841,-45.07496;rot:0,182.226,0;m:tower1;scl:0.3,0.5,0.3;;
i:tower1_2386;pos:295.4308,88.3683,-43.68591;rot:0,181.986,0;m:tower1;scl:0.3,0.5,0.3;;
i:tower1_2387;pos:238.399,88.15583,-67.64081;rot:0,358.225,0;m:tower1;scl:0.3,0.5,0.3;;
i:cuboid_2388;pos:19.00084,24.47828,597.4247;rot:0,216.4136,0;m:cuboid;scl:1,1,5;t:grass1;;
i:cuboid_2389;pos:55.35487,24.50887,611.7756;rot:0,28.91596,0;m:cuboid;scl:1,1,5;t:grass1;;
i:cuboid_2390;pos:56.35079,24.59163,602.3369;rot:0,25.06595,0;m:cuboid;scl:1,1,5;t:grass1;;
i:cuboid_2391;pos:36.58346,24.41626,580.4254;rot:0,57.41599,0;m:cuboid;scl:1,1,5;t:grass1;;
